chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr1	26209741	26229840	+	ENSG00000236155.6	ZPLD2P	0.500805296486658	0.999993256694946	1	4.04776355794672
chr6	11712054	11807046	-	ENSG00000111863.12	ADTRP	0.500815145345763	0.999993256694946	5	12.5748174166398
chrX	124173001	124174459	-	ENSG00000237426.1	ZIK1P1	0.500872932253644	0.999993256694946	1	3.47161516678316
chr4	109827972	109849123	+	ENSG00000180245.6	RRH	0.500873019283793	0.999993256694946	2	6.58612678508656
chr8	22219703	22232101	-	ENSG00000168490.14	PHYHIP	0.500931818780971	0.999993256694946	2	6.18787137479718
chr9	2621787	2660056	+	ENSG00000147852.16	VLDLR	0.500990499254538	0.999993256694946	4	20.2265130102486
chr5	14797125	14798400	-	ENSG00000249485.1	RBBP4P1	0.500991038404569	0.999993256694946	1	5.97551017379211
chr19	13795460	13832230	+	ENSG00000132003.9	ZSWIM4	0.501009926005539	0.999993256694946	2	10.5564682021047
chrX	48590042	48608869	+	ENSG00000101940.18	WDR13	0.501012558784443	0.999993256694946	11	48.4956177999242
chr14	91580696	91780707	-	ENSG00000133962.8	CATSPERB	0.501221930071186	0.999993256694946	4	12.3211867111639
chr5	147390808	147510068	-	ENSG00000113657.13	DPYSL3	0.50128192998991	0.999993256694946	5	29.2989326405568
chr3	14402576	14489349	+	ENSG00000131389.17	SLC6A6	0.501291355306599	0.999993256694946	7	20.2328423089561
chr1	184566511	184567835	+	ENSG00000232036.2	AL078645.2	0.50138893714536	0.999993256694946	1	4.92832951814462
chr18	23197144	23437961	-	ENSG00000134490.14	TMEM241	0.501407286957366	0.999993256694946	10	31.055023999198
chr2	1374066	1543711	+	ENSG00000115705.22	TPO	0.501457145972653	0.999993256694946	1	3.23137093059545
chr8	142670308	142682725	+	ENSG00000167653.5	PSCA	0.50149090482967	0.999993256694946	4	11.829391961208
chr17	35574795	35578863	-	ENSG00000108733.10	PEX12	0.501542512880488	0.999993256694946	2	9.83425270418963
chr17	39404285	39451272	-	ENSG00000125686.12	MED1	0.501556063917176	0.999993256694946	5	23.5938917782082
chr11	86945679	86955395	-	ENSG00000174804.4	FZD4	0.501626706794985	0.999993256694946	1	8.89353996041729
chr12	30628988	30695869	-	ENSG00000133704.10	IPO8	0.501765375638846	0.999993256694946	7	33.339181976367
chr19	55282072	55312562	+	ENSG00000160469.17	BRSK1	0.501782030090467	0.999993256694946	4	8.07328444451231
chr7	114922154	115019202	+	ENSG00000135272.10	MDFIC	0.501810536921825	0.999993256694946	6	23.4762718321047
chr19	36445119	36489902	-	ENSG00000186017.14	ZNF566	0.501813336115625	0.999993256694946	10	38.1645791246795
chr8	37934340	37965953	-	ENSG00000285880.1	AC144573.1	0.501813649768996	0.999993256694946	1	2.77781973541491
chr15	43599563	43618800	-	ENSG00000242866.10	STRC	0.501900529455417	0.999993256694946	4	12.6800393835762
chr17	50346126	50363138	+	ENSG00000015532.10	XYLT2	0.501996880984904	0.999993256694946	4	16.7771051492269
chr9	137139154	137168756	+	ENSG00000176884.15	GRIN1	0.502065025918245	0.999993256694946	3	5.93575764402489
chr19	57351307	57359898	+	ENSG00000131845.14	AC005261.1	0.502100705552922	0.999993256694946	4	21.9807918914296
chr11	90131515	90192894	+	ENSG00000077616.11	NAALAD2	0.502151258408703	0.999993256694946	5	16.8571467865771
chr15	32441914	32455634	-	ENSG00000206127.11	GOLGA8O	0.502179616487866	0.999993256694946	1	3.22289352459568
chr5	95713522	95824383	+	ENSG00000164292.13	RHOBTB3	0.502201780074606	0.999993256694946	11	49.2674129882278
chr22	38685543	38701556	-	ENSG00000100221.10	JOSD1	0.502212357853095	0.999993256694946	4	14.4795638310562
chr3	58192257	58214697	-	ENSG00000163687.14	DNASE1L3	0.50233601932498	0.999993256694946	2	5.71743422608399
chr5	81301587	81313297	+	ENSG00000131732.12	ZCCHC9	0.502393818388428	0.999993256694946	8	30.7940000266261
chr12	119178642	119221131	+	ENSG00000152137.6	HSPB8	0.502397438671104	0.999993256694946	2	10.7114422600076
chr1	115700007	115768781	-	ENSG00000118729.11	CASQ2	0.502403194774781	0.999993256694946	2	7.52704328013769
chr17	67825503	67984378	+	ENSG00000171634.18	BPTF	0.502460581994917	0.999993256694946	17	87.2449771979719
chr1	47023669	47050751	+	ENSG00000186377.8	CYP4X1	0.502480400462984	0.999993256694946	2	7.22703453294443
chrX	116669810	116680303	-	ENSG00000236077.2	BX119904.3	0.502526705118903	0.999993256694946	1	1.72551949947663
chr1	236483165	236484468	+	ENSG00000244457.2	ENO1P1	0.502672622501717	0.999993256694946	1	2.81201397952926
chr11	76186325	76210736	-	ENSG00000085741.13	WNT11	0.502793526082285	0.999993256694946	2	6.53987821727971
chr7	151466012	151520120	-	ENSG00000106615.10	RHEB	0.50280468320784	0.999993256694946	7	37.7661652299499
chr19	23255053	23257939	-	ENSG00000269837.1	IPO5P1	0.502928711970783	0.999993256694946	2	10.3574277833052
chr12	127876999	127877516	-	ENSG00000255757.1	AC087894.1	0.503000728430479	0.999993256694946	1	6.24808916005065
chr4	165873237	166104457	+	ENSG00000038295.8	TLL1	0.503047037739136	0.999993256694946	4	13.9832609028325
chr14	54842008	54902826	-	ENSG00000131979.19	GCH1	0.503249476427007	0.999993256694946	4	12.810648673199
chr3	44584888	44648471	+	ENSG00000186448.15	ZNF197	0.5032861246683	0.999993256694946	5	22.3267884515735
chr6	47878028	48068689	-	ENSG00000244694.7	PTCHD4	0.503307907944634	0.999993256694946	2	8.40937579118949
chr8	1755778	1801711	+	ENSG00000182372.10	CLN8	0.503332961635043	0.999993256694946	8	19.00032314167
chr12	6884682	6885786	+	ENSG00000248593.3	DSTNP2	0.503387453344648	0.999993256694946	1	4.75685433836468
chr11	59142121	59142610	-	ENSG00000255381.1	AP001258.1	0.503542781114402	0.999993256694946	1	2.71776347892759
chr11	33256672	33357023	+	ENSG00000110422.12	HIPK3	0.503622062953201	0.999993256694946	5	34.5869283680546
chr18	62715541	62980433	+	ENSG00000081913.14	PHLPP1	0.503798575697705	0.999993256694946	7	28.9991194110612
chr17	76565377	76586956	-	ENSG00000070731.11	ST6GALNAC2	0.503803508900615	0.999993256694946	2	3.05557800749203
chr22	18533646	18577968	-	ENSG00000274602.5	PI4KAP1	0.503860426312649	0.999993256694946	7	24.8520345867507
chr3	57227726	57278105	+	ENSG00000157500.12	APPL1	0.503894429715864	0.999993256694946	8	32.4849273620262
chr17	59912197	59912366	+	ENSG00000241913.1	RPS29P21	0.503900502298655	0.999993256694946	1	3.37757180932045
chr1	155335268	155562807	-	ENSG00000116539.13	ASH1L	0.50390808537349	0.999993256694946	7	40.2383018161075
chr1	243256034	243500091	+	ENSG00000054282.16	SDCCAG8	0.503916627994296	0.999993256694946	9	38.679473036815
chr17	31937007	32001038	+	ENSG00000178691.11	SUZ12	0.503922338476728	0.999993256694946	4	24.5927052556927
chr1	36466043	36483278	-	ENSG00000119535.17	CSF3R	0.504098144712883	0.999993256694946	7	19.9056823522151
chr1	229440259	229508341	-	ENSG00000069248.12	NUP133	0.504184727895896	0.999993256694946	4	19.9595318982517
chr10	45615500	45672780	-	ENSG00000172671.20	ZFAND4	0.504265440756999	0.999993256694946	8	35.1131670393945
chr11	108308519	108467531	-	ENSG00000166323.13	C11orf65	0.504338881745363	0.999993256694946	4	9.90685321992996
chr18	80034346	80097088	+	ENSG00000267127.7	AC090360.1	0.504348511718613	0.999993256694946	5	12.8293252745782
chr19	23914876	23945159	+	ENSG00000213967.11	ZNF726	0.504359438707354	0.999993256694946	4	17.14719183831
chr1	45786987	46036122	+	ENSG00000086015.22	MAST2	0.504378562629361	0.999993256694946	9	36.032602247667
chr2	23385179	23708611	+	ENSG00000119771.15	KLHL29	0.504415463600429	0.999993256694946	4	18.6891831979381
chr1	143955364	143971965	-	ENSG00000263513.5	FAM72C	0.504524619968355	0.999993256694946	1	2.14892817843804
chr1	150549369	150560937	+	ENSG00000143382.15	ADAMTSL4	0.50458957285921	0.999993256694946	6	17.0568795176174
chr11	66070272	66244744	+	ENSG00000175115.12	PACS1	0.504672372451674	0.999993256694946	14	60.4683624961362
chrX	17800049	17861337	-	ENSG00000131831.18	RAI2	0.504780303042129	0.999993256694946	5	18.5116331785973
chr4	68184081	68218080	-	ENSG00000250026.5	TMPRSS11BNL	0.504785751852395	0.999993256694946	2	5.63020767646025
chr17	20836447	20896140	-	ENSG00000205212.4	CCDC144NL	0.504805983104283	0.999993256694946	2	8.80915753901942
chr3	193578812	193593090	-	ENSG00000236297.1	AC048351.2	0.504831814968176	0.999993256694946	1	1.21608722293318
chr15	45566776	45567074	+	ENSG00000259427.2	DPPA5P2	0.504892569250468	0.999993256694946	1	2.69228004967636
chr11	68312591	68449275	+	ENSG00000162337.12	LRP5	0.504936023574297	0.999993256694946	6	26.1228425199732
chrX	101655281	101659850	-	ENSG00000184867.14	ARMCX2	0.504956648877437	0.999993256694946	10	30.5394519085182
chrX	75156388	75304885	+	ENSG00000094841.14	UPRT	0.504990288445906	0.999993256694946	8	34.1562580730825
chr6	42929192	42939294	+	ENSG00000137161.17	CNPY3	0.505026249300074	0.999993256694946	1	1.45710858439275
chr22	50245450	50261716	-	ENSG00000188130.14	MAPK12	0.505041464482594	0.999993256694946	10	31.116609678093
chr19	44228729	44305046	-	ENSG00000159917.17	ZNF235	0.505064080735834	0.999993256694946	7	29.2803438395328
chr19	18442663	18522116	-	ENSG00000105656.13	ELL	0.505066504919928	0.999993256694946	5	17.9391618762796
chr1	39560816	39576790	-	ENSG00000090621.14	PABPC4	0.505098496488325	0.999993256694946	19	91.5022978888743
chr19	14514769	14529770	-	ENSG00000132002.8	DNAJB1	0.50512413049209	0.999993256694946	7	24.6087833104805
chr17	30553502	30563493	+	ENSG00000266733.7	TBC1D29P	0.505147421921689	0.999993256694946	3	12.8419079951631
chr17	42011382	42025644	+	ENSG00000168256.18	NKIRAS2	0.5052133886579	0.999993256694946	8	29.8421368460556
chr3	93873051	93980003	-	ENSG00000184500.16	PROS1	0.505332467667673	0.999993256694946	9	34.629995258846
chr11	43718676	43719143	+	ENSG00000283393.1	AC068205.3	0.505345550262967	0.999993256694946	1	3.61266595570636
chr5	79111809	79132288	+	ENSG00000145692.15	BHMT	0.505438462902867	0.999993256694946	1	1.765901967814
chr16	68822587	68823070	+	ENSG00000260459.2	FTLP14	0.505478091392581	0.999993256694946	1	3.84752002555681
chr3	12557087	12583713	+	ENSG00000075975.16	MKRN2	0.505515958911799	0.999993256694946	2	9.09685096655521
chr16	67277510	67289499	+	ENSG00000196155.13	AC040160.1	0.505567669267582	0.999993256694946	4	13.1040237936356
chr16	58597589	58597945	-	ENSG00000260865.1	AC010287.1	0.506025140124951	0.999993256694946	1	2.99780592977789
chr19	6436079	6465203	-	ENSG00000125648.15	SLC25A23	0.506056361579163	0.999993256694946	9	29.6950188308473
chr11	3665587	3671384	-	ENSG00000129749.3	CHRNA10	0.506092884618668	0.999993256694946	2	5.61173677825689
chrX	102937272	102938300	+	ENSG00000102128.8	RAB40AL	0.506104517087902	0.999993256694946	1	3.66646882259739
chr19	48630030	48637379	-	ENSG00000105516.11	DBP	0.506151069276352	0.999993256694946	4	16.2184790632379
chr9	34922184	34922921	-	ENSG00000215199.3	YWHAZP6	0.506218129812148	0.999993256694946	1	2.61821691933203
chr14	24052009	24069729	+	ENSG00000186648.15	CARMIL3	0.506402356784322	0.999993256694946	1	2.35694607647381
chr2	224294930	224295753	+	ENSG00000228681.1	AC008072.1	0.506502349923712	0.999993256694946	1	5.53987162402314
chr10	26746593	26861087	-	ENSG00000136754.17	ABI1	0.506600123618319	0.999993256694946	11	48.8022730396695
chr14	103562962	103607523	+	ENSG00000256053.7	COA8	0.506600331085851	0.999993256694946	13	40.5547207938114
chr7	144048948	144058845	+	ENSG00000221836.3	OR2A5	0.506628226836667	0.999993256694946	2	8.51626777743615
chr4	1115197	1153726	-	ENSG00000215367.10	TMED11P	0.506658210172993	0.999993256694946	1	1.9678178077235
chr17	75626845	75667189	-	ENSG00000108469.15	RECQL5	0.506680531703815	0.999993256694946	12	43.5357005559734
chr15	100559369	100603230	-	ENSG00000140471.17	LINS1	0.506759671994375	0.999993256694946	11	42.1973265064838
chr12	110841538	110842387	-	ENSG00000241286.2	RPL29P25	0.506776293064591	0.999993256694946	1	2.75299798841791
chr19	56595264	56626481	+	ENSG00000197951.9	ZNF71	0.506800537855805	0.999993256694946	3	14.6004510899636
chr16	21983865	22001110	-	ENSG00000155714.13	PDZD9	0.506807248564098	0.999993256694946	1	4.0621954079877
chr6	149998019	150005157	-	ENSG00000218358.2	RAET1K	0.506908992857709	0.999993256694946	1	3.66846776343231
chr1	44213455	44220681	+	ENSG00000178028.14	DMAP1	0.506939900663124	0.999993256694946	9	34.2958797332681
chr1	43991359	43996528	+	ENSG00000159214.13	CCDC24	0.506973538123087	0.999993256694946	8	26.562239526186
chr19	45710629	45730896	-	ENSG00000177051.6	FBXO46	0.506989279174121	0.999993256694946	3	14.1713874316373
chr4	88521573	88521789	-	ENSG00000255072.1	PIGY	0.507062300069245	0.999993256694946	1	2.89380458623354
chr7	77793728	77798434	-	ENSG00000135211.6	TMEM60	0.507066244849529	0.999993256694946	1	6.19639489778911
chr2	130202312	130212628	+	ENSG00000227632.2	AC018804.1	0.507164392242968	0.999993256694946	1	2.91168779695086
chr14	24318349	24335093	-	ENSG00000129467.13	ADCY4	0.507221556385508	0.999993256694946	7	17.1409629940448
chr9	113386312	113401290	-	ENSG00000148218.16	ALAD	0.507390563693366	0.999993256694946	8	27.2805009623588
chr16	268301	275980	-	ENSG00000076344.16	RGS11	0.507405787047675	0.999993256694946	7	23.8114769984371
chr16	2771414	2777297	-	ENSG00000103363.14	ELOB	0.507417735314392	0.999993256694946	5	28.747668801088
chr1	27739954	27740629	+	ENSG00000230833.1	RPEP3	0.507433136143671	0.999993256694946	1	2.45523868489599
chr8	108201216	108435333	-	ENSG00000104408.10	EIF3E	0.507452922392914	0.999993256694946	14	58.0243987973602
chr10	91798426	91865475	+	ENSG00000107854.6	TNKS2	0.507542385441953	0.999993256694946	1	9.08722428490783
chr21	42472486	42496246	-	ENSG00000160188.10	RSPH1	0.507557190746312	0.999993256694946	3	10.4551874380665
chr12	19456244	19457648	-	ENSG00000245205.3	EEF1A1P4	0.507558802233008	0.999993256694946	1	2.98039171635507
chr14	106762092	106762588	-	ENSG00000280411.1	IGHV1-69D	0.507635899382445	0.999993256694946	1	3.92751238999691
chr5	115578642	115626161	-	ENSG00000251201.8	TMED7-TICAM2	0.507663071563418	0.999993256694946	3	11.8812534155286
chr5	56919602	56971675	-	ENSG00000155545.19	MIER3	0.507689009641469	0.999993256694946	7	35.7355566317358
chr2	55519604	55545879	+	ENSG00000163001.11	CFAP36	0.507709741979962	0.999993256694946	7	36.37656987361
chr1	15617458	15669044	+	ENSG00000197312.12	DDI2	0.507887924296253	0.999993256694946	6	29.5159338741151
chr3	132558138	132660082	-	ENSG00000240303.8	ACAD11	0.507895901103924	0.999993256694946	10	39.2016830580138
chr7	66995173	67239519	+	ENSG00000198874.13	TYW1	0.507933022133821	0.999993256694946	5	24.1775178342943
chr9	64369394	64413142	+	ENSG00000172014.12	ANKRD20A4	0.507949164449225	0.999993256694946	2	7.49083693462706
chr1	121184811	121392874	+	ENSG00000171943.12	SRGAP2C	0.507953364677962	0.999993256694946	1	4.50683022089713
chr11	77514936	77637794	-	ENSG00000074201.9	CLNS1A	0.507961544808294	0.999993256694946	11	51.2226216491009
chr6	28503296	28528215	-	ENSG00000198704.9	GPX6	0.508107866574368	0.999993256694946	1	1.57647844883299
chr16	21347139	21352138	+	ENSG00000257403.2	AC008740.1	0.508116062288573	0.999993256694946	1	1.69959815412335
chr18	9102630	9134345	+	ENSG00000178127.13	NDUFV2	0.508171963489797	0.999993256694946	7	37.2759696625395
chr5	180590105	180591499	-	ENSG00000161055.4	SCGB3A1	0.508208314395263	0.999993256694946	1	2.16772786684759
chr9	92325953	92620529	+	ENSG00000188312.14	CENPP	0.508253977346011	0.999993256694946	4	17.028908901679
chr17	15502264	15563595	-	ENSG00000175106.16	TVP23C	0.508361410399636	0.999993256694946	8	35.8466694951807
chr19	3976056	3985463	-	ENSG00000167658.16	EEF2	0.508394322186576	0.999993256694946	7	39.9055084612208
chr11	2301997	2318200	+	ENSG00000064201.15	TSPAN32	0.508489848621158	0.999993256694946	2	6.04365474908724
chr22	29554808	29581327	-	ENSG00000184117.12	NIPSNAP1	0.508521217029987	0.999993256694946	4	10.443742021119
chrX	132023302	132075943	+	ENSG00000134602.16	STK26	0.508557438141602	0.999993256694946	5	20.7325182247536
chr17	44758988	44781846	+	ENSG00000073670.14	ADAM11	0.508557984783853	0.999993256694946	2	6.51251368114767
chr13	79389534	79389631	-	ENSG00000252496.1	RNA5SP33	0.508649217808697	0.999993256694946	1	1.38390488935113
chr2	42494569	42756947	+	ENSG00000057935.13	MTA3	0.508722221378913	0.999993256694946	18	68.7500557376334
chr1	92029985	92063538	+	ENSG00000172031.7	EPHX4	0.50874903144443	0.999993256694946	2	4.40173724173146
chr3	12328003	12328274	+	ENSG00000225026.1	AC091492.1	0.508831175867157	0.999993256694946	1	1.72505012662122
chr7	103312289	103344830	-	ENSG00000105821.15	DNAJC2	0.508832237795341	0.999993256694946	10	41.9224177544185
chr5	36885206	36886497	+	ENSG00000249850.1	KRT18P31	0.508891075389384	0.999993256694946	1	5.45567097248485
chr2	112055269	112119318	+	ENSG00000153214.11	TMEM87B	0.508908533819237	0.999993256694946	5	35.9150146076694
chr16	11903923	11904137	-	ENSG00000260318.1	COX6CP1	0.508964743776924	0.999993256694946	1	3.25433529822112
chr19	38211006	38229714	-	ENSG00000011332.19	DPF1	0.508979432380153	0.999993256694946	1	4.0417716052967
chr16	15125242	15154564	-	ENSG00000250251.6	PKD1P6	0.508981107464242	0.999993256694946	5	18.8070006318717
chr20	6767686	6780246	+	ENSG00000125845.7	BMP2	0.508996451712148	0.999993256694946	1	5.20472529619323
chr20	41359962	41366818	-	ENSG00000183798.5	EMILIN3	0.509006667122839	0.999993256694946	1	5.85597017224344
chr11	6603708	6610874	+	ENSG00000166333.13	ILK	0.50912581462916	0.999993256694946	12	59.8624537421108
chr8	109240919	109334118	-	ENSG00000120526.11	NUDCD1	0.509150479530235	0.999993256694946	4	20.3427686689146
chr16	75566375	75577881	+	ENSG00000034713.8	GABARAPL2	0.509292926475211	0.999993256694946	5	21.9440589453524
chr8	103398635	103415189	-	ENSG00000164933.12	SLC25A32	0.509334608310819	0.999993256694946	5	22.9589019685028
chr1	633696	634376	+	ENSG00000248527.1	MTATP6P1	0.509405271662597	0.999993256694946	1	8.16043771360209
chr1	234604269	234609525	-	ENSG00000168264.10	IRF2BP2	0.50942469888623	0.999993256694946	3	22.8709913599484
chr1	158289923	158294774	+	ENSG00000158481.13	CD1C	0.509474561587331	0.999993256694946	2	6.49364472609612
chr5	10971836	11904446	-	ENSG00000169862.19	CTNND2	0.509479535359417	0.999993256694946	10	35.353203993273
chr22	32134028	32134133	+	ENSG00000232707.1	AP1B1P2	0.509525001081053	0.999993256694946	1	1.58367081662361
chr7	76531319	76541459	-	ENSG00000185040.13	SPDYE16	0.509648801228034	0.999993256694946	1	1.44218640350822
chrX	72777009	72848802	+	ENSG00000184911.14	DMRTC1B	0.509675239052073	0.999993256694946	3	8.16762662518446
chr2	159768628	159798255	-	ENSG00000241399.7	CD302	0.50973073604628	0.999993256694946	4	23.3361389310678
chr3	45689056	45745409	+	ENSG00000211456.13	SACM1L	0.509751340328018	0.999993256694946	10	47.4061590139171
chr10	96832282	96995959	+	ENSG00000196233.13	LCOR	0.509911374134763	0.999993256694946	9	43.9715974093331
chr17	43875357	43909711	-	ENSG00000108852.14	MPP2	0.509917092648864	0.999993256694946	6	14.8650752443702
chr3	141228726	141367753	+	ENSG00000155893.13	PXYLP1	0.51000186204753	0.999993256694946	12	43.6003785241927
chr19	3958453	3971123	-	ENSG00000167657.14	DAPK3	0.510031332638087	0.999993256694946	6	25.448920204568
chr16	81988855	82011481	-	ENSG00000184860.10	SDR42E1	0.510039835260651	0.999993256694946	3	15.0874972322473
chr16	70252295	70289543	-	ENSG00000090861.15	AARS1	0.510072878790088	0.999993256694946	6	27.7423660842645
chr1	25959767	25998117	-	ENSG00000158006.14	PAFAH2	0.510120174671093	0.999993256694946	4	15.7035029934506
chr5	144158162	144170714	-	ENSG00000145817.17	YIPF5	0.510136456983197	0.999993256694946	5	22.1783788790508
chr12	49595148	49595688	+	ENSG00000257243.1	AC020612.1	0.510293036414512	0.999993256694946	1	2.54447325612806
chr15	64815632	64825668	-	ENSG00000140451.13	PIF1	0.510306116190508	0.999993256694946	4	9.78243523243429
chr6	42183284	42194956	-	ENSG00000112599.9	GUCA1B	0.51031382634296	0.999993256694946	1	4.32694069441362
chr9	32551144	32568621	+	ENSG00000235453.10	SMIM27	0.510365410997013	0.999993256694946	5	16.7424172394122
chr17	76732978	76738522	+	ENSG00000267168.1	AC005837.2	0.510384859452602	0.999993256694946	1	0.958406725724389
chr1	6221193	6235972	-	ENSG00000116237.16	ICMT	0.510493916203428	0.999993256694946	3	19.0481640538716
chr3	17706058	17706233	-	ENSG00000233133.1	AC104451.1	0.510590443121441	0.999993256694946	1	1.71043297573906
chr18	51028394	51085045	+	ENSG00000141646.14	SMAD4	0.510623197912608	0.999993256694946	13	67.7527134298739
chr14	22630929	22644352	-	ENSG00000255804.2	OR6J1	0.510715934876771	0.999993256694946	1	5.05618536679108
chr22	20495913	20587632	+	ENSG00000099917.17	MED15	0.510723991476544	0.999993256694946	21	69.6008863669244
chr2	197500140	197503449	+	ENSG00000115541.11	HSPE1	0.510740973000176	0.999993256694946	7	29.9353087645703
chr1	22025511	22101360	+	ENSG00000070831.17	CDC42	0.51088257175777	0.999993256694946	7	38.8603794399416
chr2	31867809	32039805	-	ENSG00000162961.14	DPY30	0.51095595582148	0.999993256694946	7	24.992893766116
chr17	35470069	35470628	-	ENSG00000267554.1	AC015911.8	0.510963309318609	0.999993256694946	1	2.90969530455447
chrX	153785766	153794523	-	ENSG00000067829.19	IDH3G	0.511021224195881	0.999993256694946	12	38.7589495344634
chr9	136848724	136851027	+	ENSG00000054148.18	PHPT1	0.511154599010683	0.999993256694946	4	20.1942079182589
chr17	30600796	30615980	+	ENSG00000248121.8	SMURF2P1	0.511161345492382	0.999993256694946	1	5.35206435798596
chr1	75641178	75724049	-	ENSG00000230863.3	AL137803.1	0.51120880540795	0.999993256694946	1	4.77511034682584
chr17	45506741	45551537	-	ENSG00000214425.8	LRRC37A4P	0.511392768618193	0.999993256694946	2	16.1963930619421
chr8	22620418	22669148	-	ENSG00000147439.13	BIN3	0.511397314531811	0.999993256694946	9	29.7411494348604
chr2	23943846	23944351	+	ENSG00000234946.1	SDHCP3	0.511441420757851	0.999993256694946	1	2.57616032840811
chr3	49108046	49120938	-	ENSG00000172046.19	USP19	0.51145384555967	0.999993256694946	8	39.3723082646382
chr5	55530156	55530701	-	ENSG00000250853.1	RNF138P1	0.511658853115211	0.999993256694946	1	7.64230339443719
chr6	75749192	75919537	+	ENSG00000196586.16	MYO6	0.511670978685487	0.999993256694946	3	19.1255276073423
chr5	139475533	139482935	-	ENSG00000184584.13	STING1	0.511719324988528	0.999993256694946	10	27.5785258962664
chr9	14081843	14398983	-	ENSG00000147862.17	NFIB	0.51177907568622	0.999993256694946	13	73.4455165867667
chr17	39461486	39564907	+	ENSG00000167258.14	CDK12	0.511876007535104	0.999993256694946	9	41.569106697002
chrX	154483717	154486615	-	ENSG00000102178.13	UBL4A	0.511945186483618	0.999993256694946	3	10.847783009903
chr19	43166256	43186536	-	ENSG00000204941.14	PSG5	0.511982101847044	0.999993256694946	1	2.26682526042212
chr12	107685799	107713162	+	ENSG00000136045.12	PWP1	0.512090831914826	0.999993256694946	4	15.8917474493493
chr7	101195007	101201038	-	ENSG00000106384.12	MOGAT3	0.512095856903796	0.999993256694946	1	4.30903868208631
chr21	28997613	28998033	-	ENSG00000176054.6	RPL23P2	0.512137831896708	0.999993256694946	1	3.11931381507619
chr19	12429706	12441021	-	ENSG00000180855.16	ZNF443	0.51219869161695	0.999993256694946	2	10.1221851512209
chr7	38273587	38273647	-	ENSG00000211691.2	TRGJP	0.512210433213401	0.999993256694946	1	6.08278965950411
chr6	29941260	29945884	+	ENSG00000206503.13	HLA-A	0.512256364233603	0.999993256694946	6	21.4695227617868
chr7	27162438	27175180	-	ENSG00000078399.19	HOXA9	0.512282717139029	0.999993256694946	5	20.9215489313804
chr8	37858618	37899497	-	ENSG00000156675.16	RAB11FIP1	0.512319238985059	0.999993256694946	4	23.2801263321053
chr1	110451149	110457358	+	ENSG00000143125.6	PROK1	0.51234606480449	0.999993256694946	1	4.90193076731934
chr22	50502949	50507702	-	ENSG00000100258.18	LMF2	0.51247126655558	0.999993256694946	4	17.3311115278588
chr21	44350163	44443081	+	ENSG00000142185.16	TRPM2	0.512527902589786	0.999993256694946	6	16.0787777959006
chr11	66664998	66677887	-	ENSG00000173914.12	RBM4B	0.512567248321323	0.999993256694946	7	24.9133333001941
chr16	22479121	22536521	+	ENSG00000243716.10	NPIPB5	0.512715866711733	0.999993256694946	17	113.967172368083
chr2	19910260	19990131	-	ENSG00000118965.14	WDR35	0.51272497626055	0.999993256694946	6	30.421910187385
chr19	40778242	40808418	+	ENSG00000171570.11	RAB4B-EGLN2	0.512821332282197	0.999993256694946	2	4.76014281294324
chr4	163110073	163166890	-	ENSG00000145414.9	NAF1	0.512871165471979	0.999993256694946	6	28.7014515655385
chr5	150094302	150095048	+	ENSG00000214485.6	RPL7P1	0.5130077820439	0.999993256694946	1	2.75330787293223
chr19	32875925	32971991	-	ENSG00000121289.18	CEP89	0.513064942124676	0.999993256694946	8	34.8891785899682
chr17	50532682	50543750	+	ENSG00000049283.18	EPN3	0.513079024723512	0.999993256694946	13	43.133685154921
chr9	35814451	35865518	+	ENSG00000137103.20	TMEM8B	0.513094307772515	0.999993256694946	9	38.463532451617
chr9	120600811	120714470	-	ENSG00000106780.9	MEGF9	0.513109420866234	0.999993256694946	1	8.06404982427596
chr17	58660424	58692018	-	ENSG00000266826.2	AC011195.3	0.513149925569254	0.999993256694946	1	1.86810427277276
chr5	179806398	179838078	+	ENSG00000161011.20	SQSTM1	0.513187579054009	0.999993256694946	12	52.2081371498917
chr17	42124976	42155044	-	ENSG00000108774.14	RAB5C	0.513221909213406	0.999993256694946	7	27.4155352385054
chr6	131948176	131951372	-	ENSG00000118523.6	CCN2	0.513238254891372	0.999993256694946	1	9.57442612180321
chr1	159826811	159837492	+	ENSG00000158714.11	SLAMF8	0.513420378018019	0.999993256694946	2	7.79248536008214
chrX	54440404	54448032	+	ENSG00000158526.8	TSR2	0.513442091654507	0.999993256694946	1	7.39748566148263
chr20	1368978	1393172	-	ENSG00000088832.17	FKBP1A	0.513513215222745	0.999993256694946	10	40.9642536415295
chr11	34853094	34916379	-	ENSG00000149089.13	APIP	0.513595558713697	0.999993256694946	3	15.5967450573266
chr19	32830509	32869767	-	ENSG00000021488.13	SLC7A9	0.513657202845362	0.999993256694946	1	3.55897381511517
chr9	132261356	132354986	-	ENSG00000107290.14	SETX	0.513731519100635	0.999993256694946	5	28.8459829978982
chr9	34398184	34458570	-	ENSG00000164970.15	FAM219A	0.513733553577653	0.999993256694946	7	22.5416397557601
chr1	158195633	158196131	-	ENSG00000229914.1	AL138899.2	0.513737965763796	0.999993256694946	1	1.19320974117327
chr19	57900296	57916610	-	ENSG00000173480.11	ZNF417	0.513765985790314	0.999993256694946	6	25.4924634589814
chr19	6772708	6857366	+	ENSG00000141968.8	VAV1	0.513882063813933	0.999993256694946	5	15.079957353386
