#	Symbol	Description	Category	Score	PubmedIds
588	LIMK1	LIM Domain Kinase 1	Protein Coding	20.86	12821664 15908432 18424072 (more) 
589	GLIPR1	GLI Pathogenesis Related 1	Protein Coding	20.85	
590	CDKN2A	Cyclin Dependent Kinase Inhibitor 2A	Protein Coding	20.8	
591	TNF	Tumor Necrosis Factor	Protein Coding	20.78	
592	SMAD3	SMAD Family Member 3	Protein Coding	20.76	17908958 16597033 19255064 (more) 
593	PIAS1	Protein Inhibitor Of Activated STAT 1	Protein Coding	20.74	14871982
594	CXCL8	C-X-C Motif Chemokine Ligand 8	Protein Coding	20.74	
595	NRP1	Neuropilin 1	Protein Coding	20.74	19817889 15161648 16322239 (more) 
596	RARS1	Arginyl-TRNA Synthetase 1	Protein Coding	20.7	10068347 15266311 10623701
597	ALCAM	Activated Leukocyte Cell Adhesion Molecule	Protein Coding	20.68	12481253 18279810 15509676 (more) 
598	SSTR1	Somatostatin Receptor 1	Protein Coding	20.67	9253335 12743527
599	MIF	Macrophage Migration Inhibitory Factor	Protein Coding	20.63	11920501 17142775 16328065 (more) 
600	RELB	RELB Proto-Oncogene, NF-KB Subunit	Protein Coding	20.59	16261162 19351823
601	WNT5A	Wnt Family Member 5A	Protein Coding	20.56	20101234
602	PTGS1	Prostaglandin-Endoperoxide Synthase 1	Protein Coding	20.52	11310211 11069387 15546559 (more) 
603	GREB1	Growth Regulating Estrogen Receptor Binding 1	Protein Coding	20.51	
604	NGFR	Nerve Growth Factor Receptor	Protein Coding	20.5	16912916 15517907 17302525 (more) 
605	ANXA3	Annexin A3	Protein Coding	20.48	18222597 19012935 20218320 (more) 
606	NFE2L2	Nuclear Factor, Erythroid 2 Like 2	Protein Coding	20.46	20124447 18372916
607	CYP3A4	Cytochrome P450 Family 3 Subfamily A Member 4	Protein Coding	20.41	15496535 9719084 18163429 (more) 
608	KAT5	Lysine Acetyltransferase 5	Protein Coding	20.33	19938016 18397884 15947099 (more) 
609	ETS1	ETS Proto-Oncogene 1, Transcription Factor	Protein Coding	20.3	15693893
610	CD36	CD36 Molecule	Protein Coding	20.3	17349550 16951179 19111827 (more) 
611	CCL5	C-C Motif Chemokine Ligand 5	Protein Coding	20.3	16161154 19099590
612	TBC1D3	TBC1 Domain Family Member 3	Protein Coding	20.28	
613	NQO1	NAD(P)H Quinone Dehydrogenase 1	Protein Coding	20.27	11279125 1637346 12750552 (more) 
614	MIR124-1	MicroRNA 124-1	RNA Gene	20.25	
615	PRKD3	Protein Kinase D3	Protein Coding	20.24	
616	CXCL1	C-X-C Motif Chemokine Ligand 1	Protein Coding	20.21	10329603 16934957
617	STAT1	Signal Transducer And Activator Of Transcription 1	Protein Coding	20.18	14656722 14871982 16652143
618	SNAI2	Snail Family Transcriptional Repressor 2	Protein Coding	20.16	
619	STAT5A	Signal Transducer And Activator Of Transcription 5A	Protein Coding	20.15	15256446 16115927 20233708 (more) 
620	CTAG2	Cancer/Testis Antigen 2	Protein Coding	20.14	
621	STAT5B	Signal Transducer And Activator Of Transcription 5B	Protein Coding	20.1	12719422 14695191 16862179
622	HSPA1A	Heat Shock Protein Family A (Hsp70) Member 1A	Protein Coding	20.07	20043082 15735699 11471985
623	WNT1	Wnt Family Member 1	Protein Coding	20.06	15316903
624	ELK1	ETS Transcription Factor ELK1	Protein Coding	20.05	18712680 16369914
625	EIF4E	Eukaryotic Translation Initiation Factor 4E	Protein Coding	20.03	19383915 18809972 20049173 (more) 
626	ERCC1	ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit	Protein Coding	20	18332046 11682011 16315315 (more) 
627	CSF2	Colony Stimulating Factor 2	Protein Coding	19.99	
628	CD274	CD274 Molecule	Protein Coding	19.97	
629	DHRS9	Dehydrogenase/Reductase 9	Protein Coding	19.95	18923939 12539226 18320593
630	RAD51	RAD51 Recombinase	Protein Coding	19.94	20002770 10344722
631	DNMT3B	DNA Methyltransferase 3 Beta	Protein Coding	19.93	16012746 18637271 17938735 (more) 
632	SCGB1D1	Secretoglobin Family 1D Member 1	Protein Coding	19.91	
633	TFAP2A	Transcription Factor AP-2 Alpha	Protein Coding	19.89	10765096 11751506 15580298 (more) 
634	CDC6	Cell Division Cycle 6	Protein Coding	19.88	19520769 18541154 19107233 (more) 
635	EPHA2	EPH Receptor A2	Protein Coding	19.88	10544301 19264906 14633601 (more) 
636	APAF1	Apoptotic Peptidase Activating Factor 1	Protein Coding	19.87	12804598 16920735
637	NR1H2	Nuclear Receptor Subfamily 1 Group H Member 2	Protein Coding	19.87	10440698 15663994 15703837 (more) 
638	CPA4	Carboxypeptidase A4	Protein Coding	19.87	
639	ENG	Endoglin	Protein Coding	19.86	19004009 11987155 15175661 (more) 
640	ADAM9	ADAM Metallopeptidase Domain 9	Protein Coding	19.84	17018608 18061337 16230393 (more) 
641	IGFBP7	Insulin Like Growth Factor Binding Protein 7	Protein Coding	19.83	14633696 10344746 10383131 (more) 
642	IRS1	Insulin Receptor Substrate 1	Protein Coding	19.79	18615538 18264722 12019176 (more) 
643	SOX2	SRY-Box Transcription Factor 2	Protein Coding	19.77	
644	MIR301A	MicroRNA 301a	RNA Gene	19.76	
645	STMN1	Stathmin 1	Protein Coding	19.75	7638082 17172428 16373697 (more) 
646	ALB	Albumin	Protein Coding	19.75	
647	XRCC6	X-Ray Repair Cross Complementing 6	Protein Coding	19.73	17545612
648	PGR	Progesterone Receptor	Protein Coding	19.72	
649	ETV4	ETS Variant Transcription Factor 4	Protein Coding	19.69	
650	MSH2	MutS Homolog 2	Protein Coding	19.68	16908935 12684669
651	GPER1	G Protein-Coupled Estrogen Receptor 1	Protein Coding	19.68	
652	PI16	Peptidase Inhibitor 16	Protein Coding	19.67	
653	TNFRSF10C	TNF Receptor Superfamily Member 10c	Protein Coding	19.65	16541419 14999791
654	NOS3	Nitric Oxide Synthase 3	Protein Coding	19.64	18823560 18398039 16458450 (more) 
655	ID4	Inhibitor Of DNA Binding 4, HLH Protein	Protein Coding	19.63	19500415 16106424
656	CDH13	Cadherin 13	Protein Coding	19.63	20067451
657	TTLL12	Tubulin Tyrosine Ligase Like 12	Protein Coding	19.61	
658	JUP	Junction Plakoglobin	Protein Coding	19.61	15781623 17639504 17155983 (more) 
659	SMARCA4	SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4	Protein Coding	19.61	12684665 17075831 18336616
660	CXCR2	C-X-C Motif Chemokine Receptor 2	Protein Coding	19.58	15930347 17533374 16679868
661	SPARC	Secreted Protein Acidic And Cysteine Rich	Protein Coding	19.55	17638862 10485497 16103089 (more) 
662	GHRH	Growth Hormone Releasing Hormone	Protein Coding	19.53	12364462 11920625 11494334 (more) 
663	NAB2	NGFI-A Binding Protein 2	Protein Coding	19.53	11567222 16956712
664	ALOX5	Arachidonate 5-Lipoxygenase	Protein Coding	19.48	14975747 12859962 9199209 (more) 
665	VIPR1	Vasoactive Intestinal Peptide Receptor 1	Protein Coding	19.47	15870945 7562054 18077536
666	IL2	Interleukin 2	Protein Coding	19.47	
667	IL10	Interleukin 10	Protein Coding	19.46	
668	LINC01194	Long Intergenic Non-Protein Coding RNA 1194	RNA Gene	19.45	16457651 17982114 10713685
669	CDC20	Cell Division Cycle 20	Protein Coding	19.44	14710249
670	ARNT	Aryl Hydrocarbon Receptor Nuclear Translocator	Protein Coding	19.42	11394885 14971642 17213816
671	TGFBR1	Transforming Growth Factor Beta Receptor 1	Protein Coding	19.42	18951571 9633523 16887915
672	SCGB1D2	Secretoglobin Family 1D Member 2	Protein Coding	19.41	
673	MSH6	MutS Homolog 6	Protein Coding	19.4	18355840
674	MUC1	Mucin 1, Cell Surface Associated	Protein Coding	19.38	
675	ATF3	Activating Transcription Factor 3	Protein Coding	19.38	18755691 16516039 17178897 (more) 
676	FES	FES Proto-Oncogene, Tyrosine Kinase	Protein Coding	19.37	
677	CISH	Cytokine Inducible SH2 Containing Protein	Protein Coding	19.35	16529812 12765682 15138280 (more) 
678	PRLR	Prolactin Receptor	Protein Coding	19.35	10614630 16989600 20053995
679	CASP6	Caspase 6	Protein Coding	19.34	20437871 16322271
680	TIMELESS	Timeless Circadian Regulator	Protein Coding	19.34	
681	AURKA	Aurora Kinase A	Protein Coding	19.34	
682	CCL2	C-C Motif Chemokine Ligand 2	Protein Coding	19.29	
683	YY1	YY1 Transcription Factor	Protein Coding	19.27	15942652 16784892 17134822 (more) 
684	IRX5	Iroquois Homeobox 5	Protein Coding	19.27	
685	YBX1	Y-Box Binding Protein 1	Protein Coding	19.27	15042610 19930682 19318582
686	CD59	CD59 Molecule (CD59 Blood Group)	Protein Coding	19.27	15389793 9185710 19116988 (more) 
687	IL1B	Interleukin 1 Beta	Protein Coding	19.26	
688	ATF4	Activating Transcription Factor 4	Protein Coding	19.24	
689	POU5F1	POU Class 5 Homeobox 1	Protein Coding	19.22	
690	SSTR2	Somatostatin Receptor 2	Protein Coding	19.19	9253335 12210479 10407215 (more) 
691	MCM2	Minichromosome Maintenance Complex Component 2	Protein Coding	19.18	20332239
692	SFRP1	Secreted Frizzled Related Protein 1	Protein Coding	19.17	19277043 16288033
693	CASP2	Caspase 2	Protein Coding	19.16	16849572 18615564 17110788 (more) 
694	SSTR5	Somatostatin Receptor 5	Protein Coding	19.15	9253335 19423539
695	MIR212	MicroRNA 212	RNA Gene	19.15	
696	SIRT1	Sirtuin 1	Protein Coding	19.1	
	SIRT1::MIR34A 46 	MIR34A Macro RNA (hsa-miR-34a) targets SIRT1			
697	WNT2	Wnt Family Member 2	Protein Coding	19.08	1650622 11476942 14517837 (more) 
698	PKIB	CAMP-Dependent Protein Kinase Inhibitor Beta	Protein Coding	19.07	
699	EPHA3	EPH Receptor A3	Protein Coding	19.01	12589052 18794135 11371939 (more) 
700	BNIP3	BCL2 Interacting Protein 3	Protein Coding	18.99	20332243 20437871 18163427
	BNIP3::MIR145 46 	MIR145 Macro RNA (hsa-miR-145) targets BNIP3			
701	KLF5	Kruppel Like Factor 5	Protein Coding	18.97	12661032 18774944 19460858
702	TBC1D3D	TBC1 Domain Family Member 3D	Protein Coding	18.96	
703	TCF7	Transcription Factor 7	Protein Coding	18.96	
704	NANOG	Nanog Homeobox	Protein Coding	18.95	
705	SPHK1	Sphingosine Kinase 1	Protein Coding	18.95	19956567 16357178 19372554 (more) 
706	AHR	Aryl Hydrocarbon Receptor	Protein Coding	18.94	20140206 11891538 15830838 (more) 
707	CCND3	Cyclin D3	Protein Coding	18.94	18317945 18199714 18084330
708	ITGB3	Integrin Subunit Beta 3	Protein Coding	18.93	18512729 19414838
709	CTCF	CCCTC-Binding Factor	Protein Coding	18.92	
710	ZNF280B	Zinc Finger Protein 280B	Protein Coding	18.91	
711	SELENBP1	Selenium Binding Protein 1	Protein Coding	18.91	
712	GHR	Growth Hormone Receptor	Protein Coding	18.9	10200341 7628369 1754517 (more) 
713	SREBF1	Sterol Regulatory Element Binding Transcription Factor 1	Protein Coding	18.89	18774944 20071336 15026365
714	SYP	Synaptophysin	Protein Coding	18.88	
715	XAGE1B	X Antigen Family Member 1B	Protein Coding	18.86	
716	SLC5A8	Solute Carrier Family 5 Member 8	Protein Coding	18.85	
717	TNFRSF11A	TNF Receptor Superfamily Member 11a	Protein Coding	18.84	16752412 18008334 16005175 (more) 
718	GPX1	Glutathione Peroxidase 1	Protein Coding	18.84	18563616 17548672 12496980 (more) 
719	BTNL2	Butyrophilin Like 2	Protein Coding	18.82	
720	NES	Nestin	Protein Coding	18.82	17909025 20127735
721	BMPR2	Bone Morphogenetic Protein Receptor Type 2	Protein Coding	18.81	17203235 10850425 18922975 (more) 
722	MMP1	Matrix Metallopeptidase 1	Protein Coding	18.81	
723	CYP3A5	Cytochrome P450 Family 3 Subfamily A Member 5	Protein Coding	18.81	15876487 17914095 18566991 (more) 
724	MAPK7	Mitogen-Activated Protein Kinase 7	Protein Coding	18.8	18071319 19855844 17406359
725	MMP13	Matrix Metallopeptidase 13	Protein Coding	18.8	15138554 12664060 15623660 (more) 
726	GJA1	Gap Junction Protein Alpha 1	Protein Coding	18.79	16652385 11792947 17641845 (more) 
727	SOCS3	Suppressor Of Cytokine Signaling 3	Protein Coding	18.78	20335309 19634073 19738059 (more) 
728	CTNNA1	Catenin Alpha 1	Protein Coding	18.78	11272805 14666968 18566211 (more) 
729	XAGE1A	X Antigen Family Member 1A	Protein Coding	18.78	
730	GPR68	G Protein-Coupled Receptor 68	Protein Coding	18.77	
731	INSRR	Insulin Receptor Related Receptor	Protein Coding	18.75	
732	KAT2B	Lysine Acetyltransferase 2B	Protein Coding	18.73	17627840
733	CHD1	Chromodomain Helicase DNA Binding Protein 1	Protein Coding	18.73	
734	DDIT3	DNA Damage Inducible Transcript 3	Protein Coding	18.73	9365549
735	PMS2	PMS1 Homolog 2, Mismatch Repair System Component	Protein Coding	18.73	17044039 12684669
736	PSAP	Prosaposin	Protein Coding	18.73	16080200 17044040 15897971 (more) 
737	SERPINB10	Serpin Family B Member 10	Protein Coding	18.72	
738	KDM1A	Lysine Demethylase 1A	Protein Coding	18.7	
739	PHB	Prohibitin	Protein Coding	18.7	19725029 16733518 16964284 (more) 
740	FHL2	Four And A Half LIM Domains 2	Protein Coding	18.7	15948728 17975004 17145880
741	COX6C	Cytochrome C Oxidase Subunit 6C	Protein Coding	18.69	
742	AKR1C4	Aldo-Keto Reductase Family 1 Member C4	Protein Coding	18.69	9415401 18320593
743	SHH	Sonic Hedgehog Signaling Molecule	Protein Coding	18.68	
744	SQSTM1	Sequestosome 1	Protein Coding	18.66	14613989 15538718 16405664
745	TLR4	Toll Like Receptor 4	Protein Coding	18.66	
746	MIR200C	MicroRNA 200c	RNA Gene	18.66	
747	SOCS1	Suppressor Of Cytokine Signaling 1	Protein Coding	18.65	19342366
748	SST	Somatostatin	Protein Coding	18.65	
749	DUSP1	Dual Specificity Phosphatase 1	Protein Coding	18.64	10544965 9010448 19530895 (more) 
750	CD151	CD151 Molecule (Raph Blood Group)	Protein Coding	18.63	15533898
751	PLG	Plasminogen	Protein Coding	18.61	16678057 11555588 12431818 (more) 
