chr_x	start_x	end_x	chr_y	start_y	end_y	loopID	Benign	Malignant
chr20	52730000	52780000	chr20	53200000	53230000	16678_16681	2	4
chr20	52730000	52780000	chr20	53520000	53600000	16678_16682	1	3
chr20	53520000	53600000	chr20	53750000	53760000	16682_16685	3	1
chr20	53520000	53600000	chr20	53900000	53930000	16682_16687	5	4
chr20	53630000	53660000	chr20	53850000	53870000	16683_16686	1	3
chr20	54090000	54110000	chr20	54190000	54240000	16692_16693	5	9
chr20	54090000	54110000	chr20	54630000	54690000	16692_16695	3	6
chr20	54190000	54240000	chr20	54630000	54690000	16693_16695	5	10
chr20	54630000	54690000	chr20	56150000	56190000	16695_16706	3	7
chr20	54630000	54690000	chr20	56320000	56350000	16695_16708	2	4
chr20	56540000	56580000	chr20	56950000	57020000	16709_16711	5	11
chr20	56540000	56580000	chr20	57050000	57100000	16709_16713	5	6
chr20	57050000	57100000	chr20	57310000	57400000	16713_16715	5	12
chr20	57310000	57400000	chr20	57480000	57530000	16715_16718	5	11
chr20	57310000	57400000	chr20	58170000	58260000	16715_16726	5	6
chr20	57480000	57530000	chr20	57580000	57660000	16718_16719	4	9
chr20	57480000	57530000	chr20	58170000	58260000	16718_16726	5	12
chr20	57580000	57660000	chr20	58070000	58110000	16719_16725	3	6
chr20	57580000	57660000	chr20	58170000	58260000	16719_16726	5	13
chr20	58170000	58260000	chr20	58430000	58460000	16726_16728	2	7
chr20	58830000	58900000	chr20	59020000	59100000	16731_16734	3	4
chr20	58830000	58900000	chr20	59210000	59250000	16731_16735	5	6
chr20	58830000	58900000	chr20	59380000	59500000	16731_16737	8	12
chr20	59020000	59100000	chr20	59210000	59250000	16734_16735	5	11
chr20	59020000	59100000	chr20	59380000	59500000	16734_16737	5	11
chr20	59560000	59590000	chr20	59740000	59760000	16738_16739	1	6
chr2	8510000	8560000	chr2	8670000	8720000	1673_1677	2	4
chr20	61980000	62030000	chr20	62130000	62160000	16755_16757	2	8
chr20	62490000	62510000	chr20	62600000	62620000	16763_16764	2	4
chr20	62490000	62510000	chr20	62780000	62820000	16763_16767	4	3
chr20	62630000	62680000	chr20	62780000	62820000	16765_16767	3	8
chr20	63530000	63560000	chr20	63860000	63870000	16774_16779	1	3
chr20	63530000	63560000	chr20	63960000	63980000	16774_16782	3	6
chr21	14410000	14450000	chr21	15470000	15500000	16784_16790	2	3
chr21	14840000	14880000	chr21	15470000	15500000	16787_16790	4	7
chr1	18890000	18920000	chr1	19080000	19120000	167_168	5	12
chr21	17380000	17400000	chr21	17560000	17600000	16804_16806	2	8
chr21	17660000	17690000	chr21	17900000	17930000	16807_16808	5	11
chr2	8860000	8880000	chr2	9120000	9170000	1680_1681	3	5
chr2	9120000	9170000	chr2	9330000	9370000	1681_1682	4	7
chr21	25600000	25620000	chr21	25700000	25730000	16822_16823	4	5
chr21	25860000	25920000	chr21	26150000	26190000	16826_16828	4	6
chr21	26840000	26870000	chr21	27550000	27580000	16832_16833	2	7
chr21	26840000	26870000	chr21	27690000	27720000	16832_16834	5	11
chr21	26840000	26870000	chr21	28320000	28350000	16832_16840	3	5
chr21	26840000	26870000	chr21	28720000	28760000	16832_16842	2	3
chr2	9800000	9830000	chr2	9950000	9980000	1683_1684	4	3
chr2	9800000	9830000	chr2	10020000	10090000	1683_1685	5	8
chr21	28500000	28520000	chr21	28720000	28760000	16841_16842	1	5
chr21	29080000	29110000	chr21	29340000	29380000	16843_16846	5	6
chr21	29150000	29180000	chr21	29340000	29380000	16845_16846	4	7
chr21	29470000	29490000	chr21	29840000	29870000	16847_16848	4	7
chr21	31070000	31120000	chr21	31570000	31610000	16856_16859	5	7
chr21	31180000	31210000	chr21	31570000	31610000	16857_16859	5	11
chr21	31340000	31360000	chr21	31570000	31610000	16858_16859	1	3
chr2	10020000	10090000	chr2	10410000	10460000	1685_1688	2	3
chr21	31760000	31800000	chr21	32240000	32320000	16860_16863	5	8
chr21	31850000	31890000	chr21	32240000	32320000	16862_16863	4	10
chr21	32240000	32320000	chr21	32570000	32600000	16863_16865	3	3
chr21	32390000	32420000	chr21	32570000	32600000	16864_16865	5	9
chr21	32820000	32850000	chr21	33150000	33220000	16866_16869	4	3
chr21	33150000	33220000	chr21	33350000	33380000	16869_16870	1	4
chr21	33150000	33220000	chr21	33430000	33460000	16869_16871	4	7
chr2	10100000	10160000	chr2	10410000	10460000	1686_1688	5	12
chr2	10100000	10160000	chr2	10650000	10680000	1686_1689	5	11
chr21	33590000	33650000	chr21	33880000	33900000	16872_16873	3	6
chr21	33920000	33940000	chr21	34330000	34360000	16874_16876	2	4
chr21	34720000	34770000	chr21	35380000	35430000	16879_16881	1	6
chr21	34720000	34770000	chr21	35830000	35850000	16879_16883	1	3
chr21	34890000	34910000	chr21	35380000	35430000	16880_16881	5	9
chr21	36140000	36150000	chr21	36310000	36340000	16886_16888	2	4
chr21	36410000	36430000	chr21	36910000	36940000	16889_16895	2	3
chr2	10410000	10460000	chr2	10650000	10680000	1688_1689	3	6
chr21	37670000	37730000	chr21	38120000	38140000	16903_16906	2	3
chr21	37670000	37730000	chr21	38340000	38380000	16903_16908	2	8
chr21	38150000	38230000	chr21	38340000	38380000	16907_16908	8	12
chr21	38490000	38530000	chr21	38700000	38760000	16910_16914	2	4
chr21	38490000	38530000	chr21	39110000	39160000	16910_16919	5	7
chr21	38700000	38760000	chr21	39110000	39160000	16914_16919	5	12
chr21	38790000	38830000	chr21	39110000	39160000	16915_16919	5	6
chr2	10820000	10860000	chr2	11110000	11150000	1691_1692	5	11
chr2	10820000	10860000	chr2	11410000	11460000	1691_1695	3	5
chr21	39510000	39530000	chr21	39710000	39730000	16921_16922	5	10
chr21	39770000	39800000	chr21	40100000	40170000	16923_16927	4	6
chr21	39850000	39880000	chr21	40100000	40170000	16925_16927	5	4
chr21	40100000	40170000	chr21	40380000	40410000	16927_16928	4	6
chr21	40100000	40170000	chr21	41050000	41090000	16927_16937	5	7
chr2	11110000	11150000	chr2	11410000	11460000	1692_1695	3	6
chr21	40450000	40490000	chr21	40820000	40860000	16930_16934	2	5
chr21	40450000	40490000	chr21	41050000	41090000	16930_16937	4	3
chr21	41270000	41300000	chr21	41440000	41470000	16939_16940	5	6
chr21	41600000	41630000	chr21	41760000	41840000	16942_16944	5	9
chr21	41600000	41630000	chr21	42100000	42130000	16942_16948	1	4
chr21	41760000	41840000	chr21	42100000	42130000	16944_16948	5	6
chr21	42140000	42160000	chr21	42430000	42460000	16949_16954	5	9
chr2	11220000	11250000	chr2	11410000	11460000	1694_1695	5	9
chr21	42580000	42610000	chr21	42800000	42840000	16956_16958	5	5
chr21	43790000	43820000	chr21	43940000	43980000	16965_16966	5	10
chr21	44500000	44530000	chr21	44750000	44800000	16968_16970	2	7
chr2	11470000	11490000	chr2	11570000	11610000	1696_1697	5	12
chr21	44940000	44970000	chr21	45120000	45150000	16972_16973	5	10
chr21	45270000	45310000	chr21	45430000	45460000	16974_16975	4	7
chr21	45550000	45590000	chr21	45810000	45830000	16977_16978	2	9
chr21	45960000	45990000	chr21	46110000	46150000	16980_16981	2	4
chr22	17070000	17100000	chr22	17490000	17520000	16984_16987	5	11
chr22	17170000	17230000	chr22	17490000	17520000	16985_16987	5	11
chr2	11680000	11710000	chr2	11780000	11790000	1698_1699	2	5
chr22	17820000	17850000	chr22	18000000	18040000	16992_16994	1	3
chr22	17820000	17850000	chr22	18050000	18100000	16992_16995	5	8
chr22	19140000	19210000	chr22	19440000	19500000	16999_17001	2	5
chr22	19140000	19210000	chr22	19610000	19640000	16999_17002	1	5
chr1	19240000	19290000	chr1	19630000	19690000	169_174	2	4
chr22	19440000	19500000	chr22	19610000	19640000	17001_17002	3	10
chr22	19710000	19760000	chr22	19900000	19930000	17004_17006	5	11
chr2	11810000	11870000	chr2	12700000	12750000	1700_1704	5	10
chr2	11810000	11870000	chr2	12910000	12940000	1700_1705	4	4
chr2	11810000	11870000	chr2	12960000	13020000	1700_1706	7	12
chr22	21700000	21740000	chr22	21920000	21950000	17011_17013	4	5
chr22	22830000	22860000	chr22	23100000	23140000	17019_17023	2	3
chr22	22950000	22970000	chr22	23100000	23140000	17022_17023	4	11
chr22	23160000	23180000	chr22	23270000	23290000	17024_17025	1	5
chr22	23160000	23180000	chr22	23380000	23410000	17024_17026	1	3
chr22	23380000	23410000	chr22	23520000	23580000	17026_17027	4	8
chr22	24310000	24340000	chr22	24510000	24540000	17031_17033	5	8
chr22	24930000	24960000	chr22	25040000	25060000	17034_17035	5	12
chr22	25440000	25470000	chr22	25690000	25720000	17041_17043	4	8
chr22	25440000	25470000	chr22	25750000	25810000	17041_17045	5	12
chr22	25750000	25810000	chr22	26320000	26350000	17045_17047	2	9
chr22	26380000	26410000	chr22	26630000	26660000	17049_17052	4	4
chr22	26490000	26520000	chr22	26630000	26660000	17051_17052	3	4
chr22	26740000	26790000	chr22	27380000	27420000	17055_17058	2	3
chr22	26740000	26790000	chr22	27780000	27840000	17055_17067	5	11
chr22	26740000	26790000	chr22	27980000	28080000	17055_17070	2	6
chr22	27380000	27420000	chr22	27780000	27840000	17058_17067	5	9
chr22	27870000	27900000	chr22	27980000	28080000	17068_17070	5	11
chr22	27980000	28080000	chr22	28570000	28620000	17070_17075	5	11
chr22	27980000	28080000	chr22	28820000	28880000	17070_17079	4	7
chr22	27980000	28080000	chr22	29030000	29060000	17070_17081	1	3
chr22	28570000	28620000	chr22	28820000	28880000	17075_17079	5	7
chr22	28820000	28880000	chr22	29030000	29060000	17079_17081	5	12
chr22	29610000	29650000	chr22	30040000	30120000	17087_17095	5	10
chr22	29670000	29700000	chr22	30040000	30120000	17088_17095	2	3
chr22	29720000	29750000	chr22	30040000	30120000	17089_17095	1	3
chr22	30040000	30120000	chr22	30230000	30280000	17095_17096	5	11
chr22	30040000	30120000	chr22	30370000	30400000	17095_17097	5	6
chr22	30230000	30280000	chr22	30370000	30400000	17096_17097	5	7
chr1	19330000	19400000	chr1	19630000	19690000	170_174	6	15
chr22	30620000	30650000	chr22	30890000	30970000	17100_17103	4	6
chr22	30750000	30770000	chr22	30890000	30970000	17101_17103	3	7
chr22	30890000	30970000	chr22	31080000	31160000	17103_17104	6	14
chr22	31650000	31680000	chr22	31950000	32000000	17111_17113	1	8
chr22	31950000	32000000	chr22	32070000	32100000	17113_17114	1	7
chr22	32500000	32540000	chr22	32640000	32670000	17116_17117	3	2
chr22	32500000	32540000	chr22	32780000	32840000	17116_17118	4	10
chr22	32500000	32540000	chr22	32970000	33020000	17116_17121	4	10
chr22	32640000	32670000	chr22	32780000	32840000	17117_17118	4	10
chr22	32640000	32670000	chr22	32970000	33020000	17117_17121	5	10
chr22	32780000	32840000	chr22	32970000	33020000	17118_17121	5	9
chr22	33280000	33320000	chr22	33560000	33590000	17125_17127	4	10
chr22	33280000	33320000	chr22	33900000	33960000	17125_17128	4	2
chr22	33280000	33320000	chr22	34090000	34120000	17125_17129	3	2
chr22	33900000	33960000	chr22	34090000	34120000	17128_17129	3	10
chr22	34400000	34430000	chr22	35010000	35050000	17130_17135	3	10
chr22	34400000	34430000	chr22	35130000	35170000	17130_17136	3	6
chr22	35330000	35370000	chr22	36090000	36140000	17138_17149	3	5
chr22	35410000	35440000	chr22	35570000	35650000	17140_17143	5	12
chr22	35410000	35440000	chr22	36090000	36140000	17140_17149	2	5
chr22	35570000	35650000	chr22	35900000	35940000	17143_17146	5	8
chr22	35570000	35650000	chr22	36090000	36140000	17143_17149	6	9
chr22	35730000	35760000	chr22	36090000	36140000	17144_17149	4	1
chr2	15630000	15670000	chr2	16480000	16520000	1714_1721	4	9
chr22	36290000	36320000	chr22	36460000	36500000	17153_17155	5	12
chr22	36530000	36590000	chr22	36970000	37000000	17156_17161	1	4
chr22	36760000	36790000	chr22	36970000	37000000	17159_17161	2	4
chr22	37280000	37330000	chr22	37440000	37480000	17165_17166	2	10
chr22	38040000	38110000	chr22	38300000	38340000	17174_17176	3	4
chr22	38040000	38110000	chr22	38560000	38620000	17174_17178	4	5
chr22	38860000	38880000	chr22	39110000	39140000	17179_17181	3	6
chr22	39150000	39180000	chr22	39300000	39320000	17182_17183	5	12
chr22	39510000	39570000	chr22	40010000	40060000	17186_17190	5	12
chr22	39510000	39570000	chr22	40330000	40360000	17186_17195	5	9
chr22	39620000	39640000	chr22	40010000	40060000	17187_17190	1	5
chr2	15920000	15950000	chr2	16260000	16300000	1718_1720	3	5
chr2	15920000	15950000	chr2	16480000	16520000	1718_1721	4	8
chr22	40010000	40060000	chr22	40330000	40360000	17190_17195	5	6
chr22	40420000	40450000	chr22	40630000	40660000	17196_17198	5	10
chr22	40510000	40530000	chr22	40630000	40660000	17197_17198	1	3
chr22	40910000	40950000	chr22	41080000	41120000	17203_17204	3	5
chr22	41390000	41410000	chr22	41510000	41530000	17208_17209	5	7
chr22	41700000	41730000	chr22	41930000	41950000	17212_17213	3	2
chr22	41960000	41980000	chr22	42420000	42460000	17214_17217	2	6
chr22	42080000	42120000	chr22	42420000	42460000	17215_17217	4	3
chr22	42150000	42170000	chr22	42420000	42460000	17216_17217	4	10
chr22	42630000	42660000	chr22	43020000	43090000	17218_17223	1	3
chr22	42870000	42890000	chr22	43020000	43090000	17222_17223	5	10
chr22	43240000	43270000	chr22	43350000	43410000	17225_17226	4	8
chr22	43350000	43410000	chr22	43800000	43840000	17226_17228	3	6
chr22	43970000	44010000	chr22	44600000	44640000	17230_17234	4	10
chr22	44070000	44110000	chr22	44600000	44640000	17232_17234	5	11
chr22	44810000	44830000	chr22	45070000	45110000	17235_17237	2	3
chr22	45250000	45290000	chr22	45420000	45450000	17238_17239	5	11
chr22	45250000	45290000	chr22	45540000	45560000	17238_17241	2	7
chr22	45420000	45450000	chr22	45540000	45560000	17239_17241	1	3
chr2	16610000	16630000	chr2	16740000	16800000	1723_1724	3	3
chr22	45570000	45600000	chr22	45960000	46020000	17242_17246	3	9
chr22	45610000	45660000	chr22	45850000	45880000	17243_17245	2	5
chr22	45610000	45660000	chr22	45960000	46020000	17243_17246	5	9
chr22	45850000	45880000	chr22	45960000	46020000	17245_17246	2	6
chr22	45960000	46020000	chr22	46100000	46140000	17246_17247	5	11
chr22	45960000	46020000	chr22	46290000	46330000	17246_17249	5	11
chr22	46100000	46140000	chr22	46290000	46330000	17247_17249	5	11
chr2	16740000	16800000	chr2	17290000	17310000	1724_1727	4	7
chr2	16740000	16800000	chr2	17640000	17680000	1724_1729	2	4
chr22	46360000	46380000	chr22	46530000	46550000	17250_17251	5	11
chr22	46820000	46850000	chr22	48480000	48520000	17258_17271	1	3
chr22	47200000	47240000	chr22	47570000	47600000	17260_17264	1	3
chr22	47620000	47640000	chr22	48480000	48520000	17265_17271	1	3
chr22	48560000	48600000	chr22	49280000	49320000	17272_17279	1	5
chr22	49770000	49790000	chr22	49900000	49950000	17285_17286	2	4
chr22	49900000	49950000	chr22	50020000	50040000	17286_17287	3	5
chr22	50230000	50270000	chr22	50600000	50620000	17289_17292	1	3
chrX	1450000	1470000	chrX	1570000	1600000	17293_17294	1	5
chrX	1630000	1680000	chrX	2580000	2610000	17295_17299	5	12
chrX	2640000	2660000	chrX	2800000	2820000	17300_17301	1	3
chrX	8820000	8830000	chrX	9700000	9710000	17308_17312	1	3
chrX	9990000	10010000	chrX	10100000	10130000	17314_17315	5	9
chrX	10180000	10220000	chrX	10600000	10640000	17316_17317	3	4
chrX	10180000	10220000	chrX	10710000	10740000	17316_17318	2	4
chrX	10180000	10220000	chrX	11090000	11170000	17316_17319	3	5
chrX	11090000	11170000	chrX	11510000	11550000	17319_17325	2	6
chr2	17820000	17870000	chr2	18140000	18170000	1731_1732	5	11
chr2	17820000	17870000	chr2	18360000	18380000	1731_1734	3	9
chrX	11510000	11550000	chrX	11740000	11770000	17325_17327	3	4
chrX	12940000	12990000	chrX	13470000	13520000	17330_17337	3	9
chrX	13470000	13520000	chrX	13630000	13670000	17337_17338	3	3
chrX	15340000	15360000	chrX	15460000	15490000	17346_17347	1	4
chrX	16850000	16890000	chrX	17040000	17070000	17355_17357	3	6
chrX	17230000	17250000	chrX	17580000	17600000	17358_17359	2	3
chrX	17230000	17250000	chrX	17670000	17700000	17358_17360	3	3
chr2	18400000	18420000	chr2	19840000	19880000	1735_1746	1	4
chrX	18370000	18430000	chrX	18870000	18920000	17365_17369	5	10
chrX	18370000	18430000	chrX	19320000	19350000	17365_17373	4	5
chrX	19870000	19910000	chrX	20060000	20070000	17378_17379	1	3
chr2	18510000	18540000	chr2	18730000	18770000	1737_1738	1	3
chr2	18510000	18540000	chr2	19330000	19390000	1737_1744	5	5
chr2	18510000	18540000	chr2	19840000	19880000	1737_1746	4	8
chrX	23770000	23800000	chrX	23890000	23920000	17385_17386	1	3
chr2	18730000	18770000	chr2	19330000	19390000	1738_1744	5	8
chr2	18730000	18770000	chr2	19840000	19880000	1738_1746	4	4
chrX	31030000	31050000	chrX	31650000	31670000	17398_17400	1	3
chr1	19470000	19500000	chr1	19630000	19690000	173_174	2	3
chrX	37920000	37940000	chrX	38160000	38180000	17401_17402	2	3
chrX	43560000	43580000	chrX	43730000	43760000	17418_17420	3	4
chr2	18970000	19000000	chr2	19330000	19390000	1741_1744	3	3
chrX	44870000	44900000	chrX	45050000	45070000	17423_17424	3	4
chrX	47190000	47210000	chrX	47500000	47530000	17433_17435	3	5
chr2	19330000	19390000	chr2	19840000	19880000	1744_1746	3	8
chrX	68190000	68210000	chrX	68470000	68480000	17453_17454	4	1
chrX	71380000	71410000	chrX	71560000	71580000	17473_17474	1	3
chrX	71990000	72020000	chrX	72120000	72140000	17475_17476	2	4
chr2	19950000	19970000	chr2	20090000	20130000	1747_1748	2	3
chr2	20090000	20130000	chr2	20220000	20230000	1748_1749	1	5
chr2	20420000	20450000	chr2	20620000	20650000	1751_1752	5	12
chrX	109710000	109720000	chrX	109850000	109880000	17528_17529	2	4
chrX	110150000	110180000	chrX	110400000	110420000	17532_17534	4	9
chrX	110440000	110460000	chrX	110830000	110860000	17535_17536	3	8
chrX	115320000	115350000	chrX	115640000	115660000	17539_17540	4	6
chr2	20660000	20690000	chr2	20930000	20970000	1753_1756	5	10
chrX	118620000	118640000	chrX	118790000	118820000	17544_17545	3	7
chrX	118830000	118860000	chrX	119060000	119080000	17546_17550	2	4
chr2	20770000	20800000	chr2	20930000	20970000	1754_1756	1	5
chrX	129910000	129930000	chrX	130040000	130060000	17561_17562	3	1
chrX	132270000	132300000	chrX	132590000	132630000	17574_17575	4	4
chrX	133320000	133350000	chrX	133650000	133680000	17577_17578	2	3
chrX	150760000	150790000	chrX	151070000	151090000	17589_17590	4	6
chrX	151730000	151760000	chrX	152620000	152640000	17593_17594	4	3
chrX	153760000	153780000	chrX	153930000	153950000	17597_17598	3	2
chr2	22340000	22360000	chr2	23340000	23370000	1760_1761	2	7
chr2	24220000	24250000	chr2	24370000	24390000	1766_1767	4	3
chr2	24400000	24420000	chr2	24730000	24780000	1768_1770	1	3
chr2	24400000	24420000	chr2	24800000	24850000	1768_1771	5	9
chr2	24970000	24990000	chr2	25120000	25150000	1774_1775	4	9
chr2	25940000	25980000	chr2	26140000	26170000	1779_1780	5	12
chr2	26590000	26610000	chr2	26730000	26750000	1784_1785	5	12
chr2	26830000	26850000	chr2	26930000	26960000	1787_1788	5	7
chr1	19900000	19960000	chr1	20150000	20170000	178_180	5	6
chr1	19900000	19960000	chr1	20470000	20500000	178_183	4	9
chr2	27090000	27110000	chr2	27270000	27300000	1790_1791	4	8
chr2	27690000	27750000	chr2	28380000	28460000	1795_1799	6	11
chr2	28550000	28610000	chr2	28750000	28770000	1800_1802	4	12
chr2	28950000	28980000	chr2	29180000	29250000	1804_1805	5	7
chr2	29180000	29250000	chr2	29820000	29850000	1805_1808	1	3
chr2	30170000	30230000	chr2	30680000	30740000	1813_1820	5	12
chr2	30170000	30230000	chr2	31150000	31190000	1813_1822	4	5
chr1	20190000	20230000	chr1	20470000	20500000	181_183	5	10
chr2	30680000	30740000	chr2	31150000	31190000	1820_1822	5	11
chr2	30680000	30740000	chr2	31320000	31350000	1820_1824	4	9
chr2	33020000	33050000	chr2	33350000	33390000	1828_1829	1	3
chr2	34080000	34120000	chr2	34550000	34580000	1835_1836	2	6
chr2	36330000	36370000	chr2	36490000	36520000	1840_1841	4	6
chr2	36330000	36370000	chr2	36640000	36670000	1840_1843	4	9
chr2	37390000	37420000	chr2	37830000	37890000	1844_1848	5	14
chr1	20510000	20530000	chr1	20620000	20650000	184_185	4	7
chr2	37970000	37990000	chr2	38250000	38290000	1850_1853	4	7
chr2	38300000	38330000	chr2	38720000	38740000	1854_1858	1	3
chr2	38560000	38600000	chr2	38720000	38740000	1857_1858	5	8
chr2	38950000	38960000	chr2	39210000	39240000	1859_1862	3	1
chr2	39050000	39070000	chr2	39210000	39240000	1861_1862	4	7
chr2	39890000	39940000	chr2	40550000	40570000	1866_1869	2	4
chr2	39890000	39940000	chr2	41760000	41800000	1866_1877	4	5
chr1	20680000	20720000	chr1	21170000	21210000	186_192	5	11
chr2	41850000	41870000	chr2	42070000	42120000	1878_1879	5	12
chr2	41850000	41870000	chr2	42310000	42360000	1878_1882	5	6
chr2	42070000	42120000	chr2	42310000	42360000	1879_1882	4	9
chr1	20760000	20800000	chr1	21170000	21210000	187_192	3	1
chr2	42500000	42530000	chr2	42650000	42670000	1883_1884	1	6
chr2	42820000	42860000	chr2	43220000	43290000	1885_1889	5	9
chr2	42820000	42860000	chr2	43460000	43530000	1885_1892	3	5
chr2	42820000	42860000	chr2	43570000	43600000	1885_1894	1	4
chr2	42940000	42990000	chr2	43220000	43290000	1886_1889	3	7
chr2	42940000	42990000	chr2	43460000	43530000	1886_1892	4	5
chr2	43220000	43290000	chr2	43460000	43530000	1889_1892	3	6
chr2	44030000	44070000	chr2	44930000	45000000	1895_1901	5	3
chr2	44380000	44400000	chr2	44930000	45000000	1898_1901	5	5
chr2	44470000	44500000	chr2	44930000	45000000	1899_1901	5	10
chr1	3000000	3060000	chr1	3260000	3300000	18_20	4	4
chr1	3000000	3060000	chr1	3400000	3430000	18_21	4	11
chr2	44930000	45000000	chr2	45480000	45520000	1901_1902	5	12
chr2	45630000	45670000	chr2	45760000	45800000	1904_1905	2	5
chr2	45630000	45670000	chr2	45910000	45950000	1904_1906	5	11
chr2	45970000	46030000	chr2	46350000	46380000	1907_1911	3	3
chr2	45970000	46030000	chr2	46450000	46490000	1907_1912	5	11
chr2	45970000	46030000	chr2	46870000	46930000	1907_1917	1	6
chr2	46050000	46090000	chr2	46280000	46300000	1908_1909	1	3
chr2	46450000	46490000	chr2	46870000	46930000	1912_1917	2	7
chr2	46620000	46670000	chr2	46870000	46930000	1915_1917	5	10
chr2	46960000	47000000	chr2	47270000	47320000	1918_1920	4	8
chr1	20970000	21010000	chr1	21170000	21210000	191_192	5	7
chr2	47420000	47450000	chr2	47760000	47810000	1921_1923	5	10
chr2	47420000	47450000	chr2	48400000	48450000	1921_1930	1	3
chr2	47760000	47810000	chr2	48400000	48450000	1923_1930	3	1
chr2	47890000	47910000	chr2	48400000	48450000	1926_1930	3	2
chr2	48090000	48140000	chr2	48290000	48330000	1928_1929	4	3
chr2	48090000	48140000	chr2	48400000	48450000	1928_1930	5	11
chr2	49250000	49270000	chr2	49470000	49500000	1935_1936	1	3
chr2	49680000	49700000	chr2	50140000	50170000	1939_1942	1	3
chr1	21230000	21270000	chr1	21340000	21380000	193_194	5	12
chr1	21340000	21380000	chr1	21560000	21580000	194_196	1	3
chr2	54100000	54140000	chr2	54490000	54540000	1954_1958	3	4
chr2	54100000	54140000	chr2	54680000	54740000	1954_1960	4	5
chr2	54490000	54540000	chr2	54630000	54660000	1958_1959	2	3
chr2	54490000	54540000	chr2	54680000	54740000	1958_1960	2	5
chr2	54880000	54910000	chr2	55160000	55200000	1962_1964	4	6
chr2	55020000	55060000	chr2	55160000	55200000	1963_1964	3	6
chr2	55700000	55750000	chr2	56000000	56020000	1965_1968	1	3
chr2	55700000	55750000	chr2	56110000	56140000	1965_1969	3	5
chr2	55760000	55780000	chr2	55940000	55980000	1966_1967	2	5
chr2	56160000	56200000	chr2	56730000	56760000	1970_1972	5	5
chr2	56160000	56200000	chr2	57500000	57530000	1970_1973	2	7
chr2	59280000	59320000	chr2	60530000	60590000	1985_1994	5	7
chr2	60700000	60720000	chr2	60980000	61010000	1995_1998	4	8
chr2	60780000	60810000	chr2	60980000	61010000	1997_1998	3	5
chr2	61910000	61930000	chr2	62400000	62430000	2007_2012	5	11
chr2	61990000	62020000	chr2	62400000	62430000	2008_2012	5	9
chr2	62450000	62470000	chr2	62760000	62780000	2013_2015	5	10
chr2	63690000	63710000	chr2	63840000	63890000	2020_2021	5	6
chr2	64040000	64070000	chr2	64300000	64350000	2023_2025	5	10
chr2	64040000	64070000	chr2	64470000	64520000	2023_2027	5	5
chr2	64300000	64350000	chr2	64470000	64520000	2025_2027	3	5
chr2	64300000	64350000	chr2	64550000	64630000	2025_2028	1	3
chr2	64300000	64350000	chr2	64850000	64890000	2025_2030	2	5
chr2	64470000	64520000	chr2	64850000	64890000	2027_2030	4	2
chr2	64550000	64630000	chr2	64850000	64890000	2028_2030	5	10
chr1	22100000	22160000	chr1	22400000	22430000	202_205	5	7
chr1	22100000	22160000	chr1	22620000	22660000	202_207	2	9
chr2	64900000	64930000	chr2	65010000	65050000	2031_2032	5	9
chr2	65060000	65080000	chr2	65160000	65200000	2033_2034	2	6
chr2	65060000	65080000	chr2	65550000	65580000	2033_2038	1	4
chr2	65260000	65280000	chr2	65550000	65580000	2035_2038	5	11
chr2	66420000	66470000	chr2	66560000	66600000	2045_2046	5	11
chr2	66420000	66470000	chr2	67790000	67860000	2045_2057	4	6
chr2	66560000	66600000	chr2	67790000	67860000	2046_2057	2	3
chr1	22400000	22430000	chr1	22620000	22660000	205_207	5	12
chr2	68110000	68160000	chr2	68260000	68300000	2060_2061	5	7
chr2	68730000	68750000	chr2	68900000	68920000	2064_2065	5	11
chr2	69010000	69040000	chr2	69290000	69320000	2067_2068	5	9
chr2	69550000	69570000	chr2	69700000	69740000	2074_2075	3	5
chr2	69700000	69740000	chr2	69810000	69830000	2075_2076	2	7
chr2	69900000	69930000	chr2	70050000	70080000	2078_2079	5	8
chr2	69900000	69930000	chr2	70130000	70160000	2078_2080	5	8
chr2	70290000	70340000	chr2	70620000	70640000	2082_2083	5	11
chr1	22670000	22710000	chr1	22870000	22950000	208_209	6	12
chr2	71280000	71310000	chr2	71490000	71520000	2090_2091	5	10
chr2	71530000	71570000	chr2	71890000	71950000	2092_2095	3	1
chr2	71530000	71570000	chr2	72130000	72170000	2092_2097	5	9
chr2	71530000	71570000	chr2	72560000	72600000	2092_2099	2	3
chr2	71530000	71570000	chr2	72730000	72780000	2092_2100	2	4
chr2	71890000	71950000	chr2	72130000	72170000	2095_2097	4	6
chr2	71890000	71950000	chr2	72730000	72780000	2095_2100	3	4
chr2	72130000	72170000	chr2	72560000	72600000	2097_2099	2	3
chr2	72730000	72780000	chr2	72850000	72910000	2100_2101	4	8
chr2	72850000	72910000	chr2	73160000	73190000	2101_2104	1	5
chr2	72970000	73010000	chr2	73160000	73190000	2102_2104	5	8
chr2	73070000	73090000	chr2	73160000	73190000	2103_2104	3	1
chr1	22970000	22990000	chr1	23170000	23210000	210_212	1	5
chr2	74480000	74500000	chr2	74580000	74600000	2110_2111	2	4
chr2	74690000	74710000	chr2	74860000	74890000	2112_2114	5	12
chr2	74900000	74940000	chr2	75390000	75440000	2115_2122	4	9
chr2	75040000	75060000	chr2	75390000	75440000	2116_2122	3	3
chr1	23090000	23100000	chr1	23170000	23210000	211_212	4	6
chr2	75460000	75470000	chr2	75600000	75620000	2123_2124	3	10
