loop_chr_x	loop_start_x	loop_end_x	loop_chr_y	loop_start_y	loop_end_y	loop_anchor_ID_x	loop_anchor_ID_y	loop_loopID	loop_Loop_Type	peak_chr	peak_start	peak_end	peak_Conc_T2E	peak_Conc_NonT2E	peak_Fold	peak_p.value	peak_FDR
chr3	141300000	141370000	chr3	141550000	141600000	3953	3955	3953_3955	shared	chr3	141332263	141332764	4.3	3.18	1.12	0.0951	0.241
chr14	100370000	100450000	chr14	100620000	100690000	13706	13708	13706_13708	shared	chr14	100384083	100384584	4.63	5.17	-0.54	0.0951	0.241
chr14	100370000	100450000	chr14	101610000	101660000	13706	13717	13706_13717	shared	chr14	100384083	100384584	4.63	5.17	-0.54	0.0951	0.241
chr15	32650000	32680000	chr15	32930000	32960000	13781	13783	13781_13783	shared	chr15	32656557	32657058	4.99	4.39	0.6	0.0952	0.241
chr15	32650000	32680000	chr15	32970000	33010000	13781	13784	13781_13784	shared	chr15	32656557	32657058	4.99	4.39	0.6	0.0952	0.241
chr15	32650000	32680000	chr15	32820000	32850000	13781	13782	13781_13782	T2E-specific	chr15	32656557	32657058	4.99	4.39	0.6	0.0952	0.241
chr11	61880000	61920000	chr11	62070000	62120000	11294	11295	11294_11295	shared	chr11	61888353	61888854	4.84	4.15	0.69	0.0952	0.241
chr8	141160000	141200000	chr8	141320000	141360000	9150	9152	9150_9152	shared	chr8	141164325	141164826	5.36	4.8	0.56	0.0952	0.242
chr12	124490000	124520000	chr12	124740000	124800000	12696	12700	12696_12700	shared	chr12	124492810	124493311	5.5	4.94	0.56	0.0953	0.242
chr4	109390000	109440000	chr4	109810000	109830000	4811	4812	4811_4812	shared	chr4	109413001	109413502	4.16	4.79	-0.63	0.0954	0.242
chr17	50830000	50870000	chr17	50950000	50970000	15196	15197	15196_15197	shared	chr17	50861005	50861506	5.12	5.63	-0.51	0.0954	0.242
chr19	33210000	33260000	chr19	33390000	33410000	16091	16093	16091_16093	shared	chr19	33226509	33227010	6.1	5.54	0.56	0.0957	0.242
chr19	33210000	33260000	chr19	33740000	33800000	16091	16098	16091_16098	shared	chr19	33226509	33227010	6.1	5.54	0.56	0.0957	0.242
chr19	33210000	33260000	chr19	34070000	34140000	16091	16100	16091_16100	shared	chr19	33226509	33227010	6.1	5.54	0.56	0.0957	0.242
chr17	29760000	29840000	chr17	29910000	29940000	15008	15010	15008_15010	shared	chr17	29806144	29806645	4.01	4.69	-0.68	0.0957	0.242
chr17	29760000	29840000	chr17	30000000	30040000	15008	15013	15008_15013	shared	chr17	29806144	29806645	4.01	4.69	-0.68	0.0957	0.242
chr5	149430000	149450000	chr5	149550000	149580000	5956	5957	5956_5957	shared	chr5	149431154	149431655	5.57	5.09	0.48	0.0957	0.242
chr1	27270000	27320000	chr1	27370000	27420000	247	248	247_248	shared	chr1	27299906	27300407	5.78	5.27	0.5	0.0957	0.242
chr19	50350000	50380000	chr19	50760000	50800000	16208	16213	16208_16213	shared	chr19	50376408	50376909	7.7	7.41	0.29	0.0958	0.242
chr10	7660000	7700000	chr10	9290000	9320000	9959	9977	9959_9977	shared	chr10	7667744	7668245	4.67	4	0.66	0.0959	0.243
chr7	131050000	131110000	chr7	131300000	131320000	8185	8186	8185_8186	shared	chr7	131072339	131072840	5.24	5.66	-0.42	0.096	0.243
chr7	131050000	131110000	chr7	131410000	131430000	8185	8187	8185_8187	shared	chr7	131072339	131072840	5.24	5.66	-0.42	0.096	0.243
chr3	138680000	138710000	chr3	138900000	138960000	3931	3933	3931_3933	shared	chr3	138688011	138688512	3.4	4.26	-0.86	0.096	0.243
chr5	142990000	143030000	chr5	143810000	143840000	5906	5914	5906_5914	shared	chr5	143009711	143010212	4.39	3.64	0.75	0.0962	0.243
chr5	142990000	143030000	chr5	144130000	144170000	5906	5915	5906_5915	shared	chr5	143009711	143010212	4.39	3.64	0.75	0.0962	0.243
chr3	4340000	4370000	chr3	4610000	4650000	3097	3099	3097_3099	shared	chr3	4355495	4355996	5.65	5.23	0.42	0.0962	0.243
chr9	121680000	121710000	chr9	121980000	122010000	9751	9752	9751_9752	shared	chr9	121698651	121699152	6.35	5.81	0.54	0.0963	0.243
chr5	59150000	59220000	chr5	59360000	59410000	5403	5404	5403_5404	shared	chr5	59209005	59209506	4.26	4.85	-0.59	0.0964	0.243
chr10	30720000	30780000	chr10	31480000	31500000	10147	10154	10147_10154	shared	chr10	30755548	30756049	4.42	3.66	0.76	0.0964	0.243
chr10	30720000	30780000	chr10	31780000	31810000	10147	10156	10147_10156	shared	chr10	30755548	30756049	4.42	3.66	0.76	0.0964	0.243
chr15	71400000	71470000	chr15	71720000	71740000	14053	14056	14053_14056	shared	chr15	71411644	71412145	6.74	6.39	0.35	0.0964	0.243
chr2	86220000	86240000	chr2	86360000	86390000	2191	2193	2191_2193	shared	chr2	86225634	86226135	4.69	4.1	0.59	0.0966	0.244
chr5	57290000	57310000	chr5	57760000	57790000	5387	5393	5387_5393	shared	chr5	57298544	57299045	4.53	5.06	-0.54	0.0967	0.244
chr5	57290000	57310000	chr5	58440000	58480000	5387	5397	5387_5397	shared	chr5	57298544	57299045	4.53	5.06	-0.54	0.0967	0.244
chr11	68020000	68060000	chr11	68190000	68210000	11349	11350	11349_11350	shared	chr11	68030709	68031210	7.84	7.53	0.31	0.0968	0.244
chr8	133190000	133240000	chr8	133430000	133470000	9107	9109	9107_9109	shared	chr8	133237405	133237906	5.79	5.32	0.47	0.097	0.244
chr16	47020000	47050000	chr16	48130000	48180000	14530	14536	14530_14536	shared	chr16	47037615	47038116	7.47	7.12	0.35	0.0971	0.245
chr17	74360000	74380000	chr17	74460000	74490000	15388	15389	15388_15389	shared	chr17	74368485	74368986	5	4.42	0.58	0.0971	0.245
chr8	133480000	133510000	chr8	134660000	134710000	9110	9118	9110_9118	shared	chr8	133504068	133504569	5.47	4.9	0.57	0.0971	0.245
chr3	195090000	195140000	chr3	195240000	195270000	4298	4299	4298_4299	shared	chr3	195096798	195097299	6.9	6.49	0.41	0.0972	0.245
chr3	50350000	50390000	chr3	50530000	50570000	3413	3416	3413_3416	shared	chr3	50359037	50359538	7.84	7.48	0.36	0.0972	0.245
chr3	154080000	154110000	chr3	154240000	154260000	4046	4047	4046_4047	shared	chr3	154089991	154090492	3.82	4.66	-0.85	0.0973	0.245
chr19	48470000	48500000	chr19	48590000	48610000	16202	16203	16202_16203	shared	chr19	48493663	48494164	7.68	6.94	0.74	0.0973	0.245
chr4	76470000	76550000	chr4	76720000	76790000	4633	4635	4633_4635	shared	chr4	76526801	76527302	6.33	6.74	-0.41	0.0973	0.245
chr4	76470000	76550000	chr4	77030000	77090000	4633	4639	4633_4639	shared	chr4	76526801	76527302	6.33	6.74	-0.41	0.0973	0.245
chr4	76470000	76550000	chr4	77190000	77240000	4633	4642	4633_4642	shared	chr4	76526801	76527302	6.33	6.74	-0.41	0.0973	0.245
chr8	141050000	141090000	chr8	141160000	141200000	9148	9150	9148_9150	shared	chr8	141056521	141057022	5.38	4.64	0.73	0.0974	0.245
chr20	57310000	57400000	chr20	57480000	57530000	16715	16718	16715_16718	shared	chr20	57351196	57351697	7.7	7.37	0.33	0.0974	0.245
chr20	57310000	57400000	chr20	58170000	58260000	16715	16726	16715_16726	shared	chr20	57351196	57351697	7.7	7.37	0.33	0.0974	0.245
chr10	132440000	132480000	chr10	132630000	132650000	10853	10855	10853_10855	shared	chr10	132440333	132440834	3.99	2.73	1.26	0.0975	0.245
chr3	136060000	136100000	chr3	136250000	136310000	3909	3911	3909_3911	shared	chr3	136071380	136071881	5.02	5.51	-0.48	0.0975	0.245
chr3	136060000	136100000	chr3	136370000	136410000	3909	3913	3909_3913	shared	chr3	136071380	136071881	5.02	5.51	-0.48	0.0975	0.245
chr3	136060000	136100000	chr3	136720000	136780000	3909	3915	3909_3915	shared	chr3	136071380	136071881	5.02	5.51	-0.48	0.0975	0.245
chr3	136060000	136100000	chr3	137000000	137030000	3909	3918	3909_3918	shared	chr3	136071380	136071881	5.02	5.51	-0.48	0.0975	0.245
chr10	27540000	27580000	chr10	28150000	28260000	10121	10124	10121_10124	shared	chr10	27545929	27546430	4.64	5.24	-0.6	0.0976	0.245
chr9	96430000	96460000	chr9	96640000	96680000	9549	9550	9549_9550	shared	chr9	96450532	96451033	7.89	7.48	0.41	0.0976	0.245
chr7	3270000	3310000	chr7	3880000	3910000	7333	7334	7333_7334	shared	chr7	3306580	3307081	3.9	4.66	-0.76	0.0977	0.245
chr19	8330000	8350000	chr19	8490000	8510000	15958	15959	15958_15959	shared	chr19	8334658	8335159	6.04	5.53	0.51	0.0977	0.245
chr10	50400000	50430000	chr10	50610000	50630000	10282	10284	10282_10284	shared	chr10	50418069	50418570	6.49	5.93	0.56	0.0978	0.245
chr10	5430000	5470000	chr10	5610000	5630000	9934	9935	9934_9935	shared	chr10	5451048	5451549	5.04	5.61	-0.57	0.0978	0.245
chr10	5430000	5470000	chr10	5860000	5890000	9934	9939	9934_9939	shared	chr10	5451048	5451549	5.04	5.61	-0.57	0.0978	0.245
chr11	12020000	12070000	chr11	12250000	12350000	10962	10963	10962_10963	shared	chr11	12050282	12050783	6.4	6.06	0.33	0.0979	0.246
chr2	28550000	28610000	chr2	28750000	28770000	1800	1802	1800_1802	shared	chr2	28588145	28588646	4.49	3.71	0.78	0.098	0.246
chr12	103860000	103890000	chr12	104090000	104110000	12503	12505	12503_12505	shared	chr12	103864835	103865336	4.62	5.1	-0.48	0.098	0.246
chr13	33520000	33570000	chr13	33710000	33740000	12834	12836	12834_12836	shared	chr13	33532964	33533465	4.64	3.95	0.7	0.0981	0.246
chr7	80760000	80820000	chr7	81430000	81470000	7862	7867	7862_7867	shared	chr7	80790044	80790545	5.16	5.66	-0.5	0.0983	0.246
chr3	149500000	149560000	chr3	149710000	149750000	4002	4004	4002_4004	shared	chr3	149528002	149528503	5.48	4.98	0.5	0.0984	0.246
chr11	12020000	12070000	chr11	12250000	12350000	10962	10963	10962_10963	shared	chr11	12043139	12043640	4.72	3.99	0.74	0.0984	0.246
chr11	64350000	64380000	chr11	64640000	64680000	11322	11325	11322_11325	shared	chr11	64378636	64379137	6.63	7.05	-0.42	0.0985	0.247
chr9	127710000	127770000	chr9	127890000	127930000	9818	9819	9818_9819	shared	chr9	127742554	127743055	4.77	4.1	0.67	0.0986	0.247
chr8	37520000	37550000	chr8	37690000	37740000	8574	8576	8574_8576	shared	chr8	37545909	37546410	6.21	5.75	0.47	0.0986	0.247
chr10	112700000	112740000	chr10	113110000	113150000	10693	10695	10693_10695	shared	chr10	112738051	112738552	4.52	5.06	-0.54	0.0986	0.247
chr20	48640000	48670000	chr20	48880000	48920000	16635	16639	16635_16639	shared	chr20	48660789	48661290	5.47	4.77	0.69	0.0987	0.247
chr20	48640000	48670000	chr20	48780000	48800000	16635	16637	16635_16637	T2E-specific	chr20	48660789	48661290	5.47	4.77	0.69	0.0987	0.247
chr11	68020000	68060000	chr11	68190000	68210000	11349	11350	11349_11350	shared	chr11	68043031	68043532	5.26	4.75	0.52	0.0987	0.247
chr9	129110000	129180000	chr9	129470000	129500000	9827	9829	9827_9829	shared	chr9	129174324	129174825	8.24	7.94	0.3	0.0987	0.247
chr9	129110000	129180000	chr9	129590000	129630000	9827	9830	9827_9830	shared	chr9	129174324	129174825	8.24	7.94	0.3	0.0987	0.247
chr9	129110000	129180000	chr9	129760000	129790000	9827	9832	9827_9832	shared	chr9	129174324	129174825	8.24	7.94	0.3	0.0987	0.247
chr12	100230000	100250000	chr12	100550000	100570000	12468	12472	12468_12472	shared	chr12	100234214	100234715	4.67	5.16	-0.49	0.0988	0.247
chr12	100230000	100250000	chr12	100720000	100750000	12468	12473	12468_12473	shared	chr12	100234214	100234715	4.67	5.16	-0.49	0.0988	0.247
chr3	136720000	136780000	chr3	137000000	137030000	3915	3918	3915_3918	shared	chr3	136752358	136752859	7.14	6.8	0.34	0.0988	0.247
chr8	134900000	134930000	chr8	135430000	135480000	9121	9123	9121_9123	shared	chr8	134906055	134906556	4.86	4.19	0.67	0.0989	0.247
chr8	134900000	134930000	chr8	136700000	136730000	9121	9128	9121_9128	shared	chr8	134906055	134906556	4.86	4.19	0.67	0.0989	0.247
chr1	224110000	224140000	chr1	224310000	224350000	1444	1445	1444_1445	shared	chr1	224114127	224114628	8.24	7.94	0.3	0.0989	0.247
chr8	93950000	94010000	chr8	94330000	94370000	8850	8853	8850_8853	shared	chr8	93991619	93992120	7.12	6.82	0.3	0.099	0.247
chr10	74240000	74280000	chr10	75010000	75040000	10453	10457	10453_10457	shared	chr10	74251938	74252439	4.29	4.87	-0.58	0.0991	0.247
chr10	74240000	74280000	chr10	75080000	75120000	10453	10459	10453_10459	shared	chr10	74251938	74252439	4.29	4.87	-0.58	0.0991	0.247
chr10	74240000	74280000	chr10	75200000	75250000	10453	10460	10453_10460	shared	chr10	74251938	74252439	4.29	4.87	-0.58	0.0991	0.247
chr3	141300000	141370000	chr3	141440000	141490000	3953	3954	3953_3954	shared	chr3	141365209	141365710	4.46	5.18	-0.72	0.0991	0.247
chr3	141300000	141370000	chr3	141550000	141600000	3953	3955	3953_3955	shared	chr3	141365209	141365710	4.46	5.18	-0.72	0.0991	0.247
chr1	239390000	239420000	chr1	239880000	239940000	1575	1577	1575_1577	shared	chr1	239413847	239414348	4.67	3.96	0.71	0.0991	0.248
chr10	78190000	78230000	chr10	79180000	79220000	10484	10493	10484_10493	shared	chr10	78204403	78204904	4.59	3.69	0.9	0.0993	0.248
chr4	40920000	40960000	chr4	41200000	41230000	4501	4502	4501_4502	shared	chr4	40953843	40954344	5.08	4.52	0.56	0.0994	0.248
chr12	117020000	117040000	chr12	117110000	117140000	12626	12627	12626_12627	shared	chr12	117038843	117039344	4.53	5.14	-0.61	0.0995	0.248
chr3	133920000	133950000	chr3	134190000	134220000	3895	3897	3895_3897	shared	chr3	133944653	133945154	6.1	5.62	0.48	0.0996	0.248
chr19	55110000	55150000	chr19	55410000	55450000	16231	16232	16231_16232	shared	chr19	55111569	55112070	4.91	4.27	0.64	0.0997	0.248
chr19	55110000	55150000	chr19	55490000	55520000	16231	16234	16231_16234	shared	chr19	55111569	55112070	4.91	4.27	0.64	0.0997	0.248
chr11	12250000	12350000	chr11	12860000	12910000	10963	10973	10963_10973	shared	chr11	12252063	12252564	5.86	5.46	0.4	0.0997	0.248
chr3	170400000	170450000	chr3	170800000	170830000	4120	4122	4120_4122	shared	chr3	170421832	170422333	4.05	3.26	0.79	0.0997	0.248
chr1	85310000	85340000	chr1	85570000	85590000	672	673	672_673	shared	chr1	85330270	85330771	5.23	4.65	0.58	0.0997	0.248
chr1	85310000	85340000	chr1	85680000	85700000	672	674	672_674	shared	chr1	85330270	85330771	5.23	4.65	0.58	0.0997	0.248
chr5	10450000	10470000	chr5	10620000	10640000	5191	5192	5191_5192	shared	chr5	10460147	10460648	5.61	5.07	0.54	0.0997	0.248
chr11	27670000	27720000	chr11	28500000	28540000	11068	11071	11068_11071	shared	chr11	27700130	27700631	6.08	5.6	0.48	0.0999	0.249
chr11	27670000	27720000	chr11	28690000	28710000	11068	11072	11068_11072	shared	chr11	27700130	27700631	6.08	5.6	0.48	0.0999	0.249
chr11	27670000	27720000	chr11	29150000	29180000	11068	11073	11068_11073	shared	chr11	27700130	27700631	6.08	5.6	0.48	0.0999	0.249
chr20	45000000	45050000	chr20	45280000	45340000	16593	16595	16593_16595	shared	chr20	45044289	45044790	4.89	5.36	-0.48	0.0999	0.249
chr2	171140000	171180000	chr2	171400000	171440000	2568	2569	2568_2569	shared	chr2	171153872	171154373	5.52	6	-0.47	0.0999	0.249
chr19	47430000	47450000	chr19	47690000	47720000	16196	16198	16196_16198	shared	chr19	47447119	47447620	4.88	4.28	0.6	0.0999	0.249
chr12	96190000	96240000	chr12	96500000	96530000	12435	12439	12435_12439	shared	chr12	96212253	96212754	4.71	4.07	0.64	0.1	0.249
chrX	15340000	15360000	chrX	15460000	15490000	17346	17347	17346_17347	shared	chrX	15350233	15350734	4.06	4.67	-0.6	0.1	0.249
chr7	44210000	44260000	chr7	44460000	44500000	7624	7625	7624_7625	shared	chr7	44216670	44217171	4.31	4.96	-0.65	0.1	0.249
chr7	44210000	44260000	chr7	44540000	44610000	7624	7626	7624_7626	shared	chr7	44216670	44217171	4.31	4.96	-0.65	0.1	0.249
chr17	68390000	68490000	chr17	68750000	68790000	15335	15337	15335_15337	T2E-specific	chr17	68457877	68458378	6.14	6.59	-0.45	0.1	0.249
chr1	164770000	164800000	chr1	165060000	165110000	1045	1049	1045_1049	shared	chr1	164781423	164781924	4.81	4.12	0.69	0.1	0.249
chr12	107670000	107690000	chr12	107870000	107940000	12538	12540	12538_12540	shared	chr12	107685716	107686217	7.47	7.16	0.3	0.1	0.249
chr14	99710000	99740000	chr14	99880000	99900000	13699	13700	13699_13700	shared	chr14	99737589	99738090	6.32	5.9	0.42	0.1	0.249
chr17	35580000	35630000	chr17	35740000	35760000	15081	15082	15081_15082	shared	chr17	35589351	35589852	4.63	5.21	-0.58	0.1	0.249
chr9	121530000	121560000	chr9	121980000	122010000	9749	9752	9749_9752	shared	chr9	121550625	121551126	6.54	6.09	0.45	0.1	0.249
chr12	540000	590000	chr12	720000	760000	11807	11808	11807_11808	shared	chr12	541427	541928	4.79	4.19	0.6	0.1	0.249
chr12	540000	590000	chr12	800000	840000	11807	11810	11807_11810	shared	chr12	541427	541928	4.79	4.19	0.6	0.1	0.249
chr4	76470000	76550000	chr4	76720000	76790000	4633	4635	4633_4635	shared	chr4	76518691	76519192	5.99	6.43	-0.44	0.1	0.249
chr4	76470000	76550000	chr4	77030000	77090000	4633	4639	4633_4639	shared	chr4	76518691	76519192	5.99	6.43	-0.44	0.1	0.249
chr4	76470000	76550000	chr4	77190000	77240000	4633	4642	4633_4642	shared	chr4	76518691	76519192	5.99	6.43	-0.44	0.1	0.249
chr2	16610000	16630000	chr2	16740000	16800000	1723	1724	1723_1724	shared	chr2	16614265	16614766	4.84	4.26	0.58	0.1	0.249
chr7	130880000	130910000	chr7	131000000	131040000	8183	8184	8183_8184	shared	chr7	130892658	130893159	4.74	4.06	0.68	0.1	0.249
chr9	38050000	38100000	chr9	38340000	38420000	9342	9346	9342_9346	shared	chr9	38054204	38054705	4.92	4.38	0.55	0.1	0.249
chr1	92300000	92330000	chr1	92590000	92620000	715	716	715_716	shared	chr1	92300272	92300773	3.61	4.49	-0.88	0.1	0.249
chr11	4620000	4660000	chr11	4810000	4830000	10888	10889	10888_10889	shared	chr11	4644827	4645328	5.16	4.54	0.62	0.1	0.249
chr11	4620000	4660000	chr11	5000000	5020000	10888	10891	10888_10891	shared	chr11	4644827	4645328	5.16	4.54	0.62	0.1	0.249
chr20	10530000	10570000	chr20	11260000	11300000	16324	16329	16324_16329	shared	chr20	10559932	10560433	4.4	3.51	0.89	0.1	0.25
chr9	121680000	121710000	chr9	121980000	122010000	9751	9752	9751_9752	shared	chr9	121699455	121699956	7.68	7.28	0.4	0.1	0.25
chr6	157940000	157990000	chr6	158050000	158090000	7236	7237	7236_7237	shared	chr6	157979488	157979989	4.79	4.24	0.56	0.1	0.25
chr3	188150000	188220000	chr3	188920000	188980000	4230	4245	4230_4245	shared	chr3	188149819	188150320	3.97	4.59	-0.62	0.101	0.25
chr14	50310000	50340000	chr14	50520000	50550000	13320	13321	13320_13321	shared	chr14	50335678	50336179	6.05	5.57	0.48	0.101	0.25
chr1	109630000	109660000	chr1	109760000	109790000	783	784	783_784	shared	chr1	109655918	109656419	7.47	7.12	0.35	0.101	0.25
chr3	148950000	148980000	chr3	149250000	149280000	3995	3998	3995_3998	shared	chr3	148956025	148956526	6.77	6.43	0.34	0.101	0.25
chr2	222690000	222720000	chr2	222880000	222930000	2893	2896	2893_2896	shared	chr2	222709157	222709658	6.4	6.05	0.35	0.101	0.25
chr9	94770000	94800000	chr9	95090000	95160000	9531	9534	9531_9534	shared	chr9	94792335	94792836	4.69	4.07	0.61	0.101	0.25
chr7	100560000	100590000	chr7	100680000	100720000	8003	8005	8003_8005	shared	chr7	100585698	100586199	7.61	7.26	0.35	0.101	0.25
chr3	126730000	126760000	chr3	127440000	127470000	3829	3834	3829_3834	shared	chr3	126752337	126752838	4.94	4.36	0.58	0.101	0.25
chr14	22550000	22580000	chr14	22820000	22880000	13174	13176	13174_13176	shared	chr14	22551490	22551991	5.15	4.56	0.59	0.101	0.25
chr20	34300000	34330000	chr20	34740000	34790000	16476	16481	16476_16481	shared	chr20	34302712	34303213	7.77	7.46	0.31	0.101	0.25
chr17	17340000	17370000	chr17	17560000	17590000	14952	14954	14952_14954	shared	chr17	17369634	17370135	5.1	4.59	0.52	0.101	0.25
chr17	17340000	17370000	chr17	17620000	17650000	14952	14955	14952_14955	shared	chr17	17369634	17370135	5.1	4.59	0.52	0.101	0.25
chr2	226790000	226840000	chr2	226970000	227000000	2938	2939	2938_2939	shared	chr2	226791640	226792141	7.43	7.07	0.36	0.101	0.251
chr2	42820000	42860000	chr2	43220000	43290000	1885	1889	1885_1889	shared	chr2	42850321	42850822	4.74	4.09	0.65	0.101	0.251
chr2	42820000	42860000	chr2	43460000	43530000	1885	1892	1885_1892	shared	chr2	42850321	42850822	4.74	4.09	0.65	0.101	0.251
chr2	42820000	42860000	chr2	43570000	43600000	1885	1894	1885_1894	shared	chr2	42850321	42850822	4.74	4.09	0.65	0.101	0.251
chr1	220860000	220910000	chr1	221190000	221230000	1418	1419	1418_1419	shared	chr1	220882116	220882617	4.89	4.2	0.69	0.101	0.251
chr1	220860000	220910000	chr1	221400000	221450000	1418	1421	1418_1421	shared	chr1	220882116	220882617	4.89	4.2	0.69	0.101	0.251
chr19	37890000	37920000	chr19	38080000	38120000	16136	16137	16136_16137	shared	chr19	37907033	37907534	7.18	6.82	0.36	0.101	0.251
chr19	37890000	37920000	chr19	38220000	38250000	16136	16139	16136_16139	shared	chr19	37907033	37907534	7.18	6.82	0.36	0.101	0.251
chr3	141300000	141370000	chr3	141440000	141490000	3953	3954	3953_3954	shared	chr3	141311432	141311933	7.45	7.15	0.31	0.102	0.251
chr3	141300000	141370000	chr3	141550000	141600000	3953	3955	3953_3955	shared	chr3	141311432	141311933	7.45	7.15	0.31	0.102	0.251
chr13	112600000	112650000	chr13	112860000	112880000	13151	13152	13151_13152	shared	chr13	112640533	112641034	4.52	3.91	0.61	0.102	0.251
chr3	156660000	156700000	chr3	156810000	156840000	4068	4069	4068_4069	shared	chr3	156680539	156681040	5.54	6	-0.47	0.102	0.251
chr3	156660000	156700000	chr3	157060000	157160000	4068	4070	4068_4070	shared	chr3	156680539	156681040	5.54	6	-0.47	0.102	0.251
chr12	108620000	108670000	chr12	108790000	108820000	12548	12549	12548_12549	shared	chr12	108664374	108664875	5.56	5.11	0.46	0.102	0.251
chr20	31820000	31850000	chr20	31950000	31960000	16443	16444	16443_16444	shared	chr20	31833863	31834364	5.28	4.59	0.69	0.102	0.251
chr20	31820000	31850000	chr20	32010000	32060000	16443	16445	16443_16445	shared	chr20	31833863	31834364	5.28	4.59	0.69	0.102	0.251
chr12	124420000	124460000	chr12	124740000	124800000	12695	12700	12695_12700	shared	chr12	124428828	124429329	5.79	5.25	0.54	0.102	0.251
chr14	71120000	71160000	chr14	71290000	71340000	13514	13515	13514_13515	shared	chr14	71139395	71139896	4.56	3.64	0.92	0.102	0.251
chr14	71120000	71160000	chr14	71630000	71650000	13514	13519	13514_13519	shared	chr14	71139395	71139896	4.56	3.64	0.92	0.102	0.251
chr14	71120000	71160000	chr14	71720000	71760000	13514	13520	13514_13520	shared	chr14	71139395	71139896	4.56	3.64	0.92	0.102	0.251
chr7	1570000	1600000	chr7	2200000	2230000	7320	7323	7320_7323	shared	chr7	1570035	1570536	7.77	7.43	0.35	0.102	0.251
chr7	1570000	1600000	chr7	2330000	2360000	7320	7325	7320_7325	shared	chr7	1570035	1570536	7.77	7.43	0.35	0.102	0.251
chr10	33180000	33220000	chr10	34620000	34650000	10167	10182	10167_10182	shared	chr10	33193647	33194148	5.15	5.62	-0.47	0.102	0.251
chr10	86390000	86410000	chr10	86580000	86600000	10528	10529	10528_10529	shared	chr10	86400432	86400933	7.45	7.09	0.36	0.102	0.251
chr17	58300000	58330000	chr17	58430000	58470000	15257	15258	15257_15258	shared	chr17	58317838	58318339	4.85	4.3	0.56	0.102	0.252
chr1	52700000	52730000	chr1	53170000	53200000	481	486	481_486	shared	chr1	52703089	52703590	7.47	7.04	0.43	0.102	0.252
chr6	30810000	30840000	chr6	31070000	31100000	6448	6450	6448_6450	shared	chr6	30828101	30828602	6.44	6.04	0.41	0.102	0.252
chr15	58940000	58990000	chr15	59480000	59540000	13936	13941	13936_13941	shared	chr15	58987721	58988222	7.73	7.38	0.35	0.102	0.252
chr20	11260000	11300000	chr20	11520000	11560000	16329	16331	16329_16331	shared	chr20	11268965	11269466	4.56	3.84	0.72	0.102	0.252
chr11	46370000	46420000	chr11	46520000	46550000	11216	11217	11216_11217	shared	chr11	46381043	46381544	7.6	7.19	0.42	0.102	0.252
chr11	46370000	46420000	chr11	46600000	46630000	11216	11218	11216_11218	shared	chr11	46381043	46381544	7.6	7.19	0.42	0.102	0.252
chr9	112060000	112120000	chr9	112330000	112380000	9673	9675	9673_9675	shared	chr9	112065934	112066435	6.54	6.21	0.33	0.102	0.252
chr5	5130000	5150000	chr5	5370000	5420000	5158	5160	5158_5160	shared	chr5	5140100	5140601	5.56	4.97	0.59	0.102	0.252
chr19	18560000	18610000	chr19	18840000	18910000	16040	16042	16040_16042	shared	chr19	18560813	18561314	4.53	3.84	0.69	0.102	0.252
chr15	39150000	39190000	chr15	39570000	39600000	13821	13822	13821_13822	shared	chr15	39172542	39173043	6.26	5.86	0.4	0.102	0.252
chr22	19710000	19760000	chr22	19900000	19930000	17004	17006	17004_17006	shared	chr22	19750910	19751411	4.94	4.28	0.66	0.102	0.253
chr20	50970000	51010000	chr20	51300000	51330000	16663	16665	16663_16665	shared	chr20	50987439	50987940	5.39	5.86	-0.46	0.103	0.253
chr20	50970000	51010000	chr20	51580000	51660000	16663	16667	16663_16667	shared	chr20	50987439	50987940	5.39	5.86	-0.46	0.103	0.253
chr10	15870000	15920000	chr10	16770000	16800000	10038	10043	10038_10043	shared	chr10	15878080	15878581	4.37	5.15	-0.79	0.103	0.253
chr6	46830000	46860000	chr6	46980000	47000000	6590	6591	6590_6591	shared	chr6	46837359	46837860	5.17	4.7	0.47	0.103	0.253
chr6	46830000	46860000	chr6	47030000	47070000	6590	6592	6590_6592	shared	chr6	46837359	46837860	5.17	4.7	0.47	0.103	0.253
chr17	41950000	41970000	chr17	42100000	42120000	15132	15133	15132_15133	shared	chr17	41966822	41967323	7.75	7.39	0.36	0.103	0.253
chr18	7550000	7600000	chr18	8050000	8070000	15541	15546	15541_15546	shared	chr18	7562782	7563283	4.61	5.13	-0.52	0.103	0.253
chr18	7550000	7600000	chr18	8360000	8410000	15541	15550	15541_15550	shared	chr18	7562782	7563283	4.61	5.13	-0.52	0.103	0.253
chrX	71990000	72020000	chrX	72120000	72140000	17475	17476	17475_17476	shared	chrX	71992446	71992947	4.49	5.02	-0.53	0.103	0.253
chr1	224110000	224140000	chr1	224310000	224350000	1444	1445	1444_1445	shared	chr1	224139456	224139957	4.08	4.67	-0.59	0.103	0.253
chr18	48000000	48040000	chr18	48420000	48460000	15730	15732	15730_15732	shared	chr18	48008194	48008695	6.54	6.15	0.39	0.103	0.253
chr1	206710000	206740000	chr1	206900000	206920000	1313	1314	1313_1314	shared	chr1	206717380	206717881	4.43	3.79	0.64	0.103	0.253
chr10	7500000	7540000	chr10	7660000	7700000	9956	9959	9956_9959	shared	chr10	7508122	7508623	4.9	4.1	0.8	0.103	0.253
