chr	start	end	strand	gene_id	gene_name
chr12	1945553	1947553	-	ENSG00000151065.14	DCP1B
chr12	1969286	1971286	+	ENSG00000151067.22	CACNA1C
chr12	2046852	2048852	+	ENSG00000256257.1	CACNA1C-IT2
chr12	2268276	2270276	+	ENSG00000256721.1	CACNA1C-IT3
chr12	2602850	2604850	-	ENSG00000256769.1	CACNA1C-AS3
chr12	2752097	2754097	-	ENSG00000256902.1	IQSEC3P1
chr12	3071032	3073032	-	ENSG00000234589.4	AC125807.1
chr12	3075855	3077855	+	ENSG00000011105.14	TSPAN9
chr12	3123277	3125277	+	ENSG00000278469.1	AC005912.3
chr12	3148297	3150297	+	ENSG00000256197.1	TSPAN9-IT1
chr12	3295702	3297702	-	ENSG00000250770.3	AC005865.1
chr12	3299198	3301198	+	ENSG00000287712.1	AC005865.2
chr12	3317218	3319218	+	ENSG00000236908.2	LINC02827
chr12	3790547	3792547	-	ENSG00000111224.14	PARP11
chr12	4011402	4013402	+	ENSG00000256969.2	AC084375.1
chr12	4109161	4111161	-	ENSG00000242444.3	AC007207.1
chr12	4272262	4274262	+	ENSG00000118971.8	CCND2
chr12	4272262	4274262	+	ENSG00000285901.1	AC008012.1
chr12	5430608	5432608	+	ENSG00000185652.12	NTF3
chr12	6198215	6200215	+	ENSG00000010278.14	CD9
chr12	6269668	6271668	-	ENSG00000256103.2	ATP5MFP5
chr12	6328257	6330257	-	ENSG00000067182.8	TNFRSF1A
chr12	6343054	6345054	+	ENSG00000265388.2	RN7SL391P
chr12	6346343	6348343	-	ENSG00000111319.13	SCNN1A
chr12	6461737	6463737	-	ENSG00000139190.16	VAMP1
chr12	6465037	6467037	+	ENSG00000276718.1	AC005840.4
chr12	6542004	6544004	+	ENSG00000245667.2	AC006064.1
chr12	6556363	6558363	-	ENSG00000111641.11	NOP2
chr12	6556386	6558386	-	ENSG00000285238.2	AC006064.6
chr12	6618335	6620335	-	ENSG00000184574.10	LPAR5
chr12	6820124	6822124	+	ENSG00000250510.8	GPR162
chr12	6826907	6828907	+	ENSG00000110811.20	P3H3
chr12	6838454	6840454	+	ENSG00000111664.10	GNB3
chr12	6844293	6846293	-	ENSG00000111665.11	CDCA3
chr12	6941478	6943478	+	ENSG00000111678.11	C12orf57
chr12	6943008	6945008	-	ENSG00000272173.1	U47924.2
chr12	6942316	6944316	+	ENSG00000238923.1	RNU7-1
chr12	6944968	6946968	+	ENSG00000111679.17	PTPN6
chr12	7106552	7108552	+	ENSG00000205885.7	C1RL-AS1
chr12	7115236	7117236	-	ENSG00000139194.8	RBP5
chr12	7117285	7119285	+	ENSG00000200345.2	RNU6-485P
chr12	7145982	7147982	-	ENSG00000285770.1	AC018653.4
chr12	7235932	7237932	+	ENSG00000256480.1	AC018653.2
chr12	7619372	7621372	-	ENSG00000284327.1	AC006927.2
chr12	7619042	7621042	+	ENSG00000284591.1	AC006927.4
chr12	7624603	7626603	+	ENSG00000284522.1	AC006927.3
chr12	7636896	7638896	-	ENSG00000285142.1	AC006927.5
chr12	7648900	7650900	-	ENSG00000111701.7	APOBEC1
chr12	7850217	7852217	-	ENSG00000201663.1	AC006517.3
chr12	7854669	7856669	+	ENSG00000278459.1	AC006517.5
chr12	7858937	7860937	+	ENSG00000241828.2	AC006517.4
chr12	7869352	7871352	+	ENSG00000255885.1	AC124891.1
chr12	7994270	7996270	-	ENSG00000240739.1	AC006511.2
chr12	8662511	8664511	+	ENSG00000255829.1	AC092490.2
chr12	8677273	8679273	+	ENSG00000256004.1	AC092490.3
chr12	8680100	8682100	+	ENSG00000166532.16	RIMKLB
chr12	9034844	9036844	+	ENSG00000255776.1	VDAC2P2
chr12	9751986	9753986	-	ENSG00000110848.8	CD69
chr12	9816850	9818850	-	ENSG00000256912.1	GCNAP1
chr12	9936004	9938004	-	ENSG00000225231.2	LINC02470
chr12	10029178	10031178	+	ENSG00000197992.7	CLEC9A
chr12	10224558	10226558	+	ENSG00000134539.17	KLRD1
chr12	10550766	10552766	-	ENSG00000257016.1	SLC25A39P2
chr12	10551862	10553862	+	ENSG00000256039.2	LINC02446
chr12	10698589	10700589	-	ENSG00000060138.13	YBX3
chr12	10748688	10750688	+	ENSG00000256888.6	LINC02366
chr12	10768805	10770805	+	ENSG00000235930.3	HSPE1P12
chr12	11195575	11197575	-	ENSG00000256657.1	AC244131.1
chr12	11210719	11212719	+	ENSG00000275119.1	AC244131.2
chr12	11479883	11481883	+	ENSG00000237303.2	HIGD1AP8
chr12	11498999	11500999	+	ENSG00000278654.1	AC007450.4
chr12	11506662	11508662	-	ENSG00000277705.1	AC007450.3
chr12	11648174	11650174	+	ENSG00000139083.11	ETV6
chr12	12048344	12050344	+	ENSG00000121380.12	BCL2L14
chr12	12325556	12327556	-	ENSG00000111261.14	MANSC1
chr12	12337276	12339276	+	ENSG00000243141.2	RPL23AP66
chr12	12354906	12356906	-	ENSG00000205791.3	LOH12CR2
chr12	12355578	12357578	+	ENSG00000165714.11	BORCS5
chr12	12567701	12569701	-	ENSG00000240424.2	AC092824.1
chr12	12647439	12649439	+	ENSG00000275963.1	AC008115.4
chr12	12660390	12662390	-	ENSG00000183150.8	GPR19
chr12	12667482	12669482	+	ENSG00000257004.1	AC008115.2
chr12	12713558	12715558	+	ENSG00000111276.11	CDKN1B
chr12	12717473	12719473	+	ENSG00000275560.1	AC008115.3
chr12	12914329	12916329	+	ENSG00000283759.1	MIR614
chr12	12926226	12928226	+	ENSG00000247498.10	GPRC5D-AS1
chr12	12998920	13000920	+	ENSG00000183935.5	HTR7P1
chr12	12998951	13000951	+	ENSG00000255621.1	AC023790.2
chr12	13020760	13022760	-	ENSG00000243129.2	AC023790.1
chr12	14168246	14170246	+	ENSG00000256346.1	AC092470.1
chr12	14215090	14217090	+	ENSG00000256084.1	AC092112.1
chr12	14235591	14237591	+	ENSG00000255763.1	MRPS18CP4
chr12	14249732	14251732	-	ENSG00000251908.1	RNU6-491P
chr12	14253412	14255412	+	ENSG00000255749.1	GNAI2P1
chr12	14364132	14366132	+	ENSG00000171681.12	ATF7IP
chr12	14503161	14505161	-	ENSG00000121316.11	PLBD1
chr12	14825069	14827069	-	ENSG00000111339.12	ART4
chr12	14839592	14841592	+	ENSG00000256339.1	AC007655.1
chr12	15778568	15780568	+	ENSG00000255565.1	AC073651.1
chr12	16187985	16189985	-	ENSG00000188991.3	SLC15A5
chr12	16345642	16347642	+	ENSG00000008394.13	MGST1
chr12	20361232	20363232	-	ENSG00000256879.1	AC129102.1
chr12	20367745	20369745	+	ENSG00000172572.6	PDE3A
chr12	22103991	22105991	-	ENSG00000274624.1	AC007671.1
chr12	25204746	25206746	-	ENSG00000133703.12	KRAS
chr12	25209152	25211152	+	ENSG00000274987.1	AC092794.1
chr12	25223603	25225603	+	ENSG00000275197.1	AC092794.2
chr12	25385170	25387170	-	ENSG00000278743.1	AC087239.1
chr12	25422100	25424100	+	ENSG00000279173.1	AC092451.3
chr12	25435081	25437081	-	ENSG00000256079.1	AC092451.2
chr12	25440375	25442375	-	ENSG00000255988.1	TUBB4BP1
chr12	25585494	25587494	-	ENSG00000257009.1	AC022367.1
chr12	26119530	26121530	-	ENSG00000123095.6	BHLHE41
chr12	26120491	26122491	+	ENSG00000123096.11	SSPN
chr12	26124655	26126655	-	ENSG00000256894.1	AC022509.3
chr12	26272829	26274829	-	ENSG00000278095.1	AC022509.4
chr12	26904681	26906681	-	ENSG00000064102.15	INTS13
chr12	27021046	27023046	+	ENSG00000152944.9	MED21
chr12	27035600	27037600	+	ENSG00000275764.1	AC092747.4
chr12	27521931	27523931	+	ENSG00000110841.14	PPFIBP1
chr12	29330934	29332934	-	ENSG00000274315.1	AC009318.3
chr12	29332233	29334233	-	ENSG00000273680.1	AC009318.2
chr12	29336852	29338852	-	ENSG00000087502.18	ERGIC2
chr12	29500340	29502340	-	ENSG00000133687.16	TMTC1
chr12	29518231	29520231	+	ENSG00000257456.1	AC009320.1
chr12	30304565	30306565	+	ENSG00000284682.1	AC078776.2
chr12	30305931	30307931	-	ENSG00000251781.1	RNA5SP356
chr12	30694621	30696621	+	ENSG00000285870.1	AC012673.1
chr12	30709052	30711052	-	ENSG00000110888.17	CAPRIN2
chr12	30793958	30795958	+	ENSG00000285517.1	AC010198.2
chr12	30860421	30862421	+	ENSG00000258118.1	PPIAP44
chr12	31242940	31244940	+	ENSG00000270766.1	AC024940.5
chr12	31251492	31253492	-	ENSG00000243517.1	AC024940.3
chr12	31253861	31255861	-	ENSG00000270395.1	MREGP1
chr12	31670642	31672642	-	ENSG00000151743.11	AMN1
chr12	31998875	32000875	+	ENSG00000276136.1	AC016957.2
chr12	32099985	32101985	-	ENSG00000271357.1	AC048344.3
chr12	32103617	32105617	-	ENSG00000257530.1	AC048344.1
chr12	32105335	32107335	+	ENSG00000151746.14	BICD1
chr12	32107576	32109576	+	ENSG00000277342.1	AC048344.4
chr12	32350849	32352849	+	ENSG00000276115.1	AC026356.2
chr12	32476882	32478882	-	ENSG00000253063.1	RNU6-494P
chr12	32677700	32679700	+	ENSG00000087470.18	DNM1L
chr12	32754010	32756010	+	ENSG00000286950.1	AC087588.3
chr12	34021781	34023781	-	ENSG00000245482.2	AC046130.2
chr12	34020968	34022968	+	ENSG00000139133.7	ALG10
chr12	40977244	40979244	+	ENSG00000274682.1	AC015540.1
chr12	42323200	42325200	-	ENSG00000278520.1	MIR7851
chr12	42346561	42348561	-	ENSG00000252917.1	AC079684.1
chr12	42359767	42361767	+	ENSG00000274943.1	AC079684.2
chr12	42484853	42486853	-	ENSG00000258068.2	AC079600.3
chr12	42929348	42931348	-	ENSG00000271272.1	AC068802.1
chr12	43353366	43355366	-	ENSG00000173157.17	ADAMTS20
chr12	45162686	45164686	+	ENSG00000287386.1	AC009248.3
chr12	45172564	45174564	-	ENSG00000134297.6	PLEKHA8P1
chr12	45728206	45730206	+	ENSG00000189079.17	ARID2
chr12	46357688	46359688	-	ENSG00000134294.14	SLC38A2
chr12	46369963	46371963	+	ENSG00000258096.1	AC025031.2
chr12	46382152	46384152	+	ENSG00000257261.6	AC008014.1
chr12	46383733	46385733	-	ENSG00000257496.1	AC025031.1
chr12	46387356	46389356	+	ENSG00000275481.1	AC025031.4
chr12	46681571	46683571	-	ENSG00000271642.1	MARK3P1
chr12	46969004	46971004	+	ENSG00000274723.1	AC079906.1
chr12	47078103	47080103	+	ENSG00000179715.13	PCED1B
chr12	47709234	47711234	-	ENSG00000111405.9	ENDOU
chr12	47727651	47729651	-	ENSG00000280054.1	AC004241.5
chr12	47730408	47732408	+	ENSG00000274902.1	AC004241.2
chr12	47733863	47735863	-	ENSG00000079337.16	RAPGEF3
chr12	47841037	47843037	-	ENSG00000111424.12	VDR
chr12	48039284	48041284	-	ENSG00000276814.1	AC004801.6
chr12	48168347	48170347	-	ENSG00000257885.1	PHBP18
chr12	48170090	48172090	+	ENSG00000257848.1	AC074029.1
chr12	48196857	48198857	+	ENSG00000269514.3	AC024257.3
chr12	48201583	48203583	-	ENSG00000172640.3	OR10AD1
chr12	48349445	48351445	+	ENSG00000257735.1	AC090115.1
chr12	49073539	49075539	+	ENSG00000277672.1	AC011603.5
chr12	49086156	49088156	-	ENSG00000139549.4	DHH
chr12	49088708	49090708	+	ENSG00000257346.1	AC011603.2
chr12	49096051	49098051	-	ENSG00000139636.15	LMBR1L
chr12	49232290	49234290	-	ENSG00000258101.2	AC010173.1
chr12	49345388	49347388	+	ENSG00000178401.16	DNAJC22
chr12	49365084	49367084	+	ENSG00000123352.17	SPATS2
chr12	49859707	49861707	+	ENSG00000257253.2	AC131157.1
chr12	49861673	49863673	+	ENSG00000242041.1	RPL35AP28
chr12	49866396	49868396	-	ENSG00000135472.9	FAIM2
chr12	49960372	49962372	+	ENSG00000161798.7	AQP5
chr12	49965694	49967694	+	ENSG00000086159.13	AQP6
chr12	50056048	50058048	+	ENSG00000110881.11	ASIC1
chr12	50083700	50085700	+	ENSG00000066117.15	SMARCD1
chr12	50102482	50104482	+	ENSG00000167588.13	GPD1
chr12	50175288	50177288	-	ENSG00000050405.13	LIMA1
chr12	50185080	50187080	-	ENSG00000257298.1	AC008147.2
chr12	50503485	50505485	+	ENSG00000066084.13	DIP2B
chr12	50631773	50633773	+	ENSG00000207136.1	RNU6-769P
chr12	50655473	50657473	+	ENSG00000200183.1	RNU6-238P
chr12	50978901	50980901	-	ENSG00000110911.16	SLC11A2
chr12	51046462	51048462	+	ENSG00000050426.16	LETMD1
chr12	51060705	51062705	-	ENSG00000110925.7	CSRNP2
chr12	51244058	51246058	-	ENSG00000170545.17	SMAGP
chr12	51350747	51352747	-	ENSG00000139629.16	GALNT6
chr12	51421456	51423456	-	ENSG00000271065.1	AC107031.1
chr12	51809205	51811205	-	ENSG00000260122.1	AC068987.1
chr12	51813440	51815440	-	ENSG00000284730.1	TMDD1
chr12	51813543	51815543	+	ENSG00000260473.2	AC068987.2
chr12	51817340	51819340	-	ENSG00000261308.2	FIGNL2
chr12	51816399	51818399	+	ENSG00000261586.2	AC068987.3
chr12	51846723	51848723	+	ENSG00000259887.1	FIGNL2-DT
chr12	52005446	52007446	+	ENSG00000161835.11	GRASP
chr12	52091985	52093985	-	ENSG00000257989.1	AC078864.1
chr12	52162615	52164615	+	ENSG00000258279.4	LINC00592
chr12	52168496	52170496	-	ENSG00000167767.14	KRT80
chr12	52274147	52276147	-	ENSG00000257830.1	AC021066.2
chr12	52274321	52276321	+	ENSG00000285102.1	AC021066.4
chr12	52298356	52300356	-	ENSG00000287051.1	AC121757.2
chr12	52306116	52308116	-	ENSG00000257829.1	AC121757.1
chr12	52313801	52315801	-	ENSG00000170523.3	KRT83
chr12	52339697	52341697	+	ENSG00000274928.6	KRT89P
chr12	52359506	52361506	-	ENSG00000135443.8	KRT85
chr12	52377312	52379312	-	ENSG00000161849.3	KRT84
chr12	52378960	52380960	+	ENSG00000258253.1	AC078865.1
chr12	52514075	52516075	-	ENSG00000186081.12	KRT5
chr12	52565282	52567282	-	ENSG00000170484.10	KRT74
chr12	52585089	52587089	-	ENSG00000170486.11	KRT72
chr12	52599967	52601967	+	ENSG00000257495.5	KRT73-AS1
chr12	52644058	52646058	-	ENSG00000172867.4	KRT2
chr12	52806049	52808049	-	ENSG00000170477.13	KRT4
chr12	52883929	52885929	+	ENSG00000241146.1	RPL7P41
chr12	52896687	52898687	-	ENSG00000170421.12	KRT8
chr12	52947371	52949371	+	ENSG00000111057.11	KRT18
chr12	53004658	53006658	+	ENSG00000063046.17	EIF4B
chr12	53055444	53057444	+	ENSG00000278108.1	MIR6757
chr12	53190823	53192823	-	ENSG00000139626.16	ITGB7
chr12	53422355	53424355	+	ENSG00000135409.11	AMHR2
chr12	53530252	53532252	+	ENSG00000285692.1	AC023509.6
chr12	53708017	53710017	-	ENSG00000012822.16	CALCOCO1
chr12	53752858	53754858	+	ENSG00000260030.1	AC076968.1
chr12	53981009	53983009	-	ENSG00000251151.2	HOXC-AS3
chr12	53983565	53985565	+	ENSG00000180818.5	HOXC10
chr12	53984345	53986345	+	ENSG00000273049.1	AC012531.3
chr12	53989124	53991124	+	ENSG00000197757.8	HOXC6
chr12	53990238	53992238	+	ENSG00000207924.3	MIR196A2
chr12	53993310	53995310	-	ENSG00000250133.2	HOXC-AS2
chr12	53993395	53995395	+	ENSG00000180806.5	HOXC9
chr12	53998522	54000522	-	ENSG00000250451.5	HOXC-AS1
chr12	54007485	54009485	+	ENSG00000037965.6	HOXC8
chr12	54015431	54017431	+	ENSG00000198353.8	HOXC4
chr12	54015610	54017610	+	ENSG00000273046.1	AC012531.2
chr12	54018410	54020410	+	ENSG00000260597.1	AC012531.1
chr12	54230442	54232442	-	ENSG00000094916.16	CBX5
chr12	54230897	54232897	-	ENSG00000283803.1	MIR3198-2
chr12	54352161	54354161	+	ENSG00000258137.5	AC079313.2
chr12	54352292	54354292	+	ENSG00000258086.1	AC079313.1
chr12	54361945	54363945	-	ENSG00000139572.4	GPR84
chr12	54368633	54370633	-	ENSG00000161642.17	ZNF385A
chr12	55548102	55550102	+	ENSG00000179626.4	OR6C4
chr12	55730764	55732764	-	ENSG00000258045.2	AC009779.2
chr12	55731866	55733866	-	ENSG00000257384.1	AC009779.1
chr12	55741622	55743622	+	ENSG00000135414.10	GDF11
chr12	55751963	55753963	-	ENSG00000205323.9	SARNP
chr12	55756775	55758775	-	ENSG00000257390.5	AC023055.1
chr12	55761050	55763050	-	ENSG00000257509.1	AC073487.1
chr12	55816541	55818541	+	ENSG00000123353.10	ORMDL2
chr12	55820460	55822460	-	ENSG00000135392.16	DNAJC14
chr12	55828108	55830108	+	ENSG00000182796.14	TMEM198B
chr12	55953605	55955605	-	ENSG00000185664.14	PMEL
chr12	56637675	56639675	-	ENSG00000110955.9	ATP5F1B
chr12	56750661	56752661	+	ENSG00000025423.11	HSD17B6
chr12	56980711	56982711	-	ENSG00000278399.1	AC026120.1
chr12	56986234	56988234	+	ENSG00000287715.1	AC026120.3
chr12	56992992	56994992	+	ENSG00000166856.3	GPR182
chr12	56998336	57000336	-	ENSG00000166860.3	ZBTB39
chr12	57009500	57011500	-	ENSG00000166863.12	TAC3
chr12	57193004	57195004	+	ENSG00000221365.1	MIR1228
chr12	57450823	57452823	+	ENSG00000139269.3	INHBE
chr12	57457096	57459096	-	ENSG00000287200.1	AC022506.2
chr12	57458285	57460285	+	ENSG00000111087.10	GLI1
chr12	57977465	57979465	-	ENSG00000222210.1	RN7SKP65
chr12	57983295	57985295	-	ENSG00000257668.1	AC084033.2
chr12	58542624	58544624	+	ENSG00000258231.5	AC020637.1
chr12	59128011	59130011	+	ENSG00000286351.1	AC046129.1
chr12	63054775	63056775	-	ENSG00000257664.1	RSL24D1P5
chr12	63820521	63822521	+	ENSG00000255642.1	PABPC1P4
chr12	63843200	63845200	+	ENSG00000196935.9	SRGAP1
chr12	64185816	64187816	-	ENSG00000174206.12	C12orf66
chr12	64695691	64697691	-	ENSG00000280320.1	AC025262.3
chr12	64707958	64709958	+	ENSG00000280181.1	AC025262.2
chr12	64712945	64714945	-	ENSG00000135677.11	GNS
chr12	64819679	64821679	-	ENSG00000286682.1	AC025262.4
chr12	64881894	64883894	+	ENSG00000255693.3	LINC02389
chr12	65133188	65135188	+	ENSG00000255700.2	APOOP3
chr12	67349936	67351936	+	ENSG00000256037.1	MRPL40P1
chr12	67423772	67425772	-	ENSG00000256355.1	NTAN1P3
chr12	67658491	67660491	-	ENSG00000235872.2	AC078777.1
chr12	68343164	68345164	+	ENSG00000256273.1	AC022511.1
chr12	68609355	68611355	+	ENSG00000127314.18	RAP1B
chr12	68673871	68675871	-	ENSG00000247363.2	AC090061.1
chr12	68683095	68685095	+	ENSG00000241825.2	RPL7P42
chr12	68685451	68687451	+	ENSG00000111581.10	NUP107
chr12	69352993	69354993	-	ENSG00000257764.2	AC020656.1
chr12	69358210	69360210	+	ENSG00000127337.7	YEATS4
chr12	69399403	69401403	+	ENSG00000266185.2	RN7SL804P
chr12	69584222	69586222	-	ENSG00000264405.1	MIR3913-1
chr12	69583223	69585223	+	ENSG00000283677.1	MIR3913-2
chr12	69583926	69585926	+	ENSG00000166226.13	CCT2
chr12	69608064	69610064	-	ENSG00000198812.5	LRRC10
chr12	69901418	69903418	-	ENSG00000257815.6	CNOT2-DT
chr12	70218632	70220632	-	ENSG00000257613.1	AC084032.1
chr12	70237614	70239614	+	ENSG00000287132.1	AC092881.2
chr12	70364790	70366790	+	ENSG00000135643.5	KCNMB4
chr12	70466580	70468580	+	ENSG00000258168.6	AC025569.1
chr12	70569469	70571469	+	ENSG00000277247.1	AC083809.1
chr12	71007273	71009273	-	ENSG00000257265.1	AC123905.1
chr12	76024947	76026947	-	ENSG00000139289.13	PHLDA1
chr12	76028994	76030994	+	ENSG00000257453.1	AC011611.3
chr12	76031158	76033158	+	ENSG00000257839.1	AC011611.4
chr12	76036085	76038085	-	ENSG00000187109.14	NAP1L1
chr12	76343974	76345974	-	ENSG00000179941.9	BBS10
chr12	76351297	76353297	-	ENSG00000091039.17	OSBPL8
chr12	76617886	76619886	+	ENSG00000271142.1	YWHAQP7
chr12	78129837	78131837	-	ENSG00000257220.1	PRXL2AP1
chr12	79417757	79419757	+	ENSG00000221788.1	MIR1252
chr12	79538703	79540703	+	ENSG00000257474.5	AC027288.1
chr12	79557282	79559282	+	ENSG00000257956.1	NOP56P3
chr12	85013811	85015811	-	ENSG00000231738.11	TSPAN19
chr12	85034814	85036814	+	ENSG00000133640.20	LRRIQ1
chr12	89026257	89028257	+	ENSG00000257629.1	AC006199.1
chr12	89498593	89500593	+	ENSG00000226982.4	CENPCP1
chr12	89518908	89520908	-	ENSG00000259075.6	POC1B-GALNT4
chr12	89518912	89520912	-	ENSG00000257594.4	GALNT4
chr12	89523094	89525094	+	ENSG00000270344.3	POC1B-AS1
chr12	89543703	89545703	-	ENSG00000279939.1	AC025034.2
chr12	89559629	89561629	+	ENSG00000258302.2	AC025034.1
chr12	90106239	90108239	+	ENSG00000257194.2	AC126178.1
chr12	91102129	91104129	-	ENSG00000139329.5	LUM
chr12	92139778	92141778	-	ENSG00000133639.6	BTG1
chr12	92144073	92146073	+	ENSG00000245904.4	AC025164.2
chr12	92169853	92171853	-	ENSG00000199895.1	AC025164.1
chr12	92247197	92249197	-	ENSG00000277851.2	LINC02391
chr12	92419594	92421594	-	ENSG00000205057.5	CLLU1OS
chr12	92997718	92999718	+	ENSG00000257345.2	LINC02413
chr12	93002915	93004915	-	ENSG00000257322.6	AC138123.1
chr12	93123563	93125563	-	ENSG00000257210.1	NACAP8
chr12	93405173	93407173	-	ENSG00000177889.10	UBE2N
chr12	93529060	93531060	-	ENSG00000258271.1	AC025260.2
chr12	93541522	93543522	-	ENSG00000246985.8	SOCS2-AS1
chr12	93568314	93570314	+	ENSG00000120833.14	SOCS2
chr12	94138577	94140577	+	ENSG00000257360.1	AC123567.1
chr12	94147077	94149077	+	ENSG00000136040.9	PLXNC1
chr12	94423244	94425244	-	ENSG00000213250.5	RBMS2P1
chr12	94520590	94522590	-	ENSG00000258357.1	AC023161.2
chr12	94546741	94548741	+	ENSG00000236349.1	SUCLG2P2
chr12	95099031	95101031	+	ENSG00000257121.1	AC126615.2
chr12	95124260	95126260	+	ENSG00000237774.3	AC126615.1
chr12	95616189	95618189	+	ENSG00000212448.1	AC008128.1
chr12	95801597	95803597	+	ENSG00000258292.1	LINC02410
chr12	96059524	96061524	-	ENSG00000258251.1	YPEL5P3
chr12	96192875	96194875	+	ENSG00000111145.8	ELK3
chr12	96222297	96224297	-	ENSG00000258177.1	AC008149.1
chr12	96229063	96231063	-	ENSG00000287454.1	AC008149.2
chr12	96421826	96423826	-	ENSG00000258272.1	AC007513.1
chr12	96426700	96428700	-	ENSG00000252827.1	RN7SKP11
chr12	96979028	96981028	-	ENSG00000202368.1	AC013417.1
chr12	96984156	96986156	+	ENSG00000258131.1	AC007656.2
chr12	99646253	99648253	+	ENSG00000180219.2	FAM71C
chr12	101409857	101411857	+	ENSG00000222890.1	RNU6-1068P
chr12	101422941	101424941	+	ENSG00000239413.1	RPS27P23
chr12	101744999	101746999	-	ENSG00000111670.16	GNPTAB
chr12	101764906	101766906	-	ENSG00000222255.1	RNU6-101P
chr12	101835320	101837320	+	ENSG00000223046.1	RNA5SP369
chr12	101922910	101924910	-	ENSG00000257202.1	AC084398.2
chr12	101934716	101936716	+	ENSG00000241917.1	AC084398.1
chr12	102061855	102063855	+	ENSG00000257222.1	AC079907.1
chr12	102302855	102304855	+	ENSG00000283052.1	LINC02456
chr12	102952789	102954789	-	ENSG00000282964.1	AC026108.1
chr12	102956174	102958174	+	ENSG00000139352.4	ASCL1
chr12	103501881	103503881	+	ENSG00000257415.1	AC084364.2
chr12	103504911	103506911	-	ENSG00000257994.1	AC084364.3
chr12	103517834	103519834	-	ENSG00000286197.1	AC084364.4
chr12	103546251	103548251	+	ENSG00000257762.6	LINC02401
chr12	103769953	103771953	-	ENSG00000111696.12	NT5DC3
chr12	103964322	103966322	+	ENSG00000139372.15	TDG
chr12	104214279	104216279	+	ENSG00000198431.16	TXNRD1
chr12	105172797	105174797	-	ENSG00000136044.12	APPL2
chr12	105698668	105700668	-	ENSG00000286520.1	AC079851.1
chr12	105702703	105704703	+	ENSG00000257859.2	CASC18
chr12	106168504	106170504	+	ENSG00000257611.1	AC010182.1
chr12	106900783	106902783	-	ENSG00000257119.1	EEF1B2P4
chr12	106909257	106911257	+	ENSG00000240631.1	RPL30P12
chr12	106976777	106978777	-	ENSG00000120832.10	MTERF2
chr12	107091798	107093798	+	ENSG00000257548.1	AC078929.1
chr12	107316921	107318921	+	ENSG00000151136.15	BTBD11
chr12	107609534	107611534	-	ENSG00000257579.1	AC007540.2
chr12	107879081	107881081	+	ENSG00000257951.2	AC126177.5
chr12	107886230	107888230	+	ENSG00000257392.1	AC126177.2
chr12	107898138	107900138	+	ENSG00000257426.1	AC126177.4
chr12	107902770	107904770	-	ENSG00000258072.1	AC126177.6
chr12	107909903	107911903	-	ENSG00000257129.1	AC126177.1
chr12	108621777	108623777	-	ENSG00000110876.9	SELPLG
chr12	108627168	108629168	+	ENSG00000257221.4	AC007569.1
chr12	108634310	108636310	+	ENSG00000284388.1	MIR4496
chr12	108644609	108646609	-	ENSG00000110880.10	CORO1C
chr12	108666948	108668948	+	ENSG00000238457.1	RNU7-169P
chr12	109087688	109089688	-	ENSG00000189046.11	ALKBH2
chr12	109096074	109098074	+	ENSG00000076248.10	UNG
chr12	109567475	109569475	-	ENSG00000200274.1	RNU4-32P
chr12	109782585	109784585	-	ENSG00000111199.11	TRPV4
chr12	110030745	110032745	+	ENSG00000277595.1	AC007546.1
chr12	110429459	110431459	-	ENSG00000258011.2	HMGA1P3
chr12	110434323	110436323	-	ENSG00000111229.16	ARPC3
chr12	110490583	110492583	-	ENSG00000111237.19	VPS29
chr12	110495852	110497852	-	ENSG00000202335.1	AC002350.1
chr12	110500114	110502114	+	ENSG00000278993.1	AC002350.2
chr12	110500155	110502155	+	ENSG00000151164.18	RAD9B
chr12	110612527	110614527	+	ENSG00000204852.16	TCTN1
chr12	110625145	110627145	-	ENSG00000263537.2	RN7SL387P
chr12	110627341	110629341	-	ENSG00000122986.13	HVCN1
chr12	111032665	111034665	+	ENSG00000111249.14	CUX2
chr12	111302642	111304642	+	ENSG00000273700.1	MIR6760
chr12	112018304	112020304	-	ENSG00000274227.1	AC073575.4
chr12	112026189	112028189	-	ENSG00000111300.10	NAA25
chr12	112062409	112064409	+	ENSG00000258323.1	AC073575.3
chr12	112067604	112069604	+	ENSG00000200688.1	AC073575.2
chr12	112255300	112257300	+	ENSG00000257494.1	AC004217.1
chr12	113052562	113054562	+	ENSG00000242461.1	RPS15AP32
chr12	113055209	113057209	+	ENSG00000135144.7	DTX1
chr12	113148358	113150358	+	ENSG00000186710.11	CFAP73
chr12	113156263	113158263	-	ENSG00000199899.2	AC089999.1
chr12	113156674	113158674	-	ENSG00000123064.12	DDX54
chr12	113158613	113160613	-	ENSG00000276908.1	MIR7106
chr12	113177923	113179923	-	ENSG00000201208.1	AC089999.2
chr12	113194941	113196941	-	ENSG00000166578.10	IQCD
chr12	113420880	113422880	+	ENSG00000139410.15	SDSL
chr12	113461533	113463533	-	ENSG00000089116.4	LHX5
chr12	114657449	114659449	-	ENSG00000199220.1	AC010177.1
chr12	114669755	114671755	-	ENSG00000135111.16	TBX3
chr12	114680792	114682792	+	ENSG00000257817.2	AC026765.3
chr12	114929257	114931257	-	ENSG00000274879.1	AC009804.1
chr12	115318157	115320157	-	ENSG00000276308.1	AC078880.4
chr12	115331646	115333646	-	ENSG00000276972.1	AC078880.5
chr12	115753762	115755762	+	ENSG00000257781.1	AC009387.1
