chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loopID	Benign	Malignant	Consistent_in_benign_or_tumour	loop_type
chr19	7560000	7580000	chr19	7770000	7810000	15953	15957	15953_15957	3	3	TRUE	shared
chr19	8330000	8350000	chr19	8490000	8510000	15958	15959	15958_15959	2	4	TRUE	shared
chr19	8640000	8670000	chr19	9070000	9090000	15960	15961	15960_15961	5	12	TRUE	shared
chr19	9310000	9330000	chr19	9780000	9820000	15964	15969	15964_15969	0	4	TRUE	shared
chr19	9610000	9630000	chr19	9780000	9820000	15966	15969	15966_15969	5	11	TRUE	shared
chr19	10260000	10280000	chr19	10380000	10400000	15973	15974	15973_15974	5	10	TRUE	shared
chr19	11270000	11300000	chr19	11430000	11460000	15979	15980	15979_15980	2	4	TRUE	shared
chr1	242450000	242480000	chr1	243300000	243370000	1597	1599	1597_1599	3	4	TRUE	shared
chr19	12960000	12990000	chr19	13070000	13100000	15989	15990	15989_15990	5	9	TRUE	shared
chr19	12960000	12990000	chr19	13250000	13290000	15989	15993	15989_15993	4	6	TRUE	shared
chr19	13850000	13900000	chr19	14040000	14080000	15997	15998	15997_15998	5	8	TRUE	shared
chr1	243300000	243370000	chr1	243700000	243770000	1599	1604	1599_1604	1	4	TRUE	shared
chr1	243300000	243370000	chr1	244240000	244300000	1599	1608	1599_1608	5	11	TRUE	shared
chr19	14140000	14180000	chr19	14360000	14370000	16000	16004	16000_16004	2	3	TRUE	shared
chr19	15160000	15190000	chr19	15540000	15570000	16009	16016	16009_16016	5	9	TRUE	shared
chr1	243480000	243510000	chr1	244240000	244300000	1600	1608	1600_1608	1	7	TRUE	shared
chr19	15610000	15650000	chr19	16020000	16050000	16017	16022	16017_16022	3	5	TRUE	shared
chr19	15610000	15650000	chr19	16150000	16190000	16017	16023	16017_16023	4	9	TRUE	shared
chr19	16020000	16050000	chr19	16150000	16190000	16022	16023	16022_16023	4	8	TRUE	shared
chr19	16760000	16790000	chr19	17030000	17080000	16028	16029	16028_16029	5	6	TRUE	shared
chr19	17030000	17080000	chr19	17260000	17290000	16029	16032	16029_16032	4	5	TRUE	shared
chr19	18440000	18480000	chr19	18560000	18610000	16039	16040	16039_16040	1	4	TRUE	shared
chr19	18440000	18480000	chr19	18840000	18910000	16039	16042	16039_16042	5	8	TRUE	shared
chr19	18560000	18610000	chr19	18840000	18910000	16040	16042	16040_16042	4	6	TRUE	shared
chr19	19520000	19560000	chr19	19640000	19650000	16048	16049	16048_16049	4	7	TRUE	shared
chr19	19520000	19560000	chr19	19930000	19960000	16048	16051	16048_16051	2	5	TRUE	shared
chr1	243700000	243770000	chr1	244240000	244300000	1604	1608	1604_1608	2	9	TRUE	shared
chr19	27960000	27980000	chr19	28310000	28340000	16056	16057	16056_16057	5	11	TRUE	shared
chr19	28720000	28740000	chr19	28870000	28890000	16059	16060	16059_16060	4	4	TRUE	shared
chr19	29600000	29620000	chr19	29700000	29780000	16061	16062	16061_16062	3	8	TRUE	shared
chr19	29700000	29780000	chr19	29850000	29890000	16062	16063	16062_16063	4	9	TRUE	shared
chr19	29700000	29780000	chr19	30630000	30660000	16062	16069	16062_16069	5	8	TRUE	shared
chr19	30210000	30240000	chr19	30630000	30660000	16066	16069	16066_16069	5	6	TRUE	shared
chr19	30670000	30710000	chr19	32020000	32060000	16070	16082	16070_16082	1	3	TRUE	shared
chr19	32280000	32340000	chr19	32540000	32580000	16084	16086	16084_16086	5	10	TRUE	shared
chr19	32960000	32990000	chr19	33080000	33130000	16089	16090	16089_16090	4	7	TRUE	shared
chr19	33210000	33260000	chr19	33390000	33410000	16091	16093	16091_16093	4	12	TRUE	shared
chr19	33210000	33260000	chr19	33740000	33800000	16091	16098	16091_16098	3	7	TRUE	shared
chr19	33210000	33260000	chr19	34070000	34140000	16091	16100	16091_16100	2	3	TRUE	shared
chr19	33420000	33450000	chr19	33740000	33800000	16094	16098	16094_16098	5	12	TRUE	shared
chr19	33420000	33450000	chr19	34070000	34140000	16094	16100	16094_16100	3	10	TRUE	shared
chr19	33740000	33800000	chr19	33990000	34030000	16098	16099	16098_16099	5	9	TRUE	shared
chr19	33740000	33800000	chr19	34070000	34140000	16098	16100	16098_16100	5	12	TRUE	shared
chr19	34230000	34250000	chr19	34340000	34360000	16102	16103	16102_16103	1	5	TRUE	shared
chr19	35330000	35360000	chr19	35470000	35500000	16111	16112	16111_16112	4	9	TRUE	shared
chr1	244590000	244620000	chr1	244780000	244820000	1611	1612	1611_1612	5	12	TRUE	shared
chr1	244590000	244620000	chr1	245020000	245050000	1611	1614	1611_1614	4	3	TRUE	shared
chr19	37890000	37920000	chr19	38080000	38120000	16136	16137	16136_16137	4	7	TRUE	shared
chr19	37890000	37920000	chr19	38220000	38250000	16136	16139	16136_16139	3	3	TRUE	shared
chr19	38220000	38250000	chr19	38320000	38360000	16139	16140	16139_16140	4	7	TRUE	shared
chr19	38390000	38420000	chr19	38890000	38940000	16141	16147	16141_16147	2	3	TRUE	shared
chr19	39100000	39130000	chr19	39290000	39340000	16150	16152	16150_16152	5	10	TRUE	shared
chr19	39550000	39560000	chr19	39660000	39680000	16155	16156	16155_16156	2	6	TRUE	shared
chr19	40650000	40680000	chr19	41130000	41160000	16161	16165	16161_16165	4	7	TRUE	shared
chr19	41440000	41460000	chr19	41560000	41580000	16166	16167	16166_16167	2	4	TRUE	shared
chr1	245120000	245170000	chr1	245980000	246040000	1616	1621	1616_1621	5	11	TRUE	shared
chr1	245120000	245170000	chr1	246250000	246300000	1616	1624	1616_1624	2	4	TRUE	shared
chr1	245120000	245170000	chr1	246430000	246520000	1616	1625	1616_1625	4	8	TRUE	shared
chr19	46390000	46410000	chr19	46480000	46500000	16185	16186	16185_16186	3	4	TRUE	shared
chr19	46830000	46870000	chr19	46990000	47010000	16191	16192	16191_16192	5	9	TRUE	shared
chr19	47430000	47450000	chr19	47690000	47720000	16196	16198	16196_16198	5	11	TRUE	shared
chr19	48470000	48500000	chr19	48590000	48610000	16202	16203	16202_16203	2	4	TRUE	shared
chr19	49080000	49100000	chr19	49200000	49220000	16204	16205	16204_16205	5	3	TRUE	shared
chr19	50350000	50380000	chr19	50760000	50800000	16208	16213	16208_16213	3	5	TRUE	shared
chr19	50540000	50560000	chr19	50760000	50800000	16212	16213	16212_16213	1	3	TRUE	shared
chr19	50920000	50940000	chr19	51090000	51110000	16214	16215	16214_16215	1	4	TRUE	shared
chr1	245980000	246040000	chr1	246430000	246520000	1621	1625	1621_1625	3	8	TRUE	shared
chr19	53800000	53840000	chr19	54020000	54040000	16226	16227	16226_16227	4	6	TRUE	shared
chr19	55110000	55150000	chr19	55410000	55450000	16231	16232	16231_16232	4	4	TRUE	shared
chr19	55110000	55150000	chr19	55490000	55520000	16231	16234	16231_16234	4	4	TRUE	shared
chr19	55490000	55520000	chr19	55610000	55640000	16234	16235	16234_16235	3	7	TRUE	shared
chr19	56070000	56090000	chr19	56320000	56350000	16236	16238	16236_16238	4	5	TRUE	shared
chr20	800000	820000	chr20	940000	970000	16252	16253	16252_16253	5	10	TRUE	shared
chr20	1290000	1320000	chr20	1420000	1460000	16257	16258	16257_16258	5	8	TRUE	shared
chr1	246430000	246520000	chr1	246690000	246720000	1625	1626	1625_1626	3	7	TRUE	shared
chr20	1960000	1980000	chr20	2160000	2180000	16261	16262	16261_16262	5	8	TRUE	shared
chr20	2190000	2220000	chr20	2340000	2360000	16263	16264	16263_16264	0	3	TRUE	shared
chr20	2190000	2220000	chr20	2420000	2460000	16263	16266	16263_16266	4	9	TRUE	shared
chr20	3670000	3690000	chr20	4070000	4120000	16275	16279	16275_16279	0	3	TRUE	shared
chr20	3880000	3910000	chr20	4070000	4120000	16278	16279	16278_16279	1	4	TRUE	shared
chr20	4230000	4260000	chr20	4570000	4620000	16283	16284	16283_16284	4	6	TRUE	shared
chr20	4230000	4260000	chr20	4710000	4740000	16283	16285	16283_16285	1	4	TRUE	shared
chr20	4570000	4620000	chr20	4710000	4740000	16284	16285	16284_16285	5	11	TRUE	shared
chr20	4750000	4770000	chr20	4940000	4960000	16286	16287	16286_16287	5	10	TRUE	shared
chr20	4750000	4770000	chr20	5080000	5110000	16286	16288	16286_16288	5	7	TRUE	shared
chr20	5520000	5570000	chr20	5780000	5810000	16291	16292	16291_16292	5	10	TRUE	shared
chr20	5520000	5570000	chr20	5920000	5960000	16291	16293	16291_16293	3	8	TRUE	shared
chr20	5520000	5570000	chr20	6050000	6090000	16291	16295	16291_16295	5	11	TRUE	shared
chr20	10450000	10500000	chr20	11520000	11560000	16323	16331	16323_16331	5	8	TRUE	shared
chr20	10650000	10710000	chr20	11260000	11300000	16325	16329	16325_16329	3	4	TRUE	shared
chr20	11260000	11300000	chr20	11520000	11560000	16329	16331	16329_16331	1	3	TRUE	shared
chr20	12920000	12990000	chr20	13100000	13140000	16335	16336	16335_16336	4	7	TRUE	shared
chr20	17490000	17540000	chr20	17610000	17680000	16361	16362	16361_16362	5	8	TRUE	shared
chr20	17490000	17540000	chr20	17880000	17940000	16361	16363	16361_16363	5	8	TRUE	shared
chr20	17490000	17540000	chr20	17970000	18010000	16361	16365	16361_16365	3	8	TRUE	shared
chr20	17610000	17680000	chr20	17880000	17940000	16362	16363	16362_16363	5	11	TRUE	shared
chr20	19180000	19230000	chr20	19630000	19670000	16371	16373	16371_16373	5	9	TRUE	shared
chr20	19770000	19790000	chr20	20000000	20030000	16375	16379	16375_16379	2	3	TRUE	shared
chr20	20070000	20100000	chr20	20230000	20250000	16380	16381	16380_16381	3	6	TRUE	shared
chr20	20650000	20680000	chr20	20810000	20830000	16385	16387	16385_16387	5	9	TRUE	shared
chr20	20840000	20880000	chr20	21220000	21250000	16388	16391	16388_16391	1	7	TRUE	shared
chr20	20840000	20880000	chr20	21480000	21520000	16388	16392	16388_16392	5	11	TRUE	shared
chr20	20840000	20880000	chr20	21560000	21620000	16388	16393	16388_16393	3	6	TRUE	shared
chr20	21220000	21250000	chr20	21480000	21520000	16391	16392	16391_16392	5	12	TRUE	shared
chr20	21690000	21740000	chr20	22100000	22120000	16396	16398	16396_16398	4	8	TRUE	shared
chr20	21690000	21740000	chr20	22290000	22310000	16396	16402	16396_16402	1	3	TRUE	shared
chr1	18540000	18610000	chr1	18790000	18850000	163	165	163_165	5	11	TRUE	shared
chr20	22320000	22370000	chr20	22570000	22600000	16403	16406	16403_16406	4	5	TRUE	shared
chr20	22320000	22370000	chr20	22670000	22730000	16403	16407	16403_16407	5	12	TRUE	shared
chr20	22320000	22370000	chr20	23310000	23350000	16403	16417	16403_16417	3	4	TRUE	shared
chr20	22670000	22730000	chr20	23220000	23280000	16407	16415	16407_16415	5	12	TRUE	shared
chr20	22670000	22730000	chr20	23310000	23350000	16407	16417	16407_16417	5	11	TRUE	shared
chr20	23430000	23450000	chr20	23600000	23620000	16418	16419	16418_16419	2	4	TRUE	shared
chr20	24980000	25020000	chr20	25180000	25200000	16431	16434	16431_16434	1	4	TRUE	shared
chr20	25050000	25080000	chr20	25390000	25410000	16433	16438	16433_16438	0	3	TRUE	shared
chr20	25280000	25300000	chr20	25390000	25410000	16437	16438	16437_16438	2	3	TRUE	shared
chr20	31820000	31850000	chr20	31950000	31960000	16443	16444	16443_16444	4	4	TRUE	shared
chr20	31820000	31850000	chr20	32010000	32060000	16443	16445	16443_16445	4	11	TRUE	shared
chr20	32120000	32170000	chr20	32450000	32490000	16447	16450	16447_16450	1	5	TRUE	shared
chr20	32330000	32350000	chr20	32450000	32490000	16449	16450	16449_16450	3	4	TRUE	shared
chr20	32500000	32530000	chr20	32630000	32660000	16451	16452	16451_16452	5	11	TRUE	shared
chr20	33440000	33480000	chr20	33650000	33680000	16463	16465	16463_16465	5	12	TRUE	shared
chr20	34300000	34330000	chr20	34740000	34790000	16476	16481	16476_16481	3	4	TRUE	shared
chr20	34500000	34590000	chr20	34740000	34790000	16478	16481	16478_16481	4	4	TRUE	shared
chr20	34830000	34870000	chr20	35260000	35270000	16482	16489	16482_16489	0	3	TRUE	shared
chr20	35280000	35310000	chr20	35430000	35450000	16490	16491	16490_16491	4	11	TRUE	shared
chr20	35470000	35500000	chr20	35870000	35940000	16492	16497	16492_16497	5	6	TRUE	shared
chr20	35690000	35720000	chr20	35870000	35940000	16496	16497	16496_16497	3	6	TRUE	shared
chr20	35980000	36000000	chr20	36120000	36160000	16498	16499	16498_16499	5	12	TRUE	shared
chr20	37180000	37220000	chr20	37520000	37540000	16513	16517	16513_16517	5	6	TRUE	shared
chr20	37250000	37290000	chr20	37370000	37400000	16515	16516	16515_16516	5	8	TRUE	shared
chr20	37250000	37290000	chr20	37520000	37540000	16515	16517	16515_16517	5	11	TRUE	shared
chr20	37370000	37400000	chr20	37520000	37540000	16516	16517	16516_16517	5	8	TRUE	shared
chr20	37550000	37600000	chr20	38000000	38070000	16518	16523	16518_16523	1	6	TRUE	shared
chr20	37550000	37600000	chr20	38190000	38240000	16518	16525	16518_16525	4	11	TRUE	shared
chr20	37550000	37600000	chr20	38320000	38340000	16518	16527	16518_16527	1	3	TRUE	shared
chr20	37640000	37670000	chr20	38190000	38240000	16519	16525	16519_16525	3	3	TRUE	shared
chr20	38000000	38070000	chr20	38190000	38240000	16523	16525	16523_16525	4	7	TRUE	shared
chr20	38640000	38660000	chr20	38730000	38760000	16530	16532	16530_16532	1	6	TRUE	shared
chr20	39850000	39900000	chr20	40670000	40760000	16537	16544	16537_16544	2	3	TRUE	shared
chr20	40130000	40180000	chr20	40670000	40760000	16539	16544	16539_16544	5	6	TRUE	shared
chr20	40250000	40280000	chr20	40670000	40760000	16540	16544	16540_16544	5	8	TRUE	shared
chr20	40670000	40760000	chr20	40930000	40960000	16544	16545	16544_16545	3	5	TRUE	shared
chr20	40970000	41000000	chr20	41090000	41120000	16546	16547	16546_16547	5	10	TRUE	shared
chr20	40970000	41000000	chr20	41320000	41350000	16546	16549	16546_16549	4	6	TRUE	shared
chr20	41160000	41190000	chr20	41320000	41350000	16548	16549	16548_16549	5	11	TRUE	shared
chr20	41720000	41760000	chr20	43170000	43220000	16553	16569	16553_16569	5	5	TRUE	shared
chr20	41940000	41980000	chr20	43170000	43220000	16557	16569	16557_16569	1	5	TRUE	shared
chr2	6900000	6920000	chr2	7020000	7050000	1655	1656	1655_1656	4	12	TRUE	shared
chr20	42190000	42220000	chr20	43170000	43220000	16561	16569	16561_16569	1	7	TRUE	shared
chr20	43530000	43560000	chr20	44070000	44100000	16576	16583	16576_16583	1	6	TRUE	shared
chr20	43740000	43760000	chr20	43910000	43950000	16578	16580	16578_16580	0	3	TRUE	shared
chr20	44180000	44230000	chr20	44300000	44320000	16585	16586	16585_16586	3	5	TRUE	shared
chr20	44360000	44400000	chr20	44600000	44630000	16587	16589	16587_16589	2	8	TRUE	shared
chr20	44670000	44700000	chr20	44860000	44880000	16590	16592	16590_16592	2	6	TRUE	shared
chr20	44740000	44760000	chr20	44860000	44880000	16591	16592	16591_16592	2	6	TRUE	shared
chr20	45000000	45050000	chr20	45280000	45340000	16593	16595	16593_16595	5	9	TRUE	shared
chr20	45090000	45130000	chr20	45280000	45340000	16594	16595	16594_16595	4	7	TRUE	shared
chr20	45280000	45340000	chr20	45430000	45460000	16595	16598	16595_16598	4	10	TRUE	shared
chr20	45280000	45340000	chr20	45750000	45780000	16595	16604	16595_16604	5	9	TRUE	shared
chr20	45430000	45460000	chr20	45750000	45780000	16598	16604	16598_16604	4	5	TRUE	shared
chr20	45530000	45560000	chr20	45750000	45780000	16601	16604	16601_16604	3	4	TRUE	shared
chr20	45800000	45820000	chr20	45940000	45970000	16605	16606	16605_16606	2	4	TRUE	shared
chr20	46120000	46150000	chr20	46320000	46350000	16608	16610	16608_16610	4	10	TRUE	shared
chr20	46120000	46150000	chr20	46410000	46440000	16608	16611	16608_16611	4	6	TRUE	shared
chr2	7410000	7440000	chr2	8670000	8720000	1660	1677	1660_1677	5	11	TRUE	shared
chr20	46740000	46780000	chr20	47150000	47180000	16614	16620	16614_16620	1	9	TRUE	shared
chr20	46740000	46780000	chr20	47370000	47410000	16614	16623	16614_16623	1	5	TRUE	shared
chr20	47190000	47230000	chr20	47370000	47410000	16621	16623	16621_16623	2	5	TRUE	shared
chr20	47240000	47300000	chr20	47370000	47410000	16622	16623	16622_16623	5	10	TRUE	shared
chr20	47240000	47300000	chr20	47610000	47710000	16622	16625	16622_16625	4	3	TRUE	shared
chr20	47370000	47410000	chr20	47610000	47710000	16623	16625	16623_16625	4	5	TRUE	shared
chr20	47610000	47710000	chr20	48590000	48630000	16625	16634	16625_16634	6	12	TRUE	shared
chr20	47610000	47710000	chr20	48880000	48920000	16625	16639	16625_16639	3	4	TRUE	shared
chr20	47760000	47800000	chr20	48590000	48630000	16627	16634	16627_16634	5	10	TRUE	shared
chr20	48640000	48670000	chr20	48880000	48920000	16635	16639	16635_16639	5	12	TRUE	shared
chr20	49120000	49140000	chr20	49210000	49220000	16642	16643	16642_16643	0	3	TRUE	shared
chr20	49300000	49350000	chr20	49490000	49550000	16645	16646	16645_16646	5	12	TRUE	shared
chr20	49300000	49350000	chr20	49830000	49860000	16645	16649	16645_16649	1	3	TRUE	shared
chr20	49580000	49630000	chr20	49900000	49940000	16647	16651	16647_16651	2	5	TRUE	shared
chr20	49970000	49980000	chr20	50070000	50090000	16652	16653	16652_16653	5	10	TRUE	shared
chr20	50170000	50210000	chr20	50440000	50500000	16654	16658	16654_16658	5	12	TRUE	shared
chr20	50170000	50210000	chr20	50570000	50600000	16654	16659	16654_16659	5	8	TRUE	shared
chr20	50440000	50500000	chr20	50570000	50600000	16658	16659	16658_16659	3	5	TRUE	shared
chr20	50770000	50810000	chr20	50930000	50960000	16661	16662	16661_16662	3	6	TRUE	shared
chr20	50970000	51010000	chr20	51300000	51330000	16663	16665	16663_16665	5	12	TRUE	shared
chr20	50970000	51010000	chr20	51580000	51660000	16663	16667	16663_16667	4	9	TRUE	shared
chr20	51350000	51390000	chr20	51580000	51660000	16666	16667	16666_16667	5	11	TRUE	shared
chr20	51350000	51390000	chr20	52050000	52090000	16666	16672	16666_16672	5	3	TRUE	shared
chr20	51580000	51660000	chr20	51960000	51980000	16667	16670	16667_16670	0	3	TRUE	shared
chr20	51580000	51660000	chr20	52050000	52090000	16667	16672	16667_16672	5	6	TRUE	shared
chr20	51790000	51810000	chr20	52050000	52090000	16669	16672	16669_16672	4	6	TRUE	shared
chr20	52300000	52330000	chr20	53520000	53600000	16675	16682	16675_16682	2	4	TRUE	shared
chr20	52730000	52780000	chr20	53520000	53600000	16678	16682	16678_16682	1	3	TRUE	shared
chr20	53520000	53600000	chr20	53900000	53930000	16682	16687	16682_16687	5	4	TRUE	shared
chr20	54090000	54110000	chr20	54190000	54240000	16692	16693	16692_16693	5	9	TRUE	shared
chr20	54190000	54240000	chr20	54630000	54690000	16693	16695	16693_16695	5	10	TRUE	shared
chr20	56540000	56580000	chr20	56950000	57020000	16709	16711	16709_16711	5	11	TRUE	shared
chr20	57050000	57100000	chr20	57310000	57400000	16713	16715	16713_16715	5	12	TRUE	shared
chr20	57310000	57400000	chr20	57480000	57530000	16715	16718	16715_16718	5	11	TRUE	shared
chr20	57310000	57400000	chr20	58170000	58260000	16715	16726	16715_16726	5	6	TRUE	shared
chr20	57480000	57530000	chr20	57580000	57660000	16718	16719	16718_16719	4	9	TRUE	shared
chr20	57480000	57530000	chr20	58170000	58260000	16718	16726	16718_16726	5	12	TRUE	shared
chr20	57580000	57660000	chr20	58070000	58110000	16719	16725	16719_16725	3	6	TRUE	shared
chr20	57580000	57660000	chr20	58170000	58260000	16719	16726	16719_16726	5	13	TRUE	shared
chr20	58170000	58260000	chr20	58430000	58460000	16726	16728	16726_16728	2	7	TRUE	shared
chr20	58830000	58900000	chr20	59020000	59100000	16731	16734	16731_16734	3	4	TRUE	shared
chr20	58830000	58900000	chr20	59210000	59250000	16731	16735	16731_16735	5	6	TRUE	shared
chr20	58830000	58900000	chr20	59380000	59500000	16731	16737	16731_16737	8	12	TRUE	shared
chr20	59020000	59100000	chr20	59210000	59250000	16734	16735	16734_16735	5	11	TRUE	shared
chr20	59020000	59100000	chr20	59380000	59500000	16734	16737	16734_16737	5	11	TRUE	shared
chr20	59560000	59590000	chr20	59740000	59760000	16738	16739	16738_16739	1	6	TRUE	shared
chr2	8510000	8560000	chr2	8670000	8720000	1673	1677	1673_1677	2	4	TRUE	shared
chr20	60040000	60090000	chr20	61860000	61910000	16741	16754	16741_16754	0	5	TRUE	shared
chr20	61980000	62030000	chr20	62130000	62160000	16755	16757	16755_16757	2	8	TRUE	shared
chr20	62490000	62510000	chr20	62780000	62820000	16763	16767	16763_16767	4	3	TRUE	shared
chr20	62630000	62680000	chr20	62780000	62820000	16765	16767	16765_16767	3	8	TRUE	shared
chr20	63530000	63560000	chr20	63860000	63870000	16774	16779	16774_16779	1	3	TRUE	shared
chr20	63530000	63560000	chr20	63960000	63980000	16774	16782	16774_16782	3	6	TRUE	shared
chr21	14840000	14880000	chr21	15470000	15500000	16787	16790	16787_16790	4	7	TRUE	shared
chr1	18890000	18920000	chr1	19080000	19120000	167	168	167_168	5	12	TRUE	shared
chr21	17380000	17400000	chr21	17560000	17600000	16804	16806	16804_16806	2	8	TRUE	shared
chr2	8860000	8880000	chr2	9120000	9170000	1680	1681	1680_1681	3	5	TRUE	shared
chr2	9120000	9170000	chr2	9330000	9370000	1681	1682	1681_1682	4	7	TRUE	shared
chr21	25600000	25620000	chr21	25700000	25730000	16822	16823	16822_16823	4	5	TRUE	shared
chr21	25860000	25920000	chr21	26150000	26190000	16826	16828	16826_16828	4	6	TRUE	shared
chr21	26840000	26870000	chr21	28320000	28350000	16832	16840	16832_16840	3	5	TRUE	shared
chr21	26840000	26870000	chr21	28720000	28760000	16832	16842	16832_16842	2	3	TRUE	shared
chr2	9800000	9830000	chr2	9950000	9980000	1683	1684	1683_1684	4	3	TRUE	shared
chr2	9800000	9830000	chr2	10020000	10090000	1683	1685	1683_1685	5	8	TRUE	shared
chr21	28500000	28520000	chr21	28720000	28760000	16841	16842	16841_16842	1	5	TRUE	shared
chr21	29080000	29110000	chr21	29340000	29380000	16843	16846	16843_16846	5	6	TRUE	shared
chr21	29150000	29180000	chr21	29340000	29380000	16845	16846	16845_16846	4	7	TRUE	shared
chr21	31070000	31120000	chr21	31570000	31610000	16856	16859	16856_16859	5	7	TRUE	shared
chr21	31340000	31360000	chr21	31570000	31610000	16858	16859	16858_16859	1	3	TRUE	shared
chr2	10020000	10090000	chr2	10410000	10460000	1685	1688	1685_1688	2	3	TRUE	shared
chr21	31760000	31800000	chr21	32240000	32320000	16860	16863	16860_16863	5	8	TRUE	shared
chr21	31850000	31890000	chr21	32240000	32320000	16862	16863	16862_16863	4	10	TRUE	shared
chr21	32240000	32320000	chr21	32570000	32600000	16863	16865	16863_16865	3	3	TRUE	shared
chr21	32390000	32420000	chr21	32570000	32600000	16864	16865	16864_16865	5	9	TRUE	shared
chr21	32820000	32850000	chr21	33150000	33220000	16866	16869	16866_16869	4	3	TRUE	shared
chr21	33150000	33220000	chr21	33350000	33380000	16869	16870	16869_16870	1	4	TRUE	shared
chr21	33150000	33220000	chr21	33430000	33460000	16869	16871	16869_16871	4	7	TRUE	shared
chr2	10100000	10160000	chr2	10410000	10460000	1686	1688	1686_1688	5	12	TRUE	shared
chr2	10100000	10160000	chr2	10650000	10680000	1686	1689	1686_1689	5	11	TRUE	shared
chr21	33590000	33650000	chr21	33880000	33900000	16872	16873	16872_16873	3	6	TRUE	shared
chr21	33920000	33940000	chr21	34330000	34360000	16874	16876	16874_16876	2	4	TRUE	shared
chr21	34720000	34770000	chr21	35380000	35430000	16879	16881	16879_16881	1	6	TRUE	shared
chr21	34720000	34770000	chr21	35830000	35850000	16879	16883	16879_16883	1	3	TRUE	shared
chr21	36140000	36150000	chr21	36310000	36340000	16886	16888	16886_16888	2	4	TRUE	shared
chr2	10410000	10460000	chr2	10650000	10680000	1688	1689	1688_1689	3	6	TRUE	shared
chr21	37670000	37730000	chr21	38340000	38380000	16903	16908	16903_16908	2	8	TRUE	shared
chr21	38150000	38230000	chr21	38340000	38380000	16907	16908	16907_16908	8	12	TRUE	shared
chr21	38490000	38530000	chr21	39110000	39160000	16910	16919	16910_16919	5	7	TRUE	shared
chr21	38700000	38760000	chr21	39110000	39160000	16914	16919	16914_16919	5	12	TRUE	shared
chr21	38790000	38830000	chr21	39110000	39160000	16915	16919	16915_16919	5	6	TRUE	shared
chr2	10820000	10860000	chr2	11110000	11150000	1691	1692	1691_1692	5	11	TRUE	shared
chr2	10820000	10860000	chr2	11410000	11460000	1691	1695	1691_1695	3	5	TRUE	shared
chr21	39510000	39530000	chr21	39710000	39730000	16921	16922	16921_16922	5	10	TRUE	shared
chr21	40100000	40170000	chr21	40380000	40410000	16927	16928	16927_16928	4	6	TRUE	shared
chr2	11110000	11150000	chr2	11410000	11460000	1692	1695	1692_1695	3	6	TRUE	shared
chr21	41270000	41300000	chr21	41440000	41470000	16939	16940	16939_16940	5	6	TRUE	shared
chr21	41600000	41630000	chr21	41760000	41840000	16942	16944	16942_16944	5	9	TRUE	shared
chr21	41600000	41630000	chr21	42100000	42130000	16942	16948	16942_16948	1	4	TRUE	shared
chr21	41760000	41840000	chr21	42100000	42130000	16944	16948	16944_16948	5	6	TRUE	shared
chr21	42140000	42160000	chr21	42270000	42320000	16949	16951	16949_16951	0	7	TRUE	shared
chr2	11220000	11250000	chr2	11410000	11460000	1694	1695	1694_1695	5	9	TRUE	shared
chr21	42580000	42610000	chr21	42800000	42840000	16956	16958	16956_16958	5	5	TRUE	shared
chr21	43790000	43820000	chr21	43940000	43980000	16965	16966	16965_16966	5	10	TRUE	shared
chr21	44500000	44530000	chr21	44750000	44800000	16968	16970	16968_16970	2	7	TRUE	shared
chr2	11470000	11490000	chr2	11570000	11610000	1696	1697	1696_1697	5	12	TRUE	shared
chr21	44940000	44970000	chr21	45120000	45150000	16972	16973	16972_16973	5	10	TRUE	shared
chr21	45270000	45310000	chr21	45430000	45460000	16974	16975	16974_16975	4	7	TRUE	shared
chr21	45550000	45590000	chr21	45810000	45830000	16977	16978	16977_16978	2	9	TRUE	shared
chr21	45960000	45990000	chr21	46110000	46150000	16980	16981	16980_16981	2	4	TRUE	shared
chr22	17070000	17100000	chr22	17490000	17520000	16984	16987	16984_16987	5	11	TRUE	shared
chr22	17170000	17230000	chr22	17490000	17520000	16985	16987	16985_16987	5	11	TRUE	shared
chr2	11680000	11710000	chr2	11780000	11790000	1698	1699	1698_1699	2	5	TRUE	shared
chr22	17820000	17850000	chr22	18000000	18040000	16992	16994	16992_16994	1	3	TRUE	shared
chr22	17820000	17850000	chr22	18050000	18100000	16992	16995	16992_16995	5	8	TRUE	shared
chr22	19140000	19210000	chr22	19440000	19500000	16999	17001	16999_17001	2	5	TRUE	shared
chr22	19140000	19210000	chr22	19610000	19640000	16999	17002	16999_17002	1	5	TRUE	shared
chr1	19240000	19290000	chr1	19630000	19690000	169	174	169_174	2	4	TRUE	shared
chr22	19440000	19500000	chr22	19610000	19640000	17001	17002	17001_17002	3	10	TRUE	shared
chr22	19710000	19760000	chr22	19900000	19930000	17004	17006	17004_17006	5	11	TRUE	shared
chr2	11810000	11870000	chr2	12700000	12750000	1700	1704	1700_1704	5	10	TRUE	shared
chr2	11810000	11870000	chr2	12910000	12940000	1700	1705	1700_1705	4	4	TRUE	shared
chr2	11810000	11870000	chr2	12960000	13020000	1700	1706	1700_1706	7	12	TRUE	shared
chr22	21700000	21740000	chr22	21920000	21950000	17011	17013	17011_17013	4	5	TRUE	shared
chr22	22830000	22860000	chr22	23100000	23140000	17019	17023	17019_17023	2	3	TRUE	shared
