chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale	Benign	Malignant	Consistent_in_benign_or_tumour
chr2	24490000	24510000	chr2	24800000	24850000	1769	1771	1769_1771	0.185826582658265	3.2	1	0	FALSE
chr2	26930000	26960000	chr2	27270000	27300000	1788	1791	1788_1791	0.188752143356339	3.2	1	0	FALSE
chr2	28550000	28610000	chr2	28730000	28740000	1800	1801	1800_1801	0.00606844853469857	2.59920766833995	1	0	FALSE
chr2	28950000	28980000	chr2	30020000	30030000	1804	1810	1804_1810	0.175610774655123	2.59920766833995	1	0	FALSE
chr2	30840000	30860000	chr2	31150000	31190000	1821	1822	1821_1822	0.180044640324873	2.59920766833995	1	0	FALSE
chr2	37390000	37420000	chr2	37700000	37710000	1844	1847	1844_1847	0.161716794914541	3.2	1	0	FALSE
chr2	37950000	37960000	chr2	38250000	38290000	1849	1853	1849_1853	0.172414068827586	2.59920766833995	1	0	FALSE
chr2	39350000	39370000	chr2	39730000	39740000	1863	1864	1863_1864	0.134070481216784	2.59920766833995	1	0	FALSE
chr2	42820000	42860000	chr2	43540000	43560000	1885	1893	1885_1893	0.030029847171668	3.67583473599051	1	0	FALSE
chr2	42940000	42990000	chr2	43540000	43560000	1886	1893	1886_1893	0.0701079715361289	3.67583473599051	1	0	FALSE
chr2	45760000	45800000	chr2	45910000	45950000	1905	1906	1905_1906	0.126976883556063	2.59920766833995	1	0	FALSE
chr2	45970000	46030000	chr2	46320000	46330000	1907	1910	1907_1910	0.0969715577053841	4.52548339959391	1	0	FALSE
chr2	59330000	59340000	chr2	60080000	60090000	1986	1989	1986_1989	0.179220970586902	2.59920766833995	1	0	FALSE
chr2	61250000	61270000	chr2	61490000	61510000	2001	2005	2001_2005	0.101550841878561	2.59920766833995	1	0	FALSE
chr2	61290000	61300000	chr2	61860000	61880000	2002	2006	2002_2006	0.136587894039348	2.59920766833995	1	0	FALSE
chr2	61910000	61930000	chr2	62300000	62310000	2007	2011	2007_2011	0.194973484438689	2.59920766833995	1	0	FALSE
chr2	65680000	65690000	chr2	66400000	66410000	2040	2044	2040_2044	0.136587894039348	3.2	1	0	FALSE
chr2	66420000	66470000	chr2	67650000	67660000	2045	2056	2045_2056	0.0413960361846803	2.59920766833995	1	0	FALSE
chr2	66560000	66600000	chr2	67460000	67480000	2046	2055	2046_2055	0.103459435811818	2.59920766833995	1	0	FALSE
chr2	68460000	68490000	chr2	68900000	68920000	2062	2065	2062_2065	0.164866790172303	3.2	1	0	FALSE
chr2	71600000	71630000	chr2	72060000	72070000	2093	2096	2093_2096	0.171916431442936	2.59920766833995	1	0	FALSE
chr2	73900000	73910000	chr2	74120000	74150000	2107	2108	2107_2108	0.169336023007835	2.59920766833995	1	0	FALSE
chr1	24170000	24210000	chr1	24500000	24510000	218	220	218_220	0.161161666326331	2.59920766833995	1	0	FALSE
chr2	96580000	96590000	chr2	96940000	96960000	2209	2211	2209_2211	0.178090325312629	2.59920766833995	1	0	FALSE
chr2	101300000	101310000	chr2	101820000	101850000	2241	2245	2241_2245	0.159472440068275	3.2	2	0	FALSE
chr2	101390000	101430000	chr2	102430000	102460000	2243	2252	2243_2252	0.167765155402358	3.2	2	0	FALSE
chr2	105730000	105740000	chr2	106070000	106110000	2270	2272	2270_2272	0.188607323867647	3.2	1	0	FALSE
chr2	108210000	108230000	chr2	108570000	108580000	2283	2286	2283_2286	0.108209535005327	3.2	1	0	FALSE
chr2	147930000	148000000	chr2	148950000	148960000	2445	2449	2445_2449	0.132430745355414	5.57152360509519	1	0	FALSE
chr2	148640000	148650000	chr2	148970000	149030000	2447	2450	2447_2450	0.0301885564304706	2.59920766833995	1	0	FALSE
chr2	152030000	152050000	chr2	152600000	152640000	2462	2467	2462_2467	0.154811695403448	3.2	1	0	FALSE
chr2	157990000	158040000	chr2	158640000	158650000	2488	2490	2488_2490	0.0559648744583687	2.59920766833995	1	0	FALSE
chr2	163300000	163350000	chr2	164010000	164020000	2515	2517	2515_2517	0.184138043412628	2.59920766833995	1	0	FALSE
chr1	28370000	28390000	chr1	28610000	28620000	257	261	257_261	0.130170132383664	3.2	1	0	FALSE
chr2	173750000	173760000	chr2	174080000	174090000	2589	2592	2589_2592	0.189569091011378	2.59920766833995	1	0	FALSE
chr2	173870000	173890000	chr2	174030000	174070000	2590	2591	2590_2591	0.189569091011378	2.59920766833995	1	0	FALSE
chr2	175400000	175410000	chr2	176060000	176100000	2606	2608	2606_2608	0.130285559380749	2.59920766833995	1	0	FALSE
chr2	188500000	188550000	chr2	189070000	189110000	2671	2674	2671_2674	0.144694759326931	3.2	1	0	FALSE
chr2	189460000	189480000	chr2	189610000	189620000	2679	2680	2679_2680	0.118616525278335	2.59920766833995	1	0	FALSE
chr2	189770000	189780000	chr2	190060000	190100000	2684	2686	2684_2686	0.155148044933801	3.2	1	0	FALSE
chr2	197170000	197180000	chr2	197330000	197340000	2717	2720	2717_2720	0.191504842390788	3.67583473599051	1	0	FALSE
chr1	29280000	29290000	chr1	30070000	30120000	271	277	271_277	0.179694977997146	3.2	1	0	FALSE
chr2	198340000	198350000	chr2	199470000	199510000	2726	2728	2726_2728	0.137943564058325	2.59920766833995	1	0	FALSE
chr2	200890000	200930000	chr2	201610000	201620000	2741	2747	2741_2747	0.118277240440044	2.59920766833995	1	0	FALSE
chr2	202570000	202590000	chr2	202920000	202930000	2757	2760	2757_2760	0.175432003362198	2.59920766833995	1	0	FALSE
chr2	203210000	203250000	chr2	203440000	203450000	2763	2765	2763_2765	0.178340646308833	2.59920766833995	1	0	FALSE
chr2	204300000	204310000	chr2	205650000	205690000	2771	2777	2771_2777	0.0814863854778137	4.52548339959391	1	0	FALSE
chr2	212130000	212140000	chr2	212540000	212590000	2813	2814	2813_2814	0.190043749888436	3.2	1	0	FALSE
chr2	216650000	216720000	chr2	217240000	217250000	2838	2844	2838_2844	0.174273674063678	2.59920766833995	1	0	FALSE
chr2	218950000	218960000	chr2	219280000	219340000	2864	2867	2864_2867	0.17453868885652	2.59920766833995	1	0	FALSE
chr2	220970000	220980000	chr2	221560000	221600000	2879	2886	2879_2886	0.187160468889525	3.2	1	0	FALSE
chr2	221170000	221180000	chr2	221560000	221600000	2883	2886	2883_2886	0.120862631462322	2.59920766833995	1	0	FALSE
chr1	4630000	4670000	chr1	5430000	5440000	28	35	28_35	0.139581062801919	2.59920766833995	1	0	FALSE
chr1	4630000	4670000	chr1	5730000	5770000	28	39	28_39	0.127289338484715	3.2	1	0	FALSE
chr2	225630000	225690000	chr2	227080000	227090000	2925	2940	2925_2940	0.138213870358911	3.2	1	0	FALSE
chr2	225870000	225920000	chr2	226200000	226220000	2926	2931	2926_2931	0.155133700221499	2.59920766833995	1	0	FALSE
chr2	226120000	226130000	chr2	226790000	226840000	2929	2938	2929_2938	0.171131928588229	3.67583473599051	1	0	FALSE
chr2	226460000	226470000	chr2	226790000	226840000	2933	2938	2933_2938	0.167389813740517	2.59920766833995	1	0	FALSE
chr2	227400000	227420000	chr2	227790000	227800000	2943	2947	2943_2947	0.138213870358911	2.59920766833995	1	0	FALSE
chr2	229340000	229350000	chr2	229570000	229600000	2962	2964	2962_2964	0.0724292458804387	2.59920766833995	1	0	FALSE
chr2	231880000	231940000	chr2	232250000	232260000	2982	2984	2982_2984	0.120673872225928	3.67583473599051	1	0	FALSE
chr2	233430000	233480000	chr2	233690000	233700000	2998	2999	2998_2999	0.135308900014839	2.59920766833995	1	0	FALSE
chr2	234720000	234730000	chr2	235080000	235160000	3009	3018	3009_3018	0.170223791212901	2.59920766833995	1	0	FALSE
chr2	238350000	238380000	chr2	238480000	238490000	3046	3048	3046_3048	0.141283604099982	2.59920766833995	1	0	FALSE
chr2	239410000	239430000	chr2	239870000	239900000	3060	3063	3060_3063	0.180230867111313	2.59920766833995	1	0	FALSE
chr2	240870000	240890000	chr2	241200000	241240000	3072	3074	3072_3074	0.163402090375722	2.59920766833995	2	0	FALSE
chr3	4690000	4740000	chr3	4860000	4890000	3101	3103	3101_3103	0.0557702792092811	2.59920766833995	3	0	TRUE
chr3	13110000	13120000	chr3	13630000	13650000	3151	3156	3151_3156	0.0874294943126827	2.59920766833995	1	0	FALSE
chr3	13660000	13670000	chr3	14090000	14130000	3157	3159	3157_3159	0.189272636268138	2.59920766833995	1	0	FALSE
chr3	14510000	14520000	chr3	14900000	14940000	3164	3167	3164_3167	0.126198124253175	2.59920766833995	1	0	FALSE
chr3	15410000	15420000	chr3	15550000	15580000	3171	3172	3171_3172	0.156833604608093	2.59920766833995	1	0	FALSE
chr1	33840000	33850000	chr1	34580000	34610000	317	321	317_321	0.158367928464261	2.59920766833995	1	0	FALSE
chr3	24950000	24960000	chr3	25570000	25610000	3221	3225	3221_3225	0.166570853234081	3.2	1	0	FALSE
chr3	25020000	25050000	chr3	25420000	25430000	3223	3224	3223_3224	0.184496382036535	2.59920766833995	1	0	FALSE
chr3	29270000	29280000	chr3	29750000	29780000	3240	3241	3240_3241	0.0980585532933354	2.59920766833995	2	0	FALSE
chr3	32170000	32180000	chr3	32460000	32480000	3251	3254	3251_3254	0.156318862812816	2.59920766833995	1	0	FALSE
chr3	40800000	40810000	chr3	41860000	41930000	3317	3335	3317_3335	0.156547833785806	2.59920766833995	1	0	FALSE
chr3	42230000	42260000	chr3	42850000	42860000	3338	3344	3338_3344	0.185959211405969	3.2	1	0	FALSE
chr3	42560000	42570000	chr3	42730000	42750000	3341	3343	3341_3343	0.185959211405969	2.59920766833995	1	0	FALSE
chr3	45940000	45960000	chr3	46350000	46360000	3373	3376	3373_3376	0.1545572360478	2.59920766833995	1	0	FALSE
chr1	36490000	36500000	chr1	37410000	37480000	337	342	337_342	0.0641081538851165	2.59920766833995	2	0	FALSE
chr3	49130000	49140000	chr3	49430000	49460000	3401	3405	3401_3405	0.174303186711059	3.2	1	0	FALSE
chr3	49150000	49170000	chr3	49430000	49460000	3402	3405	3402_3405	0.0624719930413759	2.59920766833995	2	0	FALSE
chr3	50530000	50570000	chr3	51340000	51390000	3416	3425	3416_3425	0.160243918603234	2.59920766833995	1	0	FALSE
chr3	50640000	50650000	chr3	51340000	51390000	3418	3425	3418_3425	0.1112205417442	3.67583473599051	1	0	FALSE
chr3	51930000	51940000	chr3	52130000	52150000	3429	3431	3429_3431	0.196201103219912	2.59920766833995	1	0	FALSE
chr3	58990000	59010000	chr3	59800000	59870000	3487	3496	3487_3496	0.135857611787777	3.2	2	0	FALSE
chr3	59550000	59600000	chr3	59780000	59790000	3493	3495	3493_3495	0.18087434875645	3.2	1	0	FALSE
chr3	64020000	64050000	chr3	64450000	64460000	3524	3531	3524_3531	0.0436595143490847	3.67583473599051	1	0	FALSE
chr3	64680000	64700000	chr3	65230000	65260000	3535	3540	3535_3540	0.150315542740855	3.2	1	0	FALSE
chr3	69660000	69700000	chr3	69930000	69950000	3576	3578	3576_3578	0.0974795332191611	3.2	1	0	FALSE
chr3	70310000	70320000	chr3	71620000	71670000	3581	3599	3581_3599	0.127816209464217	2.59920766833995	1	0	FALSE
chr3	70530000	70580000	chr3	70920000	70930000	3583	3587	3583_3587	0.109060486236154	3.2	1	0	FALSE
chr3	70530000	70580000	chr3	71040000	71070000	3583	3590	3583_3590	0.184653723377895	2.59920766833995	1	0	FALSE
chr1	38860000	38880000	chr1	39010000	39020000	358	359	358_359	0.18939695253032	2.59920766833995	1	0	FALSE
chr3	71280000	71320000	chr3	71570000	71610000	3593	3598	3593_3598	0.118818873567018	2.59920766833995	2	0	FALSE
chr3	71830000	71840000	chr3	72800000	72860000	3602	3615	3602_3615	0.174790389733934	2.59920766833995	1	0	FALSE
chr3	71920000	71960000	chr3	72660000	72670000	3604	3614	3604_3614	0.184653723377895	2.59920766833995	1	0	FALSE
chr3	72890000	72900000	chr3	73050000	73130000	3616	3619	3616_3619	0.171574732992978	4.22242531447326	1	0	FALSE
chr1	39070000	39120000	chr1	39290000	39300000	361	363	361_363	0.154391285717448	2.59920766833995	1	0	FALSE
chr3	81670000	81680000	chr3	82150000	82160000	3647	3649	3647_3649	0.194628468321389	2.59920766833995	1	0	FALSE
chr3	86760000	86790000	chr3	87070000	87080000	3650	3651	3650_3651	0.0629984146241767	3.67583473599051	1	0	FALSE
chr3	86760000	86790000	chr3	87120000	87130000	3650	3652	3650_3652	0.153147137306009	5.19841533667991	1	0	FALSE
chr3	86760000	86790000	chr3	87190000	87200000	3650	3654	3650_3654	0.136624353710309	3.67583473599051	1	0	FALSE
chr3	100880000	100900000	chr3	101180000	101210000	3693	3694	3693_3694	0.114759073796495	2.59920766833995	2	0	FALSE
chr3	113070000	113080000	chr3	113270000	113290000	3743	3745	3743_3745	0.173220208636577	5.19841533667991	1	0	FALSE
chr3	114270000	114280000	chr3	115670000	115720000	3753	3763	3753_3763	0.175651608068848	2.59920766833995	1	0	FALSE
chr1	40110000	40160000	chr1	40540000	40550000	375	380	375_380	0.114919008912438	2.59920766833995	1	0	FALSE
chr3	119880000	119900000	chr3	120220000	120230000	3784	3787	3784_3787	0.181599711155176	3.2	1	0	FALSE
chr3	120260000	120270000	chr3	120540000	120550000	3789	3791	3789_3791	0.17705085140036	2.59920766833995	1	0	FALSE
chr3	126970000	127000000	chr3	127540000	127560000	3831	3836	3831_3836	0.12298905542084	2.59920766833995	2	0	FALSE
chr3	128410000	128430000	chr3	128560000	128610000	3846	3848	3846_3848	0.1777646542903	2.59920766833995	2	0	FALSE
chr3	128640000	128660000	chr3	128840000	128850000	3849	3852	3849_3852	0.104699383555531	4.22242531447326	2	0	FALSE
chr3	129620000	129660000	chr3	129980000	129990000	3857	3860	3857_3860	0.16499682817603	3.2	1	0	FALSE
chr3	131780000	131810000	chr3	132010000	132060000	3877	3879	3877_3879	0.061306202369143	2.59920766833995	5	0	TRUE
chr3	132010000	132060000	chr3	132190000	132200000	3879	3881	3879_3881	0.0748141704397053	2.59920766833995	1	0	FALSE
chr3	136060000	136100000	chr3	136860000	136880000	3909	3917	3909_3917	0.13673416024437	2.59920766833995	2	0	FALSE
chr3	136830000	136840000	chr3	137000000	137030000	3916	3918	3916_3918	0.1947460325172	2.59920766833995	1	0	FALSE
chr1	42110000	42180000	chr1	42340000	42360000	391	393	391_393	0.087784274344593	2.59920766833995	2	0	FALSE
chr3	138450000	138460000	chr3	138900000	138960000	3929	3933	3929_3933	0.0497235252563756	3.67583473599051	1	0	FALSE
chr3	141300000	141370000	chr3	141890000	141930000	3953	3958	3953_3958	0.164438887721307	3.67583473599051	1	0	FALSE
chr3	141440000	141490000	chr3	141890000	141930000	3954	3958	3954_3958	0.0992227173549114	2.59920766833995	2	0	FALSE
chr3	149500000	149560000	chr3	149760000	149770000	4002	4005	4002_4005	0.138162616904868	3.2	1	0	FALSE
chr3	150260000	150280000	chr3	150480000	150500000	4011	4014	4011_4014	0.0697565411843483	3.2	2	0	FALSE
chr3	150770000	150780000	chr3	151130000	151150000	4019	4023	4019_4023	0.156410541885258	3.67583473599051	1	0	FALSE
chr3	150910000	150920000	chr3	151130000	151150000	4022	4023	4022_4023	0.123670942998652	3.2	1	0	FALSE
chr3	151430000	151470000	chr3	151870000	151880000	4029	4031	4029_4031	0.192876511940123	6.4	1	0	FALSE
chr1	43220000	43240000	chr1	43520000	43530000	403	406	403_406	0.144270737717123	2.59920766833995	1	0	FALSE
chr3	154720000	154780000	chr3	155680000	155710000	4051	4061	4051_4061	0.0659376704018328	2.59920766833995	1	0	FALSE
chr3	167380000	167410000	chr3	167900000	167910000	4108	4111	4108_4111	0.165974352584855	2.59920766833995	1	0	FALSE
chr1	44210000	44230000	chr1	44620000	44630000	410	413	410_413	0.190705522722385	3.2	1	0	FALSE
chr3	172310000	172360000	chr3	172650000	172680000	4133	4137	4133_4137	0.116617945295603	3.2	2	0	FALSE
chr3	172480000	172510000	chr3	172620000	172630000	4134	4136	4134_4136	0.128417957170583	3.67583473599051	1	0	FALSE
chr3	176930000	176940000	chr3	178350000	178380000	4143	4157	4143_4157	0.195656719859104	2.59920766833995	1	0	FALSE
chr3	176950000	176960000	chr3	178350000	178380000	4144	4157	4144_4157	0.137781132457078	2.59920766833995	1	0	FALSE
chr3	177340000	177380000	chr3	177600000	177610000	4148	4152	4148_4152	0.192015677058712	2.59920766833995	1	0	FALSE
chr3	177340000	177380000	chr3	177800000	177810000	4148	4154	4148_4154	0.137781132457078	2.59920766833995	1	0	FALSE
chr3	188010000	188020000	chr3	188920000	188980000	4228	4245	4228_4245	0.0852444834166442	3.67583473599051	1	0	FALSE
chr3	188030000	188070000	chr3	188150000	188220000	4229	4230	4229_4230	0.144239245250507	2.59920766833995	1	0	FALSE
chr3	188450000	188490000	chr3	188920000	188980000	4235	4245	4235_4245	0.199251937859634	2.59920766833995	1	0	FALSE
chr1	46030000	46050000	chr1	46210000	46220000	423	425	423_425	0.0873727272260752	2.59920766833995	1	0	FALSE
chr4	2210000	2250000	chr4	2710000	2720000	4329	4332	4329_4332	0.0961414066673077	3.2	1	0	FALSE
chr4	15440000	15490000	chr4	15950000	15970000	4407	4412	4407_4412	0.0705174466425157	4.22242531447326	2	0	FALSE
chr4	17530000	17570000	chr4	17800000	17850000	4422	4426	4422_4426	0.108955397858158	2.59920766833995	1	0	FALSE
chr4	20400000	20430000	chr4	20660000	20670000	4434	4436	4434_4436	0.0994503602173116	3.67583473599051	1	0	FALSE
chr4	25160000	25170000	chr4	25350000	25380000	4460	4462	4460_4462	0.0983824702132699	2.59920766833995	2	0	FALSE
chr1	48560000	48580000	chr1	48810000	48830000	448	450	448_450	0.179106171740424	2.59920766833995	1	0	FALSE
chr4	39670000	39680000	chr4	39950000	39980000	4493	4496	4493_4496	0.119904597756704	2.59920766833995	1	0	FALSE
chr4	47670000	47710000	chr4	47890000	47900000	4521	4523	4521_4523	0.187790596675026	4.52548339959391	1	0	FALSE
chr1	49160000	49170000	chr1	49630000	49640000	452	456	452_456	0.156795745271905	2.59920766833995	1	0	FALSE
chr4	52560000	52570000	chr4	52960000	53020000	4539	4543	4539_4543	0.186615252937196	4.22242531447326	1	0	FALSE
chr1	49280000	49290000	chr1	49540000	49550000	453	454	453_454	0.166696379216211	2.59920766833995	1	0	FALSE
chr4	70670000	70680000	chr4	70990000	71020000	4587	4589	4587_4589	0.186464173374444	3.67583473599051	1	0	FALSE
chr4	71210000	71220000	chr4	71700000	71720000	4591	4595	4591_4595	0.156656093479169	3.2	1	0	FALSE
chr4	73070000	73080000	chr4	73240000	73260000	4601	4603	4601_4603	0.176716345966039	3.2	2	0	FALSE
chr4	73320000	73340000	chr4	74110000	74150000	4604	4611	4604_4611	0.171397959369159	2.59920766833995	1	0	FALSE
chr4	76470000	76550000	chr4	77330000	77360000	4633	4643	4633_4643	0.0536502246803661	2.59920766833995	1	0	FALSE
chr4	78940000	78970000	chr4	80300000	80310000	4656	4670	4656_4670	0.107742127096936	4.52548339959391	1	0	FALSE
chr4	79250000	79260000	chr4	80190000	80230000	4660	4669	4660_4669	0.151607739544033	2.59920766833995	1	0	FALSE
chr4	79560000	79600000	chr4	80190000	80230000	4661	4669	4661_4669	0.0752201184936695	2.59920766833995	1	0	FALSE
chr1	50890000	50900000	chr1	51170000	51200000	466	468	466_468	0.178195819049856	2.59920766833995	1	0	FALSE
chr4	82440000	82480000	chr4	83050000	83080000	4685	4690	4685_4690	0.183295537008309	2.59920766833995	1	0	FALSE
chr1	51290000	51300000	chr1	51750000	51780000	469	474	469_474	0.0762566826536245	2.59920766833995	1	0	FALSE
chr4	85070000	85080000	chr4	85730000	85760000	4708	4714	4708_4714	0.109919636482109	2.59920766833995	1	0	FALSE
chr1	51310000	51320000	chr1	51530000	51550000	470	472	470_472	0.104527062736019	2.59920766833995	2	0	FALSE
chr4	86620000	86630000	chr4	86880000	86900000	4719	4723	4719_4723	0.185718681610047	2.59920766833995	1	0	FALSE
chr4	89610000	89640000	chr4	89870000	89920000	4747	4749	4747_4749	0.107509312623189	3.67583473599051	4	0	TRUE
chr4	98460000	98480000	chr4	98930000	98940000	4769	4771	4769_4771	0.0714815223986144	2.59920766833995	1	0	FALSE
chr4	104050000	104060000	chr4	104840000	104870000	4790	4795	4790_4795	0.0714815223986144	3.67583473599051	1	0	FALSE
chr4	104250000	104260000	chr4	104840000	104870000	4792	4795	4792_4795	0.144714706265709	2.59920766833995	1	0	FALSE
chr4	111620000	111640000	chr4	112030000	112040000	4824	4825	4824_4825	0.178748505894777	2.59920766833995	1	0	FALSE
chr4	113370000	113410000	chr4	114080000	114090000	4835	4844	4835_4844	0.165234866322903	3.2	1	0	FALSE
chr4	123410000	123420000	chr4	123640000	123670000	4880	4881	4880_4881	0.115113890245522	3.2	1	0	FALSE
chr1	53470000	53490000	chr1	53750000	53760000	489	492	489_492	0.101552225245594	2.59920766833995	1	0	FALSE
chr4	139720000	139740000	chr4	140140000	140160000	4915	4918	4915_4918	0.106876840254552	2.59920766833995	2	0	FALSE
chr4	139720000	139740000	chr4	140290000	140310000	4915	4920	4915_4920	0.0882388796063978	4.52548339959391	2	0	FALSE
chr4	140640000	140650000	chr4	140840000	140850000	4923	4925	4923_4925	0.150946233721723	2.59920766833995	1	0	FALSE
chr4	141310000	141320000	chr4	142830000	142850000	4929	4933	4929_4933	0.191841795476563	2.59920766833995	1	0	FALSE
chr4	142340000	142360000	chr4	142830000	142850000	4931	4933	4931_4933	0.175491579655662	3.2	1	0	FALSE
chr4	144170000	144190000	chr4	145060000	145070000	4937	4940	4937_4940	0.152141083609363	3.67583473599051	1	0	FALSE
chr4	151390000	151410000	chr4	151600000	151630000	4968	4969	4968_4969	0.177307140975715	2.59920766833995	1	0	FALSE
chr4	153780000	153800000	chr4	154300000	154310000	4989	4992	4989_4992	0.129415325751922	2.59920766833995	1	0	FALSE
chr1	54260000	54270000	chr1	54780000	54830000	499	506	499_506	0.156093913393111	2.59920766833995	1	0	FALSE
chr4	155380000	155450000	chr4	155710000	155720000	5004	5006	5004_5006	0.124384031269766	3.2	1	0	FALSE
chr1	54290000	54300000	chr1	54380000	54420000	500	502	500_502	0.146576212558236	2.59920766833995	1	0	FALSE
chr4	156770000	156780000	chr4	156950000	156990000	5012	5013	5012_5013	0.118118388882341	2.59920766833995	1	0	FALSE
chr4	158710000	158750000	chr4	159430000	159450000	5024	5029	5024_5029	0.110134558827539	2.59920766833995	1	0	FALSE
chr4	165120000	165140000	chr4	166080000	166100000	5045	5049	5045_5049	0.182151244213734	2.59920766833995	1	0	FALSE
chr4	176370000	176400000	chr4	176970000	176980000	5090	5094	5090_5094	0.13598811089075	2.59920766833995	1	0	FALSE
chr4	176760000	176770000	chr4	177030000	177060000	5092	5095	5092_5095	0.0435621232443016	2.59920766833995	1	0	FALSE
chr1	55320000	55330000	chr1	56570000	56610000	510	523	510_523	0.158494816880104	6.4	1	0	FALSE
chr4	185210000	185220000	chr4	185390000	185400000	5123	5124	5123_5124	0.194186635266982	2.59920766833995	1	0	FALSE
chr5	1140000	1170000	chr5	1630000	1650000	5138	5142	5138_5142	0.0258723496617618	2.59920766833995	2	0	FALSE
chr5	1490000	1500000	chr5	1630000	1650000	5141	5142	5141_5142	0.119725155882099	2.59920766833995	1	0	FALSE
chr1	55780000	55790000	chr1	56110000	56120000	516	519	516_519	0.155665337366675	2.59920766833995	1	0	FALSE
chr1	6760000	6770000	chr1	7630000	7680000	51	59	51_59	0.0863633155550976	3.67583473599051	1	0	FALSE
chr5	35090000	35100000	chr5	35910000	35940000	5263	5268	5263_5268	0.119241493713292	2.59920766833995	2	0	FALSE
chr5	39220000	39240000	chr5	39540000	39560000	5292	5294	5292_5294	0.184996880817856	3.67583473599051	2	0	FALSE
chr5	41990000	42000000	chr5	42650000	42660000	5311	5312	5311_5312	0.159444164547387	2.59920766833995	1	0	FALSE
chr5	41990000	42000000	chr5	42760000	42790000	5311	5313	5311_5313	0.0639693086538156	2.59920766833995	1	0	FALSE
chr5	51420000	51430000	chr5	51950000	52020000	5335	5338	5335_5338	0.19823575280829	3.2	1	0	FALSE
chr5	54480000	54530000	chr5	55130000	55160000	5356	5360	5356_5360	0.138362922423005	2.59920766833995	2	0	FALSE
chr5	55430000	55440000	chr5	55670000	55700000	5365	5368	5365_5368	0.159444164547387	3.2	1	0	FALSE
chr5	56250000	56280000	chr5	57150000	57160000	5372	5384	5372_5384	0.198825539081339	2.59920766833995	1	0	FALSE
chr5	56430000	56440000	chr5	56830000	56860000	5375	5380	5375_5380	0.0444652964443574	2.59920766833995	1	0	FALSE
chr1	59290000	59310000	chr1	59680000	59780000	538	542	538_542	0.161770985855812	3.2	2	0	FALSE
chr1	6910000	6920000	chr1	7630000	7680000	53	59	53_59	0.18055220312052	3.67583473599051	1	0	FALSE
chr5	60890000	60910000	chr5	61980000	61990000	5420	5435	5420_5435	0.160753195529173	2.59920766833995	1	0	FALSE
chr5	61260000	61270000	chr5	61620000	61680000	5425	5430	5425_5430	0.154013834972013	2.59920766833995	1	0	FALSE
chr5	65740000	65760000	chr5	66130000	66150000	5458	5464	5458_5464	0.10457121182038	3.67583473599051	3	0	TRUE
chr5	67220000	67280000	chr5	67650000	67670000	5473	5479	5473_5479	0.126887308386559	2.59920766833995	1	0	FALSE
chr5	67220000	67280000	chr5	67980000	68000000	5473	5481	5473_5481	0.0811977474594535	2.59920766833995	1	0	FALSE
chr5	67220000	67280000	chr5	68950000	69010000	5473	5499	5473_5499	0.17225152325504	2.59920766833995	2	0	FALSE
chr5	67790000	67820000	chr5	68230000	68270000	5480	5489	5480_5489	0.175631232074648	2.59920766833995	1	0	FALSE
chr5	74300000	74320000	chr5	74620000	74660000	5533	5535	5533_5535	0.166380809967345	2.59920766833995	2	0	FALSE
chr5	75350000	75360000	chr5	75680000	75700000	5542	5544	5542_5544	0.10592228951366	3.2	1	0	FALSE
chr5	77080000	77100000	chr5	77450000	77510000	5557	5561	5557_5561	0.123251342929783	3.2	2	0	FALSE
chr5	77140000	77160000	chr5	77450000	77510000	5559	5561	5559_5561	0.0980227628575698	3.2	1	0	FALSE
chr5	78320000	78330000	chr5	78960000	78970000	5566	5570	5566_5570	0.184761099591752	3.67583473599051	1	0	FALSE
chr5	79000000	79040000	chr5	79840000	79870000	5571	5577	5571_5577	0.13238481351356	2.59920766833995	1	0	FALSE
chr5	81490000	81520000	chr5	81730000	81760000	5591	5592	5591_5592	0.156729186672956	2.59920766833995	1	0	FALSE
chr5	88110000	88150000	chr5	88610000	88630000	5613	5616	5613_5616	0.149641947994708	2.59920766833995	1	0	FALSE
chr5	90960000	90970000	chr5	91370000	91430000	5630	5634	5630_5634	0.172076036244805	2.59920766833995	1	0	FALSE
chr5	111700000	111710000	chr5	112120000	112160000	5685	5687	5685_5687	0.192581458143963	3.67583473599051	1	0	FALSE
chr5	111740000	111750000	chr5	112120000	112160000	5686	5687	5686_5687	0.100000501423079	2.59920766833995	1	0	FALSE
chr1	63650000	63660000	chr1	64230000	64250000	572	576	572_576	0.0272756543669916	3.67583473599051	1	0	FALSE
chr5	122880000	122920000	chr5	123600000	123620000	5744	5748	5744_5748	0.0672729098006038	2.59920766833995	1	0	FALSE
chr5	126340000	126360000	chr5	126580000	126590000	5749	5751	5749_5751	0.107788834349546	2.59920766833995	1	0	FALSE
chr5	127640000	127650000	chr5	128170000	128230000	5760	5764	5760_5764	0.0559663076199042	2.59920766833995	1	0	FALSE
chr5	131580000	131620000	chr5	131950000	131960000	5789	5793	5789_5793	0.186856215988674	2.59920766833995	1	0	FALSE
chr5	131580000	131620000	chr5	132050000	132060000	5789	5795	5789_5795	0.0786895529985039	2.59920766833995	1	0	FALSE
chr1	64450000	64480000	chr1	64640000	64700000	578	580	578_580	0.172311454811509	3.67583473599051	2	0	FALSE
