chr	start	end	width	strand	Conc	Conc_T2E	Conc_NonT2E	Fold	p.value	FDR
chr21	42468779	42469280	501	*	6.58	6.72	6.38	0.34	0.146	0.313
chr21	41237991	41238492	501	*	3.87	4.19	3.36	0.83	0.147	0.314
chr21	41777986	41778487	501	*	6.48	6.61	6.29	0.32	0.148	0.315
chr21	42342230	42342731	501	*	5.71	5.53	5.9	-0.37	0.148	0.316
chr21	36453977	36454478	501	*	4.65	4.92	4.2	0.72	0.15	0.318
chr21	33419578	33420079	501	*	5.91	6.06	5.69	0.37	0.151	0.32
chr21	39451622	39452123	501	*	5.22	5	5.45	-0.45	0.151	0.32
chr21	44170785	44171286	501	*	2.57	2.94	1.89	1.05	0.153	0.321
chr21	32497898	32498399	501	*	5.16	5.36	4.87	0.48	0.153	0.322
chr21	46154517	46155018	501	*	4.82	4.56	5.09	-0.53	0.154	0.323
chr21	33761176	33761677	501	*	5.16	5.35	4.89	0.46	0.154	0.323
chr21	43090927	43091428	501	*	1.9	1.19	2.46	-1.27	0.154	0.323
chr21	45421477	45421978	501	*	5.12	5.29	4.87	0.43	0.154	0.324
chr21	42717769	42718270	501	*	5.09	5.3	4.78	0.51	0.155	0.324
chr21	30306813	30307314	501	*	5.55	5.3	5.82	-0.53	0.155	0.324
chr21	32523211	32523712	501	*	4.36	4.59	4	0.59	0.155	0.324
chr21	39008773	39009274	501	*	4.65	4.92	4.22	0.7	0.156	0.325
chr21	43358683	43359184	501	*	5.01	5.24	4.67	0.57	0.157	0.326
chr21	43188507	43189008	501	*	5.85	6	5.64	0.36	0.157	0.327
chr21	44181343	44181844	501	*	2.35	2.73	1.66	1.07	0.158	0.327
chr21	34837000	34837501	501	*	3.98	4.28	3.47	0.82	0.158	0.328
chr21	34740866	34741367	501	*	4.36	4.64	3.92	0.72	0.158	0.328
chr21	45040423	45040924	501	*	4.94	5.15	4.63	0.51	0.158	0.328
chr21	44050211	44050712	501	*	4.97	4.7	5.24	-0.54	0.158	0.328
chr21	45041380	45041881	501	*	4.46	4.71	4.07	0.64	0.159	0.329
chr21	36140335	36140836	501	*	4.5	4.22	4.78	-0.56	0.16	0.33
chr21	34073053	34073554	501	*	6.87	7.03	6.64	0.38	0.16	0.331
chr21	44573637	44574138	501	*	3.38	3.74	2.76	0.98	0.161	0.332
chr21	41161389	41161890	501	*	4.12	3.71	4.51	-0.8	0.162	0.333
chr21	33411064	33411565	501	*	4.87	5.08	4.58	0.5	0.164	0.336
chr21	41929209	41930175	966	*	5.74	5.9	5.51	0.39	0.166	0.338
chr21	34887814	34888315	501	*	7.33	7.43	7.19	0.24	0.167	0.339
chr21	31267950	31268451	501	*	4.78	4.56	5.03	-0.47	0.167	0.34
chr21	38985127	38985628	501	*	5.06	5.26	4.76	0.51	0.168	0.34
chr21	42486215	42486716	501	*	5.84	5.96	5.66	0.3	0.169	0.341
chr21	36060447	36060948	501	*	7.75	7.85	7.61	0.24	0.171	0.344
chr21	43903717	43904218	501	*	6.02	5.78	6.28	-0.5	0.172	0.345
chr21	42456526	42457027	501	*	5.04	5.2	4.8	0.4	0.174	0.348
chr21	42496518	42497019	501	*	7.87	7.97	7.72	0.25	0.175	0.349
chr21	45084773	45085274	501	*	4.78	4.56	5.02	-0.46	0.175	0.349
chr21	46285768	46286269	501	*	7.69	7.81	7.53	0.28	0.178	0.353
chr21	42996684	42997185	501	*	4.8	5	4.51	0.49	0.179	0.354
chr21	33542622	33543123	501	*	7.7	7.8	7.57	0.24	0.179	0.355
chr21	45471553	45472054	501	*	4.98	5.16	4.7	0.46	0.179	0.355
chr21	43865323	43865824	501	*	7.24	7.5	6.83	0.67	0.18	0.355
chr21	44190771	44191272	501	*	3.83	4.09	3.41	0.68	0.181	0.356
chr21	36117451	36117952	501	*	5.03	4.77	5.29	-0.52	0.182	0.358
chr21	33657268	33657769	501	*	4.88	5.11	4.54	0.56	0.183	0.359
chr21	36640265	36640766	501	*	4.98	4.74	5.23	-0.5	0.184	0.361
chr21	38925565	38926066	501	*	6.11	6.26	5.89	0.37	0.185	0.361
chr21	41242924	41243425	501	*	3.9	4.21	3.4	0.81	0.186	0.362
chr21	46218457	46218958	501	*	4.67	4.45	4.9	-0.45	0.187	0.364
chr21	42094038	42094539	501	*	5.59	5.79	5.3	0.49	0.189	0.366
chr21	43275820	43276321	501	*	4.2	4.44	3.83	0.62	0.191	0.368
chr21	43001161	43001662	501	*	5.98	6.12	5.79	0.34	0.191	0.369
chr21	34522583	34523084	501	*	4.75	4.47	5.03	-0.56	0.192	0.37
chr21	33199964	33200465	501	*	4.76	4.91	4.55	0.37	0.192	0.37
chr21	35208162	35208663	501	*	4.85	5.01	4.62	0.39	0.193	0.372
chr21	36331159	36331660	501	*	3.83	3.46	4.18	-0.72	0.195	0.374
chr21	32484500	32485001	501	*	5.89	6.05	5.65	0.39	0.2	0.38
chr21	45455475	45455976	501	*	6.54	6.69	6.33	0.35	0.2	0.38
chr21	38262955	38263456	501	*	4.41	4.64	4.04	0.6	0.202	0.381
chr21	36980522	36981023	501	*	7.64	7.73	7.51	0.22	0.202	0.381
chr21	41923638	41924139	501	*	5.78	5.91	5.6	0.31	0.202	0.382
chr21	41539114	41539615	501	*	6.03	5.83	6.25	-0.42	0.205	0.385
chr21	45524084	45524585	501	*	3.32	2.94	3.7	-0.76	0.205	0.386
chr21	36073231	36073732	501	*	4.88	4.65	5.12	-0.47	0.206	0.386
chr21	31728923	31729424	501	*	5.08	4.9	5.27	-0.37	0.207	0.388
chr21	41242211	41242712	501	*	5.07	5.27	4.75	0.52	0.207	0.388
chr21	45034440	45034941	501	*	4.32	4.52	4.03	0.5	0.208	0.389
chr21	43587141	43587642	501	*	4.75	4.95	4.45	0.5	0.208	0.389
chr21	42973777	42974278	501	*	7.65	7.74	7.51	0.23	0.208	0.389
chr21	36928284	36928785	501	*	5.98	5.79	6.19	-0.41	0.209	0.389
chr21	44958262	44958763	501	*	5.01	5.24	4.66	0.58	0.209	0.39
chr21	36721892	36722393	501	*	4.86	4.57	5.16	-0.59	0.209	0.39
chr21	46148037	46148538	501	*	4.21	3.86	4.55	-0.68	0.209	0.391
chr21	41467419	41467920	501	*	4.9	4.72	5.09	-0.37	0.211	0.392
chr21	46228231	46228732	501	*	7.35	7.48	7.17	0.31	0.211	0.392
chr21	35259353	35259854	501	*	6.18	6.29	6.01	0.28	0.211	0.392
chr21	36485921	36486422	501	*	4.31	4.49	4.05	0.44	0.213	0.395
chr21	32241407	32241908	501	*	5.4	5.55	5.18	0.37	0.214	0.395
chr21	44370017	44370518	501	*	5.27	5.47	4.96	0.51	0.214	0.395
chr21	31145098	31145599	501	*	4.48	4.66	4.21	0.45	0.214	0.395
chr21	45059976	45060477	501	*	4.4	4.16	4.65	-0.49	0.216	0.398
chr21	44993804	44994305	501	*	4.75	4.93	4.5	0.43	0.216	0.399
chr21	44140550	44141051	501	*	0.17	-0.43	0.69	-1.12	0.217	0.399
chr21	41140705	41141206	501	*	4.71	4.49	4.94	-0.45	0.217	0.4
chr21	36974177	36974678	501	*	4.94	4.77	5.12	-0.35	0.218	0.401
chr21	46485917	46486418	501	*	4.98	4.77	5.21	-0.43	0.219	0.402
chr21	41552370	41552871	501	*	6.12	5.73	6.5	-0.77	0.219	0.402
chr21	45130476	45130977	501	*	4.9	5.05	4.68	0.37	0.219	0.402
chr21	46486870	46487371	501	*	4.48	4.23	4.74	-0.5	0.221	0.403
chr21	40583266	40583767	501	*	3.96	3.62	4.29	-0.67	0.222	0.406
chr21	45100525	45101026	501	*	4.62	4.42	4.84	-0.42	0.223	0.406
chr21	41710439	41710940	501	*	4.6	4.79	4.33	0.45	0.223	0.406
chr21	41651391	41651892	501	*	4.8	4.96	4.57	0.39	0.224	0.407
chr21	31310060	31310561	501	*	4.33	4.71	3.65	1.06	0.224	0.408
chr21	36917321	36917822	501	*	6.1	5.94	6.29	-0.34	0.225	0.408
chr21	35848730	35849231	501	*	4.45	4.66	4.14	0.52	0.225	0.408
chr21	41543761	41544262	501	*	5.63	5.41	5.85	-0.44	0.225	0.409
chr21	43451300	43451801	501	*	0.25	0.67	-0.54	1.21	0.225	0.409
chr21	41725714	41726215	501	*	5.39	5.57	5.13	0.44	0.226	0.409
chr21	40563803	40564304	501	*	3.91	3.57	4.25	-0.68	0.227	0.41
chr21	35428455	35428956	501	*	5.27	5.42	5.06	0.37	0.227	0.411
chr21	40886505	40887006	501	*	4.79	4.52	5.08	-0.56	0.229	0.413
chr21	42267496	42267997	501	*	4.8	4.96	4.57	0.39	0.229	0.413
chr21	46472192	46472693	501	*	4.97	4.77	5.19	-0.42	0.229	0.413
chr21	41137537	41138038	501	*	5.22	5	5.46	-0.46	0.23	0.415
chr21	38831749	38832250	501	*	4.82	4.99	4.58	0.42	0.231	0.416
chr21	32661180	32661681	501	*	4.82	4.58	5.07	-0.49	0.232	0.416
chr21	32021322	32021823	501	*	6.47	6.57	6.32	0.25	0.232	0.416
chr21	36608436	36608937	501	*	5.38	4.98	5.76	-0.78	0.236	0.421
chr21	43045355	43045856	501	*	4.44	4.67	4.09	0.57	0.237	0.422
chr21	41363932	41364433	501	*	5.21	5.05	5.39	-0.34	0.238	0.423
chr21	34592230	34592731	501	*	4.66	4.83	4.41	0.42	0.238	0.423
chr21	30576933	30577434	501	*	4.22	4.45	3.86	0.59	0.239	0.423
chr21	36664632	36665133	501	*	4.39	4.18	4.61	-0.43	0.239	0.424
chr21	43191473	43191974	501	*	4.48	4.68	4.19	0.49	0.242	0.428
chr21	41930614	41931115	501	*	4.53	4.72	4.26	0.46	0.244	0.429
chr21	39034034	39034535	501	*	5.03	5.23	4.73	0.49	0.244	0.43
chr21	33431552	33432053	501	*	4.5	4.67	4.25	0.42	0.244	0.43
chr21	43322971	43323472	501	*	6.11	6.24	5.93	0.32	0.244	0.43
chr21	45255124	45255625	501	*	4.26	4.5	3.9	0.6	0.247	0.433
chr21	41802482	41802983	501	*	5.66	5.48	5.85	-0.37	0.248	0.434
chr21	46498120	46498621	501	*	4.24	4.01	4.49	-0.49	0.248	0.434
chr21	41521049	41521550	501	*	7.3	7.4	7.16	0.24	0.249	0.435
chr21	43410525	43411026	501	*	0.13	0.51	-0.54	1.04	0.25	0.436
chr21	41257878	41258379	501	*	4.46	4.18	4.74	-0.56	0.251	0.437
chr21	32009587	32010088	501	*	4.54	4.72	4.28	0.44	0.251	0.437
chr21	43924688	43925189	501	*	6.01	6.17	5.78	0.39	0.251	0.438
chr21	33429580	33430081	501	*	5.89	6	5.74	0.26	0.252	0.439
chr21	36069891	36070392	501	*	6.99	7.1	6.84	0.26	0.254	0.44
chr21	38930508	38931009	501	*	4.3	4.52	3.96	0.56	0.255	0.442
chr21	43584509	43585010	501	*	4.28	4.49	3.98	0.51	0.256	0.443
chr21	32567461	32567962	501	*	4.61	4.8	4.35	0.45	0.256	0.443
chr21	34869754	34870255	501	*	4.79	4.59	5	-0.41	0.257	0.444
chr21	43928872	43929373	501	*	7.3	7.16	7.46	-0.29	0.257	0.444
chr21	42727529	42728030	501	*	5.02	5.21	4.75	0.46	0.259	0.446
chr21	43757129	43758109	980	*	5.79	5.95	5.57	0.38	0.26	0.447
chr21	44193961	44194462	501	*	1.06	1.47	0.29	1.18	0.26	0.447
chr21	38803334	38803835	501	*	4.01	4.26	3.61	0.65	0.26	0.447
chr21	39612684	39613185	501	*	4.83	4.64	5.05	-0.41	0.263	0.45
chr21	42156716	42157217	501	*	5.43	5.58	5.23	0.35	0.264	0.451
chr21	30146904	30147405	501	*	5.07	5.24	4.82	0.42	0.264	0.451
chr21	36773227	36773728	501	*	6.01	6.13	5.85	0.28	0.265	0.452
chr21	41956218	41956719	501	*	5.57	5.43	5.74	-0.31	0.265	0.453
chr21	37154005	37154823	818	*	5.31	5.49	5.05	0.44	0.268	0.455
chr21	45554522	45555023	501	*	6.8	6.92	6.64	0.27	0.271	0.459
chr21	43741373	43741874	501	*	4.27	4.47	3.96	0.52	0.272	0.459
chr21	33413314	33413815	501	*	5.6	5.73	5.43	0.3	0.272	0.46
chr21	42992071	42992572	501	*	5.02	5.17	4.8	0.37	0.277	0.464
chr21	35330534	35331501	967	*	5.84	5.97	5.67	0.3	0.278	0.466
chr21	37658667	37659168	501	*	5.72	5.84	5.56	0.28	0.28	0.468
chr21	44845837	44846338	501	*	6.67	6.78	6.52	0.26	0.281	0.469
chr21	44865670	44866171	501	*	5.58	5.71	5.4	0.3	0.281	0.469
chr21	39348782	39349283	501	*	6.69	6.91	6.35	0.55	0.282	0.47
chr21	32375515	32376016	501	*	4.84	4.63	5.06	-0.43	0.282	0.471
chr21	36347500	36348001	501	*	4.31	4.11	4.54	-0.43	0.284	0.472
chr21	41530846	41531347	501	*	7.06	6.95	7.18	-0.23	0.284	0.472
chr21	42814201	42814702	501	*	4.24	3.95	4.54	-0.58	0.285	0.473
chr21	45846424	45846925	501	*	4.15	3.88	4.42	-0.54	0.285	0.473
chr21	34743967	34744468	501	*	5.41	5.54	5.23	0.31	0.289	0.477
chr21	46033709	46034210	501	*	4.92	5.06	4.72	0.34	0.296	0.484
chr21	41612690	41613191	501	*	6.26	6.37	6.11	0.26	0.297	0.485
chr21	42671889	42672390	501	*	5.56	5.67	5.41	0.27	0.298	0.486
chr21	32416619	32417120	501	*	5.04	5.18	4.84	0.34	0.298	0.486
chr21	36931688	36932189	501	*	4.46	4.28	4.67	-0.39	0.301	0.489
chr21	44155489	44155990	501	*	1.39	0.88	1.85	-0.97	0.304	0.492
chr21	36854352	36854853	501	*	4.71	4.85	4.52	0.33	0.304	0.492
chr21	44785906	44786407	501	*	4.94	4.81	5.1	-0.29	0.308	0.496
chr21	37458581	37459082	501	*	5.47	5.35	5.62	-0.27	0.309	0.497
chr21	45106271	45106772	501	*	5.54	5.41	5.68	-0.27	0.31	0.498
chr21	42427270	42427771	501	*	4.79	4.61	4.99	-0.38	0.311	0.499
chr21	36701803	36702304	501	*	7.02	7.13	6.86	0.27	0.312	0.5
chr21	30215696	30216197	501	*	6.32	6.41	6.19	0.23	0.312	0.5
chr21	36688211	36688712	501	*	3.85	3.5	4.2	-0.7	0.314	0.502
chr21	38810251	38810752	501	*	4.68	4.86	4.41	0.44	0.314	0.502
chr21	41557025	41557526	501	*	4.9	4.68	5.13	-0.45	0.315	0.503
chr21	33406678	33407179	501	*	4.95	5.08	4.78	0.3	0.315	0.503
chr21	36491122	36491623	501	*	6.41	6.54	6.22	0.32	0.318	0.506
chr21	36509822	36510323	501	*	6.8	6.68	6.94	-0.27	0.318	0.506
chr21	33491412	33491913	501	*	7.46	7.55	7.35	0.19	0.318	0.506
chr21	45033724	45034225	501	*	4.75	4.92	4.51	0.41	0.319	0.507
chr21	42237080	42237581	501	*	5.23	5.34	5.07	0.28	0.319	0.507
chr21	36297727	36298228	501	*	7.36	7.26	7.48	-0.22	0.321	0.509
chr21	37208122	37208623	501	*	5.21	5.32	5.05	0.28	0.321	0.509
chr21	41545229	41545730	501	*	3.52	3.14	3.89	-0.74	0.322	0.51
chr21	44966821	44967322	501	*	5.55	5.88	4.99	0.89	0.322	0.51
chr21	42145915	42146416	501	*	5.12	5.26	4.94	0.32	0.326	0.514
chr21	44801723	44802224	501	*	7.17	7.25	7.05	0.21	0.327	0.515
chr21	44765267	44765768	501	*	4.93	5.08	4.71	0.37	0.327	0.515
chr21	43758341	43758842	501	*	5.22	5.36	5.03	0.33	0.33	0.518
chr21	41167650	41168151	501	*	7.56	7.64	7.44	0.2	0.333	0.521
chr21	46053033	46053534	501	*	4.49	4.66	4.26	0.39	0.335	0.523
chr21	41527549	41528050	501	*	6.6	6.48	6.74	-0.26	0.336	0.524
chr21	43463375	43463876	501	*	2.6	2.86	2.19	0.67	0.337	0.525
chr21	41545828	41546329	501	*	4.41	4.2	4.64	-0.44	0.338	0.526
chr21	42098913	42099414	501	*	4.76	4.89	4.57	0.33	0.338	0.526
chr21	43076530	43077031	501	*	1.39	1.71	0.86	0.86	0.339	0.528
chr21	46637904	46638405	501	*	4.45	4.27	4.65	-0.37	0.341	0.529
chr21	41692215	41692716	501	*	4.8	4.67	4.94	-0.27	0.342	0.53
chr21	34734224	34734725	501	*	4.93	5.27	4.35	0.92	0.343	0.531
chr21	41581605	41582106	501	*	7.45	7.53	7.34	0.19	0.344	0.532
chr21	43351525	43352026	501	*	5.88	5.78	6.01	-0.23	0.345	0.533
chr21	36600971	36601472	501	*	4.52	4.33	4.72	-0.4	0.346	0.533
chr21	30231227	30231728	501	*	4.92	4.76	5.1	-0.34	0.347	0.534
chr21	41369104	41369605	501	*	6.09	6.2	5.94	0.26	0.347	0.535
chr21	43445195	43445696	501	*	2.98	3.3	2.45	0.86	0.349	0.537
chr21	44793001	44793502	501	*	4.73	4.6	4.88	-0.28	0.35	0.537
chr21	31781365	31781866	501	*	4.21	4.37	3.97	0.4	0.351	0.539
chr21	42624274	42624775	501	*	5.2	5.08	5.33	-0.25	0.356	0.543
chr21	42453670	42454171	501	*	4.84	4.95	4.68	0.27	0.356	0.543
chr21	42678012	42678513	501	*	5.42	5.54	5.25	0.28	0.357	0.544
chr21	32389629	32390130	501	*	4.63	4.78	4.43	0.35	0.357	0.545
chr21	41933427	41933928	501	*	6.77	6.85	6.67	0.17	0.358	0.545
chr21	36497544	36498045	501	*	5.2	5.32	5.03	0.3	0.361	0.548
chr21	32428146	32428647	501	*	4.65	4.78	4.45	0.33	0.362	0.549
chr21	36587551	36588052	501	*	5.1	4.93	5.28	-0.35	0.362	0.549
chr21	36740652	36741153	501	*	4.79	4.93	4.59	0.34	0.365	0.552
chr21	39313727	39314228	501	*	7.91	7.99	7.81	0.18	0.365	0.552
chr21	43161188	43161689	501	*	1.13	1.46	0.57	0.89	0.366	0.553
chr21	38752679	38753180	501	*	5.38	5.5	5.2	0.3	0.367	0.553
chr21	36141841	36142342	501	*	6.19	6.09	6.32	-0.23	0.368	0.554
chr21	45621590	45622091	501	*	3.97	4.13	3.73	0.41	0.368	0.554
chr21	43436380	43436881	501	*	-0.01	0.3	-0.54	0.84	0.373	0.559
chr21	44196120	44196621	501	*	3	3.33	2.45	0.88	0.373	0.56
chr21	33641442	33641943	501	*	7.02	7.09	6.92	0.18	0.375	0.561
chr21	42343084	42343585	501	*	6.29	6.18	6.41	-0.23	0.377	0.562
chr21	39008062	39008563	501	*	4.59	4.76	4.35	0.41	0.377	0.563
chr21	33480170	33480671	501	*	7.02	7.1	6.93	0.17	0.378	0.564
chr21	38950021	38950522	501	*	4.86	4.69	5.05	-0.36	0.38	0.566
chr21	37457728	37458229	501	*	4.48	4.35	4.63	-0.27	0.382	0.567
chr21	36547448	36547949	501	*	4.64	4.49	4.81	-0.32	0.382	0.567
chr21	46324100	46324601	501	*	6.76	6.87	6.62	0.24	0.383	0.569
chr21	41420484	41420985	501	*	6.77	6.85	6.66	0.19	0.384	0.569
chr21	33810746	33811247	501	*	4.55	4.7	4.33	0.37	0.384	0.569
chr21	45886184	45886685	501	*	5.81	5.94	5.64	0.3	0.385	0.57
chr21	44066001	44066502	501	*	4.61	4.76	4.39	0.36	0.386	0.571
chr21	41568090	41568591	501	*	7.11	7.2	7.01	0.19	0.389	0.574
chr21	39807250	39807751	501	*	4.99	4.83	5.16	-0.33	0.39	0.574
chr21	32368624	32369125	501	*	6.11	6.21	5.98	0.24	0.393	0.577
chr21	35849600	35850101	501	*	4.48	4.62	4.29	0.33	0.396	0.58
chr21	42780472	42780973	501	*	4.84	4.95	4.69	0.26	0.398	0.582
chr21	43980645	43981146	501	*	6.63	6.72	6.52	0.2	0.398	0.582
chr21	33451587	33452088	501	*	5.13	4.99	5.29	-0.3	0.4	0.584
chr21	33434478	33434979	501	*	4.24	4.42	3.97	0.45	0.404	0.588
chr21	43002153	43002654	501	*	5	5.12	4.84	0.28	0.406	0.589
chr21	36421757	36422258	501	*	6.03	6.16	5.87	0.29	0.407	0.59
chr21	42570965	42571466	501	*	5.57	5.43	5.74	-0.31	0.41	0.593
chr21	44188392	44188893	501	*	1.85	2.11	1.45	0.66	0.41	0.593
chr21	36920910	36921411	501	*	4.88	4.72	5.06	-0.34	0.411	0.594
chr21	46146777	46147278	501	*	5.94	5.82	6.07	-0.24	0.416	0.598
chr21	39084050	39084551	501	*	4.5	4.67	4.27	0.39	0.417	0.599
chr21	35245163	35245664	501	*	5.37	5.46	5.24	0.23	0.421	0.603
chr21	38822586	38823087	501	*	4.78	4.93	4.56	0.37	0.421	0.603
chr21	33792591	33793092	501	*	3.85	3.66	4.06	-0.4	0.422	0.604
chr21	36209175	36209676	501	*	5.38	5.48	5.23	0.25	0.422	0.604
chr21	41362733	41363234	501	*	4.95	5.05	4.81	0.24	0.424	0.606
chr21	34202025	34202526	501	*	6.54	6.61	6.44	0.17	0.426	0.607
chr21	34745604	34746105	501	*	5.8	5.88	5.69	0.19	0.428	0.609
chr21	45506172	45506673	501	*	5.9	5.76	6.06	-0.3	0.428	0.609
chr21	45500263	45500764	501	*	2.94	2.7	3.2	-0.49	0.429	0.61
chr21	41475140	41475641	501	*	4.27	4.38	4.11	0.27	0.43	0.611
chr21	41142465	41142966	501	*	5.11	5.21	4.96	0.25	0.431	0.611
chr21	43581747	43582248	501	*	5.95	6.06	5.8	0.26	0.431	0.612
chr21	37845888	37846389	501	*	4.41	4.2	4.63	-0.42	0.433	0.614
chr21	42800553	42801054	501	*	4.96	4.81	5.12	-0.31	0.433	0.614
chr21	41233689	41234682	993	*	5.41	5.27	5.56	-0.28	0.434	0.615
chr21	43493574	43494075	501	*	0.46	0.74	-0.01	0.75	0.435	0.615
chr21	36839302	36839803	501	*	4.54	4.38	4.72	-0.34	0.435	0.616
chr21	43740768	43741269	501	*	5.62	5.75	5.43	0.32	0.435	0.616
chr21	33201969	33202470	501	*	4.75	4.87	4.59	0.27	0.437	0.616
chr21	32612416	32612917	501	*	7.53	7.6	7.44	0.16	0.437	0.617
chr21	36197920	36198421	501	*	5.79	5.67	5.93	-0.26	0.441	0.62
chr21	34944017	34944518	501	*	4.4	4.53	4.22	0.31	0.443	0.622
chr21	32610890	32611391	501	*	4.49	4.6	4.33	0.27	0.446	0.625
chr21	34858146	34858647	501	*	5.08	4.96	5.21	-0.25	0.447	0.626
chr21	42147280	42147781	501	*	4.51	4.64	4.33	0.32	0.448	0.627
chr21	33801889	33802390	501	*	5.69	5.6	5.8	-0.2	0.449	0.628
chr21	34130190	34130691	501	*	4.58	4.68	4.45	0.24	0.453	0.631
chr21	35953744	35954245	501	*	5.83	5.73	5.96	-0.23	0.455	0.633
chr21	46144781	46145282	501	*	5.11	5	5.23	-0.23	0.456	0.633
chr21	42955292	42955793	501	*	6.84	6.76	6.94	-0.18	0.458	0.635
chr21	41601796	41602297	501	*	6.51	6.58	6.41	0.16	0.459	0.636
chr21	39082524	39083025	501	*	5.19	5.3	5.05	0.25	0.459	0.636
chr21	30579019	30579520	501	*	5.3	5.17	5.45	-0.28	0.459	0.636
chr21	33121695	33122196	501	*	6.13	6.2	6.03	0.18	0.461	0.639
chr21	36514126	36514627	501	*	4.4	4.24	4.58	-0.34	0.462	0.639
chr21	32516356	32516857	501	*	4.33	4.21	4.46	-0.25	0.462	0.639
chr21	40846858	40847359	501	*	4.29	4.14	4.45	-0.31	0.463	0.64
chr21	42170334	42170835	501	*	3.95	3.71	4.2	-0.49	0.463	0.64
chr21	45081617	45082118	501	*	4.87	4.74	5.02	-0.27	0.468	0.644
chr21	45954008	45954509	501	*	4.73	4.62	4.85	-0.23	0.468	0.644
chr21	46621207	46621708	501	*	4.78	4.88	4.64	0.24	0.469	0.645
chr21	33430375	33430876	501	*	4.45	4.57	4.28	0.28	0.473	0.649
chr21	41712845	41713346	501	*	4.43	4.56	4.26	0.3	0.475	0.65
chr21	30338059	30338560	501	*	4.68	4.79	4.55	0.24	0.48	0.654
chr21	37338444	37338945	501	*	4.29	4.42	4.1	0.33	0.48	0.654
chr21	44767661	44768162	501	*	4.8	4.67	4.94	-0.27	0.48	0.655
chr21	43766640	43767141	501	*	4.78	4.91	4.61	0.3	0.481	0.655
chr21	36332100	36332601	501	*	5.22	5.13	5.33	-0.2	0.482	0.656
chr21	38958543	38959044	501	*	5.02	5.13	4.87	0.26	0.483	0.657
chr21	36545718	36546219	501	*	4.01	3.83	4.21	-0.38	0.483	0.657
chr21	42044903	42045404	501	*	5.03	5.14	4.89	0.25	0.484	0.658
chr21	42940260	42940761	501	*	4.83	4.92	4.72	0.21	0.484	0.658
chr21	35294455	35294956	501	*	5.17	5.27	5.03	0.24	0.485	0.658
chr21	44137577	44138078	501	*	-0.34	-0.69	0	-0.68	0.485	0.659
chr21	42614715	42615216	501	*	4.89	5	4.73	0.27	0.488	0.661
chr21	44736771	44737272	501	*	5.19	5.27	5.07	0.2	0.488	0.661
chr21	42536075	42536576	501	*	6.75	6.66	6.84	-0.18	0.488	0.661
chr21	42939597	42940098	501	*	4.83	4.93	4.7	0.23	0.49	0.662
chr21	40642556	40643057	501	*	4.72	4.48	4.98	-0.49	0.49	0.663
chr21	42060387	42060888	501	*	4.85	4.94	4.74	0.2	0.49	0.663
chr21	42383758	42384259	501	*	5.63	5.53	5.74	-0.21	0.49	0.663
chr21	37254111	37254612	501	*	4.45	4.32	4.6	-0.29	0.491	0.663
chr21	42366260	42366761	501	*	6.46	6.38	6.56	-0.18	0.492	0.665
chr21	37159022	37159523	501	*	4.5	4.36	4.66	-0.3	0.494	0.666
chr21	44175978	44176479	501	*	2.48	2.71	2.15	0.56	0.495	0.667
chr21	40053738	40054239	501	*	5.49	5.57	5.37	0.2	0.502	0.673
chr21	44455567	44456068	501	*	6.66	6.75	6.54	0.22	0.504	0.674
chr21	38268678	38269179	501	*	4.45	4.59	4.26	0.33	0.506	0.676
chr21	36612747	36613248	501	*	6.07	5.95	6.22	-0.27	0.506	0.676
chr21	38956716	38957217	501	*	5.27	5.16	5.38	-0.22	0.507	0.677
chr21	44144043	44144544	501	*	1.27	0.97	1.57	-0.6	0.508	0.677
chr21	44133495	44133996	501	*	2.62	2.25	2.98	-0.72	0.508	0.677
chr21	44051784	44052285	501	*	6.65	6.57	6.75	-0.18	0.509	0.678
chr21	41922938	41923439	501	*	4.63	4.72	4.51	0.21	0.51	0.68
chr21	42165320	42165821	501	*	4.77	4.64	4.91	-0.27	0.511	0.68
chr21	42570035	42570536	501	*	4.35	4.19	4.53	-0.34	0.514	0.682
chr21	41777211	41777712	501	*	4.55	4.65	4.42	0.23	0.517	0.685
chr21	37844922	37845423	501	*	4.79	4.56	5.03	-0.46	0.518	0.686
chr21	46351561	46352062	501	*	5.79	5.9	5.66	0.24	0.521	0.688
chr21	45640350	45640851	501	*	4.57	4.67	4.43	0.24	0.522	0.689
chr21	30229567	30230541	974	*	5.38	5.28	5.49	-0.21	0.522	0.689
chr21	44204181	44204682	501	*	-0.12	-0.35	0.12	-0.47	0.523	0.69
chr21	44959356	44959857	501	*	5.02	5.14	4.86	0.28	0.524	0.69
chr21	34528393	34528894	501	*	4.77	4.68	4.88	-0.2	0.525	0.691
chr21	42956729	42957230	501	*	5.11	5.19	5	0.19	0.526	0.692
chr21	41603299	41603800	501	*	5.32	5.4	5.22	0.18	0.53	0.695
chr21	42593120	42593621	501	*	6.1	6.19	5.97	0.22	0.53	0.695
chr21	41761772	41762273	501	*	6.45	6.5	6.38	0.13	0.535	0.699
chr21	36664042	36664543	501	*	4.14	4	4.3	-0.3	0.536	0.701
chr21	41459649	41460150	501	*	4.66	4.56	4.77	-0.21	0.538	0.702
chr21	42186576	42187077	501	*	5.31	5.38	5.2	0.18	0.539	0.702
chr21	33231620	33232121	501	*	4.59	4.68	4.46	0.22	0.542	0.705
chr21	41958974	41959475	501	*	4.77	4.85	4.66	0.19	0.543	0.706
