chr	start	end	strand	gene_id	gene_name
chr10	89213569	89414557	-	ENSG00000107798.18	LIPA
chr10	89283694	89309271	+	ENSG00000119922.10	IFIT2
chr10	89283765	89292125	+	ENSG00000232110.8	AL353751.1
chr10	89378056	89385205	+	ENSG00000204010.3	IFIT1B
chr10	89392546	89406487	+	ENSG00000185745.10	IFIT1
chr10	89414568	89420997	+	ENSG00000152778.9	IFIT5
chr10	89430299	89556641	-	ENSG00000152779.14	SLC16A12
chr10	89579497	89645572	-	ENSG00000152782.16	PANK1
chr10	89786610	89787107	+	ENSG00000283578.1	MTND5P42
chr10	89853595	90225443	+	ENSG00000280560.2	LINC01374
chr10	90402521	90628852	-	ENSG00000236373.2	LINC02653
chr10	90740823	90858039	-	ENSG00000148680.16	HTR7
chr10	90871716	90908553	+	ENSG00000148688.13	RPP30
chr10	90912096	90921276	-	ENSG00000148677.6	ANKRD1
chr10	90922731	90922835	-	ENSG00000201604.1	RNU6-740P
chr10	90994620	91006390	+	ENSG00000225519.1	AL365434.1
chr10	90997480	90997713	-	ENSG00000273124.1	AL365434.2
chr10	91033157	91062164	+	ENSG00000224851.2	LINC00502
chr10	91163012	91284337	+	ENSG00000180628.15	PCGF5
chr10	91765899	91767196	-	ENSG00000228759.1	FAF2P1
chr10	91896704	91896897	+	ENSG00000273497.1	AL359198.2
chr10	91906584	91909486	-	ENSG00000174721.10	FGFBP3
chr10	91908131	91909348	+	ENSG00000272817.1	AL359198.1
chr10	91923770	92030325	+	ENSG00000095564.14	BTAF1
chr10	92046692	92291078	-	ENSG00000107864.15	CPEB3
chr10	92076242	92076365	+	ENSG00000252993.1	AL365398.1
chr10	92291167	92353964	+	ENSG00000198060.10	MARCHF5
chr10	92334463	92334564	+	ENSG00000202297.1	RNY3P12
chr10	92418667	92420875	+	ENSG00000232709.1	MARK2P9
chr10	92423386	92427620	+	ENSG00000286795.1	AL161652.1
chr10	92451684	92574093	-	ENSG00000119912.17	IDE
chr10	93063646	93077424	+	ENSG00000285846.1	AL358613.3
chr10	93073475	93077885	+	ENSG00000095596.12	CYP26A1
chr10	93106872	93107383	-	ENSG00000232805.1	NIP7P1
chr10	93284004	93284558	-	ENSG00000213432.2	RPL17P34
chr10	93306429	93482334	-	ENSG00000138119.17	MYOF
chr10	93496612	93529092	+	ENSG00000138180.16	CEP55
chr10	93510548	93510680	-	ENSG00000212396.1	RNA5SP323
chr10	93612537	93666010	+	ENSG00000095464.10	PDE6C
chr10	93667883	93702592	-	ENSG00000148690.12	FRA10AC1
chr10	93893973	93956062	+	ENSG00000176273.15	SLC35G1
chr10	94030812	94332823	+	ENSG00000138193.15	PLCE1
chr10	94081950	94108814	-	ENSG00000232913.8	PLCE1-AS2
chr10	94314907	94315327	-	ENSG00000273450.1	AL139124.1
chr10	94333226	94362959	-	ENSG00000173145.11	NOC3L
chr10	94402541	94536332	+	ENSG00000108239.9	TBC1D12
chr10	95194200	95228928	+	ENSG00000173124.14	ACSM6
chr10	95228243	95231144	-	ENSG00000234026.1	AL157834.2
chr10	95237572	95291012	-	ENSG00000107438.9	PDLIM1
chr10	95311771	95561414	-	ENSG00000095637.22	SORBS1
chr10	95594598	95595372	+	ENSG00000214362.2	RPS3AP36
chr10	95605941	95656711	-	ENSG00000059573.9	ALDH18A1
chr10	95663396	95694143	-	ENSG00000119977.21	TCTN3
chr10	95711779	95877266	+	ENSG00000138185.20	ENTPD1
chr10	95732976	96090250	-	ENSG00000226688.7	ENTPD1-AS1
chr10	95833508	95873758	+	ENSG00000240527.1	AL365273.1
chr10	95860548	95924844	+	ENSG00000270099.1	AL365273.2
chr10	95907603	96032684	+	ENSG00000188649.14	CC2D2B
chr10	96292685	96306695	-	ENSG00000229418.2	AL136181.1
chr10	96304409	96338564	+	ENSG00000107447.8	DNTT
chr10	96343221	96359365	-	ENSG00000197430.11	OPALIN
chr10	96364608	96513926	-	ENSG00000095587.9	TLL2
chr10	96518110	96587452	-	ENSG00000077147.16	TM9SF3
chr10	96560185	96560922	+	ENSG00000235677.1	NPM1P26
chr10	96593315	96720514	-	ENSG00000155629.15	PIK3AP1
chr10	96619376	96619483	+	ENSG00000202047.1	RNA5SP324
chr10	96620877	96621707	-	ENSG00000227032.1	RPS2P36
chr10	96828669	96828764	-	ENSG00000207976.1	MIR607
chr10	96832282	96995959	+	ENSG00000196233.13	LCOR
chr10	96998038	97185959	-	ENSG00000187122.17	SLIT1
chr10	97153045	97292637	-	ENSG00000269891.2	ARHGAP19-SLIT1
chr10	97195907	97203721	+	ENSG00000286683.1	AL512424.1
chr10	97222173	97292673	-	ENSG00000213390.11	ARHGAP19
chr10	97458324	97498794	-	ENSG00000155229.21	MMS19
chr10	97584374	97673910	+	ENSG00000249967.1	AL355315.1
chr10	97614553	97633500	-	ENSG00000171160.18	MORN4
chr10	97849843	97871580	+	ENSG00000155265.11	GOLGA7B
chr10	97865000	98030828	-	ENSG00000095713.14	CRTAC1
chr10	98134624	98244897	+	ENSG00000166024.13	R3HCC1L
chr10	98416198	98446947	-	ENSG00000107521.19	HPS1
chr10	98446346	98453805	+	ENSG00000287261.1	AL139243.1
chr10	98457077	99235862	-	ENSG00000172987.12	HPSE2
chr10	99329356	99394330	+	ENSG00000119946.11	CNNM1
chr10	99396870	99430624	-	ENSG00000120053.12	GOT1
chr10	99610522	99620609	-	ENSG00000155287.11	SLC25A28
chr10	99621055	99621918	+	ENSG00000260475.1	AL353719.1
chr10	99702558	99756134	+	ENSG00000119929.13	CUTC
chr10	99782640	99852594	+	ENSG00000023839.12	ABCC2
chr10	100042193	100081869	-	ENSG00000120054.12	CPN1
chr10	100188300	100229596	-	ENSG00000213341.11	CHUK
chr10	100229629	100234398	+	ENSG00000227492.2	AL138921.1
chr10	100232298	100267680	-	ENSG00000095485.18	CWF19L1
chr10	100237156	100237302	-	ENSG00000212464.1	SNORA12
chr10	100288149	100330264	-	ENSG00000107593.17	PKD2L1
chr10	100335563	100346390	-	ENSG00000231188.1	AL139819.1
chr10	100373099	100454043	+	ENSG00000235823.3	OLMALINC
chr10	100463009	100483744	+	ENSG00000075290.8	WNT8B
chr10	100486646	100519864	-	ENSG00000075826.17	SEC31B
chr10	100505628	100529881	-	ENSG00000255339.6	AL133352.1
chr10	100523740	100530000	-	ENSG00000166136.16	NDUFB8
chr10	100529072	100559998	+	ENSG00000166135.14	HIF1AN
chr10	100735603	100829941	+	ENSG00000075891.21	PAX2
chr10	101176306	101194147	+	ENSG00000237579.3	LINC01514
chr10	101181144	101181951	-	ENSG00000270973.1	SMARCE1P7
chr10	101354033	101557321	+	ENSG00000166167.18	BTRC
chr10	101570560	101609662	+	ENSG00000166171.13	DPCD
chr10	101578882	101588270	-	ENSG00000166169.17	POLL
chr10	101601417	101601497	-	ENSG00000283558.1	MIR3158-2
chr10	101601417	101601497	+	ENSG00000263436.1	MIR3158-1
chr10	101610664	101695295	-	ENSG00000107829.15	FBXW4
chr10	101770130	101780369	-	ENSG00000107831.13	FGF8
chr10	101781325	101783413	-	ENSG00000107833.10	NPM3
chr10	101784443	101818465	-	ENSG00000198408.14	OGA
chr10	101845599	102056193	-	ENSG00000120029.13	ARMH3
chr10	102226299	102229589	+	ENSG00000119915.5	ELOVL3
chr10	102230186	102241512	-	ENSG00000107859.10	PITX3
chr10	102245532	102382899	+	ENSG00000107862.5	GBF1
chr10	102461881	102502712	-	ENSG00000138107.13	ACTR1A
chr10	102503987	102633535	+	ENSG00000107882.11	SUFU
chr10	102591524	102591630	+	ENSG00000207029.1	RNU6-43P
chr10	102673731	102714397	-	ENSG00000138175.9	ARL3
chr10	102714538	102743492	+	ENSG00000156398.13	SFXN2
chr10	102743948	102834516	+	ENSG00000166272.18	WBP1L
chr10	102830531	102837472	-	ENSG00000148795.7	CYP17A1
chr10	102838011	102845473	-	ENSG00000213061.2	PFN1P11
chr10	102854272	102901899	+	ENSG00000270316.1	BORCS7-ASMT
chr10	102869470	102901899	+	ENSG00000214435.8	AS3MT
chr10	102887874	102888188	-	ENSG00000235266.1	RPL22P17
chr10	102898649	102918335	-	ENSG00000286575.1	AL356608.3
chr10	102914585	102915404	+	ENSG00000272912.1	AL356608.1
chr10	102918294	103090222	+	ENSG00000148842.18	CNNM2
chr10	103088017	103193306	-	ENSG00000076685.18	NT5C2
chr10	103245887	103248016	+	ENSG00000235376.5	RPEL1
chr10	103302796	103351144	-	ENSG00000156374.16	PCGF6
chr10	103493979	103592552	+	ENSG00000107954.10	NEURL1
chr10	103594027	103855543	-	ENSG00000107957.16	SH3PXD2A
chr10	103608619	103610050	+	ENSG00000273108.1	AL121929.3
chr10	103877374	103879761	-	ENSG00000260461.1	AL133355.1
chr10	103877569	103918184	-	ENSG00000107960.11	STN1
chr10	104122058	104126385	+	ENSG00000156384.14	SFR1
chr10	104129888	104232364	-	ENSG00000197748.13	CFAP43
chr10	104218789	104218883	-	ENSG00000208033.1	MIR609
chr10	104353833	104455102	+	ENSG00000120051.15	CFAP58
chr10	104566931	104624795	+	ENSG00000237761.3	AL161646.1
chr10	104641290	105265242	+	ENSG00000156395.13	SORCS3
chr10	109864766	109923553	-	ENSG00000108039.18	XPNPEP1
chr10	109940104	110008381	-	ENSG00000203876.10	ADD3-AS1
chr10	109996368	110135565	+	ENSG00000148700.15	ADD3
chr10	110139214	110139426	-	ENSG00000226734.1	SNRPGP12
chr10	110207605	110287365	+	ENSG00000119950.21	MXI1
chr10	110290730	110304938	-	ENSG00000119953.13	SMNDC1
chr10	110550115	110550854	-	ENSG00000233518.1	RPL7P35
chr10	110567691	110604636	+	ENSG00000108055.9	SMC3
chr10	110644336	110839468	+	ENSG00000203867.8	RBM20
chr10	110756456	110756723	+	ENSG00000252036.1	RN7SKP288
chr10	110761142	110761242	+	ENSG00000199364.1	RNA5SP327
chr10	110871795	110900006	+	ENSG00000150593.18	PDCD4
chr10	110898090	110898155	+	ENSG00000284482.1	MIR4680
chr10	110898728	110919201	-	ENSG00000214413.8	BBIP1
chr10	111077029	111080907	+	ENSG00000150594.7	ADRA2A
chr10	111349939	111352103	-	ENSG00000227851.1	AC021035.1
chr10	112149865	112215377	-	ENSG00000119927.14	GPAM
chr10	112283400	112305038	+	ENSG00000119913.6	TECTB
chr10	112299612	112299688	-	ENSG00000283688.1	MIR6715B
chr10	112299612	112299690	+	ENSG00000276857.1	MIR6715A
chr10	112308181	112356574	-	ENSG00000243316.7	GUCY2GP
chr10	112374018	112428380	+	ENSG00000197142.10	ACSL5
chr10	112395813	112425589	-	ENSG00000232934.8	AL157786.1
chr10	112424428	112446917	-	ENSG00000023041.11	ZDHHC6
chr10	112446998	112818744	+	ENSG00000151532.13	VTI1A
chr10	112548632	112548872	-	ENSG00000234017.1	AC022018.1
chr10	112950247	113167678	+	ENSG00000148737.17	TCF7L2
chr10	112950646	112951875	-	ENSG00000233547.1	AL158212.2
chr10	113482069	113492054	-	ENSG00000286289.1	AL133482.1
chr10	113550837	113589602	+	ENSG00000148702.15	HABP2
chr10	113588716	113664127	-	ENSG00000197893.13	NRAP
chr10	113679162	113730907	+	ENSG00000165806.20	CASP7
chr10	113710681	113719332	-	ENSG00000234393.1	AL592546.2
chr10	113751262	113783429	+	ENSG00000148735.15	PLEKHS1
chr10	113820459	113820590	+	ENSG00000212589.1	AL592546.1
chr10	113854661	113917194	+	ENSG00000196865.4	NHLRC2
chr10	113865811	113869614	-	ENSG00000287857.1	AL592546.3
chr10	114109856	114118700	-	ENSG00000285540.1	AC022023.2
chr10	114111414	114111517	+	ENSG00000253066.1	RNU6-709P
chr10	114117147	114117551	+	ENSG00000226582.1	UBE2V1P5
chr10	114120862	114174232	-	ENSG00000165813.20	CCDC186
chr10	114168156	114168280	-	ENSG00000273904.1	AC022023.1
chr10	114174105	114174179	-	ENSG00000284442.1	MIR2110
chr10	114179270	114232304	+	ENSG00000095627.9	TDRD1
chr10	114239254	114294489	+	ENSG00000165816.13	VWA2
chr10	114294824	114404756	-	ENSG00000169129.15	AFAP1L2
chr10	114423770	114424067	-	ENSG00000242912.3	RN7SL384P
chr10	114424445	114427398	-	ENSG00000279796.1	AL133384.2
chr10	114431113	114768061	-	ENSG00000099204.20	ABLIM1
chr10	114764788	114794344	+	ENSG00000228484.3	AL137025.1
chr10	114809375	114811170	+	ENSG00000215760.2	TAF9BP2
chr10	114821744	114899832	+	ENSG00000151553.15	FAM160B1
chr10	115093365	115948999	+	ENSG00000107518.18	ATRNL1
chr10	115123482	115218819	-	ENSG00000285582.1	AC016042.1
chr10	116056925	116273467	-	ENSG00000151892.14	GFRA1
chr10	116274270	116281071	+	ENSG00000285587.1	AC012470.1
chr10	116324448	116380029	+	ENSG00000182645.6	CCDC172
chr10	116409256	116409475	+	ENSG00000205433.4	SNRPGP6
chr10	116620953	116645143	+	ENSG00000266200.6	PNLIPRP2
chr10	116663696	116670264	-	ENSG00000165863.17	C10orf82
chr10	116670034	116672750	+	ENSG00000232767.2	AC016825.1
chr10	116671192	116850236	-	ENSG00000165868.14	HSPA12A
chr10	116881477	117126586	-	ENSG00000187164.20	SHTN1
chr10	117144564	117169108	-	ENSG00000234474.3	MIR3663HG
chr10	117167678	117167774	-	ENSG00000266782.1	MIR3663
chr10	117197489	117210299	+	ENSG00000186795.1	KCNK18
chr10	117277274	117375440	-	ENSG00000165650.12	PDZD8
chr10	117425194	117490419	+	ENSG00000258114.1	AC005871.2
chr10	117473215	117545068	-	ENSG00000229847.9	EMX2OS
chr10	117542445	117549546	+	ENSG00000170370.12	EMX2
chr10	117562084	117572457	-	ENSG00000235198.1	AC005871.1
chr10	118046279	118210158	+	ENSG00000177640.16	CASC2
chr10	118241468	118267710	+	ENSG00000238276.6	AL354863.1
chr10	118572871	118573620	+	ENSG00000234309.1	SLC25A18P1
chr10	118589997	118595648	-	ENSG00000119973.6	PRLHR
chr10	118674167	118755249	-	ENSG00000151893.15	CACUL1
chr10	118692361	118693535	-	ENSG00000277687.1	AL139407.1
chr10	118784563	119029544	-	ENSG00000229272.2	AL157388.1
chr10	119029714	119033730	+	ENSG00000188613.7	NANOS1
chr10	119033670	119080823	-	ENSG00000107581.13	EIF3A
chr10	119167720	119178812	-	ENSG00000165672.7	PRDX3
chr10	119207571	119459745	+	ENSG00000198873.12	GRK5
chr10	119208531	119211760	+	ENSG00000228485.1	GRK5-IT1
chr10	119212857	119213146	+	ENSG00000242853.3	RN7SL749P
chr10	119499817	119542719	-	ENSG00000148908.15	RGS10
chr10	119562101	119562530	-	ENSG00000271353.1	AC012468.1
chr10	119571802	119597029	-	ENSG00000151923.17	TIAL1
chr10	119621068	119621880	+	ENSG00000234569.1	RAD1P1
chr10	119651370	119677819	+	ENSG00000151929.9	BAG3
chr10	119683127	119683823	-	ENSG00000232823.2	TXNP1
chr10	119726042	119829147	+	ENSG00000198825.15	INPP5F
chr10	119829404	119892556	-	ENSG00000197771.12	MCMBP
chr10	119892730	119944657	+	ENSG00000107651.13	SEC23IP
chr10	119997086	119997709	-	ENSG00000180230.6	NACAP2
chr10	120354701	120355183	-	ENSG00000220842.6	RPL21P16
chr10	120434983	120440376	+	ENSG00000234522.1	AC073587.1
chr10	120457227	120592065	+	ENSG00000203805.11	PLPP4
chr10	120608580	120825317	+	ENSG00000274461.2	AC023282.1
chr10	120759898	120851457	-	ENSG00000227165.9	WDR11-AS1
chr10	120842521	120845146	+	ENSG00000287936.1	AL391425.1
chr10	120851305	120909524	+	ENSG00000120008.16	WDR11
chr10	120925547	120980700	-	ENSG00000227307.1	AC010998.1
chr10	121478334	121598458	-	ENSG00000066468.22	FGFR2
chr10	121615425	121615839	-	ENSG00000223432.1	AC009988.1
chr10	121713607	121713994	+	ENSG00000223540.1	RPS15AP5
chr10	121736303	121739730	+	ENSG00000224250.1	AC025947.1
chr10	121740421	121928801	-	ENSG00000107669.17	ATE1
chr10	122271296	122338159	+	ENSG00000138152.10	BTBD16
chr10	122345690	122345793	+	ENSG00000202245.1	RNU6-728P
chr10	122374696	122442602	+	ENSG00000107679.14	PLEKHA1
chr10	122435924	122461383	-	ENSG00000285955.1	BX842242.1
chr10	122454653	122457352	+	ENSG00000254636.1	ARMS2
chr10	122560665	122643740	+	ENSG00000187908.19	DMBT1
chr10	123008979	123058290	+	ENSG00000196177.13	ACADSB
chr10	123135970	123139423	+	ENSG00000188620.11	HMX3
chr10	123148122	123150672	+	ENSG00000188816.3	HMX2
chr10	123154402	123170467	+	ENSG00000154473.18	BUB3
chr10	123356450	123537767	+	ENSG00000230131.6	LINC02641
chr10	123560326	123562213	+	ENSG00000286344.1	AL357127.2
chr10	123574227	123583767	+	ENSG00000234542.1	AL357127.1
chr10	123991910	123992669	+	ENSG00000213438.2	YBX2P1
chr10	124004304	124004828	-	ENSG00000232334.1	AL683842.1
chr10	124007668	124093598	-	ENSG00000182022.18	CHST15
chr10	124397303	124418976	-	ENSG00000065154.12	OAT
chr10	124461823	124617888	+	ENSG00000107902.14	LHPP
chr10	124617080	124791727	-	ENSG00000258539.1	AC068896.3
chr10	124619292	124744378	-	ENSG00000189319.14	FAM53B
chr10	124623353	124624079	+	ENSG00000278831.1	AL513190.1
chr10	124748149	124791887	-	ENSG00000203791.15	EEF1AKMT2
chr10	124766196	124766297	+	ENSG00000199466.1	AC068896.1
chr10	124801819	124836667	+	ENSG00000165660.8	ABRAXAS2
chr10	124814958	124815062	-	ENSG00000207494.1	AC068896.2
chr10	124942123	124988189	+	ENSG00000019995.6	ZRANB1
chr10	124984317	125161170	-	ENSG00000175029.17	CTBP2
chr10	124996064	125001491	+	ENSG00000273599.1	AL731571.1
chr10	125032783	125032870	-	ENSG00000264572.1	MIR4296
chr10	125162379	125162971	+	ENSG00000282787.1	AL157888.1
chr10	125683229	125709677	+	ENSG00000228021.7	AL158835.1
chr10	125700436	125719566	-	ENSG00000224023.10	EDRF1-DT
chr10	125707416	125749525	-	ENSG00000280561.1	AL158835.3
chr10	125718771	125719365	-	ENSG00000234134.1	AL158835.2
chr10	125719515	125764143	+	ENSG00000107938.18	EDRF1
chr10	125725634	125752110	-	ENSG00000236991.6	EDRF1-AS1
chr10	125896564	126009592	+	ENSG00000203780.11	FANK1
chr10	125960208	125960406	-	ENSG00000234016.1	GNG10P1
chr10	125972188	125973126	-	ENSG00000233409.1	FANK1-AS1
chr10	126012381	126388455	-	ENSG00000148848.14	ADAM12
chr10	126393489	126398789	-	ENSG00000287609.1	AL589787.2
chr10	126413869	126421879	-	ENSG00000235180.1	LINC00601
chr10	126424997	126798708	-	ENSG00000154493.19	C10orf90
chr10	126905409	127452517	+	ENSG00000150760.12	DOCK1
chr10	126988095	127026507	-	ENSG00000223528.7	AL359094.1
chr10	127013501	127026475	-	ENSG00000232935.2	AL359094.2
chr10	127734562	127736996	-	ENSG00000279725.1	AL391005.1
chr10	127867881	127868487	+	ENSG00000270778.1	BUB1P1
chr10	127877841	127892941	-	ENSG00000180745.5	CLRN3
chr10	127907061	128085855	+	ENSG00000132334.16	PTPRE
chr10	128026878	128029444	-	ENSG00000287427.1	AL390236.1
chr10	128181032	128317726	+	ENSG00000280953.2	LINC01163
chr10	128316282	128320214	-	ENSG00000234640.1	AL390763.1
chr10	129372194	129380753	-	ENSG00000285615.1	AL359508.1
chr10	129467190	129770983	+	ENSG00000170430.10	MGMT
chr10	129835283	129963841	-	ENSG00000108001.13	EBF3
chr10	129837505	129837794	+	ENSG00000275327.1	AL354950.2
chr10	129843299	129843374	-	ENSG00000266676.1	MIR4297
chr10	129845328	129845895	+	ENSG00000275005.1	AL354950.1
chr10	129857638	129867384	+	ENSG00000287997.1	AL354950.3
chr10	130131770	130132241	-	ENSG00000233319.1	PPIAP32
chr10	130136391	130184521	+	ENSG00000108010.12	GLRX3
chr10	130213488	130483193	+	ENSG00000236303.4	LINC02646
chr10	130525712	130537406	+	ENSG00000285529.1	AC016816.1
chr10	131092391	131311721	-	ENSG00000176769.9	TCERG1L
chr10	131772398	131790199	-	ENSG00000189275.4	LINC01164
chr10	131776386	131795277	+	ENSG00000286295.1	AL450307.1
chr10	131831910	131833508	-	ENSG00000280446.1	AL607033.1
chr10	131891640	131895297	+	ENSG00000283095.1	FP565171.1
chr10	131901008	131959834	+	ENSG00000175470.20	PPP2R2D
chr10	132036336	132184858	+	ENSG00000188385.12	JAKMIP3
chr10	132186948	132205759	+	ENSG00000151640.13	DPYSL4
chr10	132207492	132331847	-	ENSG00000165752.17	STK32C
chr10	132332154	132381508	+	ENSG00000148814.18	LRRC27
chr10	132397168	132417859	+	ENSG00000171813.14	PWWP2B
chr10	132433733	132441484	-	ENSG00000234311.1	AL451069.3
chr10	132444327	132449408	+	ENSG00000180066.9	C10orf91
chr10	132537787	132783480	+	ENSG00000068383.19	INPP5A
chr10	132808392	132942823	-	ENSG00000171811.14	CFAP46
chr10	132943967	132965289	-	ENSG00000232903.2	LINC01166
chr10	133070929	133131675	+	ENSG00000197177.15	ADGRA1
chr11	215030	236931	-	ENSG00000142082.15	SIRT3
chr11	236966	252984	+	ENSG00000185627.18	PSMD13
chr11	243099	243483	-	ENSG00000277290.1	AC136475.10
chr11	369499	382117	+	ENSG00000182272.12	B4GALNT4
chr11	537527	554912	+	ENSG00000161328.11	LRRC56
chr11	554850	560738	-	ENSG00000185522.9	LMNTD2
chr11	557595	560107	+	ENSG00000254815.6	LMNTD2-AS1
chr11	560404	564025	+	ENSG00000099849.15	RASSF7
chr11	565660	568457	-	ENSG00000247095.3	MIR210HG
chr11	568089	568198	-	ENSG00000199038.1	MIR210
chr11	694438	727727	+	ENSG00000177106.16	EPS8L2
chr11	708564	727047	-	ENSG00000269915.1	AP006621.4
chr11	747415	765012	+	ENSG00000177156.11	TALDO1
chr11	1074875	1110511	+	ENSG00000198788.8	MUC2
chr11	1274371	1309654	-	ENSG00000078902.16	TOLLIP
chr11	1469457	1501247	-	ENSG00000182208.14	MOB2
chr11	1629775	1630707	+	ENSG00000185940.10	KRTAP5-5
chr11	1662584	1663343	-	ENSG00000231487.1	AP006285.1
chr11	1665597	1667856	+	ENSG00000205866.4	FAM99A
chr11	1683269	1685629	-	ENSG00000205865.4	FAM99B
chr11	1732406	1750595	-	ENSG00000244242.2	IFITM10
chr11	1734821	1763954	-	ENSG00000250644.3	AC068580.4
chr11	1828307	1837521	+	ENSG00000149043.16	SYT8
chr11	1838981	1841680	+	ENSG00000130598.16	TNNI2
chr11	1852970	1892267	+	ENSG00000130592.15	LSP1
chr11	1864177	1866667	+	ENSG00000249086.1	AC051649.1
chr11	1880045	1880147	+	ENSG00000284594.1	MIR7847
chr11	2129112	2158391	-	ENSG00000284779.2	AC132217.2
chr11	2132538	2161209	-	ENSG00000129965.15	INS-IGF2
chr11	2140501	2148666	+	ENSG00000099869.8	IGF2-AS
chr11	2159779	2161341	-	ENSG00000254647.6	INS
chr11	2163929	2171877	-	ENSG00000180176.14	TH
chr11	2295645	2303049	-	ENSG00000110665.11	C11orf21
chr11	2301997	2318200	+	ENSG00000064201.15	TSPAN32
chr11	2404515	2407908	+	ENSG00000230483.1	AC124057.1
chr11	2404515	2423045	-	ENSG00000070985.13	TRPM5
chr11	2444684	2849105	+	ENSG00000053918.18	KCNQ1
chr11	2608328	2699994	-	ENSG00000269821.1	KCNQ1OT1
chr11	2697851	2698076	+	ENSG00000276015.1	AC021424.2
chr11	2840135	2861568	-	ENSG00000229414.2	KCNQ1-AS1
chr11	2870033	2872105	+	ENSG00000237941.2	KCNQ1DN
chr11	2871437	2871498	+	ENSG00000274740.1	AC013791.1
chr11	2883213	2885773	-	ENSG00000129757.13	CDKN1C
chr11	2887344	2903575	-	ENSG00000254827.6	SLC22A18AS
chr11	2899721	2925246	+	ENSG00000110628.16	SLC22A18
chr11	3000922	3057613	-	ENSG00000110619.17	CARS1
chr11	3029009	3041260	+	ENSG00000247473.2	CARS-AS1
chr11	3057538	3064707	+	ENSG00000285644.1	AC108448.3
chr11	3084393	3085443	-	ENSG00000236710.1	AC108448.2
chr11	3087107	3166739	-	ENSG00000021762.20	OSBPL5
chr11	3217944	3218813	-	ENSG00000182170.3	MRGPRG
chr11	3218332	3223131	+	ENSG00000236301.5	MRGPRG-AS1
chr11	3797724	3826371	+	ENSG00000148985.20	PGAP2
chr11	3826978	3840959	-	ENSG00000177105.10	RHOG
chr11	3854318	3855509	-	ENSG00000228661.1	AC090587.1
chr11	3854527	4093210	+	ENSG00000167323.11	STIM1
chr11	3854612	3855399	+	ENSG00000229368.1	AC090587.2
chr11	3856062	3856141	+	ENSG00000284525.1	MIR4687
chr11	4179675	4202663	+	ENSG00000254480.2	LINC02749
chr11	4514966	4515924	-	ENSG00000226616.1	OR52M2P
chr11	4593614	4596574	+	ENSG00000232268.6	OR52I1
chr11	4598672	4608231	-	ENSG00000167333.13	TRIM68
chr11	4637477	4643060	+	ENSG00000197428.3	OR51D1
chr11	4643420	4655488	+	ENSG00000180785.10	OR51E1
chr11	4660853	4661763	-	ENSG00000180723.6	OR51A9P
chr11	4704927	4992429	+	ENSG00000167346.7	MMP26
chr11	4821321	4822456	+	ENSG00000176925.7	OR51F2
chr11	4830175	4833072	+	ENSG00000197984.4	OR51A8P
chr11	4937371	4938294	-	ENSG00000227023.1	OR51A3P
chr11	4942831	4947605	-	ENSG00000205497.4	OR51A4
chr11	4994851	5005536	+	ENSG00000176798.2	OR51L1
chr11	5015138	5016079	+	ENSG00000224300.1	OR51P1P
chr11	5128776	5138356	-	ENSG00000171944.2	OR52A5
chr11	5143219	5154757	-	ENSG00000182070.5	OR52A1
chr11	5253188	5505605	-	ENSG00000196565.15	HBG2
chr11	5254392	5678434	-	ENSG00000239920.2	AC104389.5
chr11	5268345	5505652	-	ENSG00000213931.7	HBE1
chr11	5291761	5292380	-	ENSG00000229093.1	OR51AB1P
chr11	5301014	5301946	-	ENSG00000183251.4	OR51B4
chr11	5303444	5505652	-	ENSG00000167355.8	OR51B5
chr11	5383812	5393263	+	ENSG00000184698.5	OR51M1
chr11	5449323	5456518	+	ENSG00000187918.5	OR51I2
chr11	5468486	5469422	-	ENSG00000230484.2	OR51A10P
chr11	5544489	5548533	-	ENSG00000181616.9	OR52H1
chr11	5551662	5552563	-	ENSG00000248553.1	OR52H2P
chr11	5557096	5564327	+	ENSG00000231049.2	OR52B5P
chr11	5663195	5938619	-	ENSG00000132256.19	TRIM5
chr11	5689697	5737089	+	ENSG00000132274.16	TRIM22
chr11	5719290	5720212	+	ENSG00000232381.1	OR52U1P
chr11	5726502	5727464	+	ENSG00000181109.3	OR52P1P
chr11	5786471	5791265	-	ENSG00000181001.2	OR52N1
chr11	5800364	5801297	+	ENSG00000236965.4	OR52N3P
chr11	5820314	5821348	+	ENSG00000180988.2	OR52N2
chr11	5840928	5841952	-	ENSG00000205409.3	OR52E6
chr11	5999445	6006946	-	ENSG00000183389.5	OR56A4
chr11	6016996	6017114	+	ENSG00000202147.1	RNA5SP329
chr11	6019336	6034338	-	ENSG00000180934.6	OR56A1
chr11	6259806	6272127	+	ENSG00000110148.10	CCKBR
chr11	6318946	6320532	-	ENSG00000170955.10	CAVIN3
chr11	6319140	6360454	+	ENSG00000282556.3	AC068733.3
chr11	6362799	6365267	+	ENSG00000254443.1	AC068733.1
chr11	6390440	6394998	+	ENSG00000166311.10	SMPD1
chr11	6395124	6419414	-	ENSG00000166313.19	APBB1
chr11	6481485	6508978	+	ENSG00000283977.1	AC084337.2
chr11	6488186	6489377	-	ENSG00000254595.1	AC084337.1
chr11	6497260	6593758	+	ENSG00000179532.13	DNHD1
chr11	6595072	6603616	-	ENSG00000132275.11	RRP8
chr11	6603642	6604420	-	ENSG00000254400.1	AC091564.2
chr11	6603708	6610874	+	ENSG00000166333.13	ILK
chr11	6606294	6612539	-	ENSG00000166337.10	TAF10
