gene_id	chr	start	end
ENSG00000270778.1	chr10	127867881	127868487
ENSG00000180745.5	chr10	127877841	127892941
ENSG00000132334.16	chr10	127907061	128085855
ENSG00000287427.1	chr10	128026878	128029444
ENSG00000280953.2	chr10	128181032	128317726
ENSG00000234640.1	chr10	128316282	128320214
ENSG00000285615.1	chr10	129372194	129380753
ENSG00000170430.10	chr10	129467190	129770983
ENSG00000108001.13	chr10	129835283	129963841
ENSG00000275327.1	chr10	129837505	129837794
ENSG00000266676.1	chr10	129843299	129843374
ENSG00000275005.1	chr10	129845328	129845895
ENSG00000287997.1	chr10	129857638	129867384
ENSG00000233319.1	chr10	130131770	130132241
ENSG00000108010.12	chr10	130136391	130184521
ENSG00000236303.4	chr10	130213488	130483193
ENSG00000285529.1	chr10	130525712	130537406
ENSG00000176769.9	chr10	131092391	131311721
ENSG00000189275.4	chr10	131772398	131790199
ENSG00000286295.1	chr10	131776386	131795277
ENSG00000280446.1	chr10	131831910	131833508
ENSG00000283095.1	chr10	131891640	131895297
ENSG00000175470.20	chr10	131901008	131959834
ENSG00000188385.12	chr10	132036336	132184858
ENSG00000151640.13	chr10	132186948	132205759
ENSG00000165752.17	chr10	132207492	132331847
ENSG00000148814.18	chr10	132332154	132381508
ENSG00000171813.14	chr10	132397168	132417859
ENSG00000234311.1	chr10	132433733	132441484
ENSG00000180066.9	chr10	132444327	132449408
ENSG00000068383.19	chr10	132537787	132783480
ENSG00000171811.14	chr10	132808392	132942823
ENSG00000232903.2	chr10	132943967	132965289
ENSG00000197177.15	chr10	133070929	133131675
ENSG00000142082.15	chr11	215030	236931
ENSG00000185627.18	chr11	236966	252984
ENSG00000277290.1	chr11	243099	243483
ENSG00000182272.12	chr11	369499	382117
ENSG00000161328.11	chr11	537527	554912
ENSG00000185522.9	chr11	554850	560738
ENSG00000254815.6	chr11	557595	560107
ENSG00000099849.15	chr11	560404	564025
ENSG00000247095.3	chr11	565660	568457
ENSG00000199038.1	chr11	568089	568198
ENSG00000177106.16	chr11	694438	727727
ENSG00000269915.1	chr11	708564	727047
ENSG00000177156.11	chr11	747415	765012
ENSG00000198788.8	chr11	1074875	1110511
ENSG00000078902.16	chr11	1274371	1309654
ENSG00000182208.14	chr11	1469457	1501247
ENSG00000185940.10	chr11	1629775	1630707
ENSG00000231487.1	chr11	1662584	1663343
ENSG00000205866.4	chr11	1665597	1667856
ENSG00000205865.4	chr11	1683269	1685629
ENSG00000244242.2	chr11	1732406	1750595
ENSG00000250644.3	chr11	1734821	1763954
ENSG00000149043.16	chr11	1828307	1837521
ENSG00000130598.16	chr11	1838981	1841680
ENSG00000130592.15	chr11	1852970	1892267
ENSG00000249086.1	chr11	1864177	1866667
ENSG00000284594.1	chr11	1880045	1880147
ENSG00000284779.2	chr11	2129112	2158391
ENSG00000129965.15	chr11	2132538	2161209
ENSG00000099869.8	chr11	2140501	2148666
ENSG00000254647.6	chr11	2159779	2161341
ENSG00000180176.14	chr11	2163929	2171877
ENSG00000110665.11	chr11	2295645	2303049
ENSG00000064201.15	chr11	2301997	2318200
ENSG00000230483.1	chr11	2404515	2407908
ENSG00000070985.13	chr11	2404515	2423045
ENSG00000053918.18	chr11	2444684	2849105
ENSG00000269821.1	chr11	2608328	2699994
ENSG00000276015.1	chr11	2697851	2698076
ENSG00000229414.2	chr11	2840135	2861568
ENSG00000237941.2	chr11	2870033	2872105
ENSG00000274740.1	chr11	2871437	2871498
ENSG00000129757.13	chr11	2883213	2885773
ENSG00000254827.6	chr11	2887344	2903575
ENSG00000110628.16	chr11	2899721	2925246
ENSG00000110619.17	chr11	3000922	3057613
ENSG00000247473.2	chr11	3029009	3041260
ENSG00000285644.1	chr11	3057538	3064707
ENSG00000236710.1	chr11	3084393	3085443
ENSG00000021762.20	chr11	3087107	3166739
ENSG00000182170.3	chr11	3217944	3218813
ENSG00000236301.5	chr11	3218332	3223131
ENSG00000148985.20	chr11	3797724	3826371
ENSG00000177105.10	chr11	3826978	3840959
ENSG00000228661.1	chr11	3854318	3855509
ENSG00000167323.11	chr11	3854527	4093210
ENSG00000229368.1	chr11	3854612	3855399
ENSG00000284525.1	chr11	3856062	3856141
ENSG00000254480.2	chr11	4179675	4202663
ENSG00000226616.1	chr11	4514966	4515924
ENSG00000232268.6	chr11	4593614	4596574
ENSG00000167333.13	chr11	4598672	4608231
ENSG00000197428.3	chr11	4637477	4643060
ENSG00000180785.10	chr11	4643420	4655488
ENSG00000180723.6	chr11	4660853	4661763
ENSG00000167346.7	chr11	4704927	4992429
ENSG00000176925.7	chr11	4821321	4822456
ENSG00000197984.4	chr11	4830175	4833072
ENSG00000227023.1	chr11	4937371	4938294
ENSG00000205497.4	chr11	4942831	4947605
ENSG00000176798.2	chr11	4994851	5005536
ENSG00000224300.1	chr11	5015138	5016079
ENSG00000171944.2	chr11	5128776	5138356
ENSG00000182070.5	chr11	5143219	5154757
ENSG00000196565.15	chr11	5253188	5505605
ENSG00000239920.2	chr11	5254392	5678434
ENSG00000213931.7	chr11	5268345	5505652
ENSG00000229093.1	chr11	5291761	5292380
ENSG00000183251.4	chr11	5301014	5301946
ENSG00000167355.8	chr11	5303444	5505652
ENSG00000184698.5	chr11	5383812	5393263
ENSG00000187918.5	chr11	5449323	5456518
ENSG00000230484.2	chr11	5468486	5469422
ENSG00000181616.9	chr11	5544489	5548533
ENSG00000248553.1	chr11	5551662	5552563
ENSG00000231049.2	chr11	5557096	5564327
ENSG00000132256.19	chr11	5663195	5938619
ENSG00000132274.16	chr11	5689697	5737089
ENSG00000232381.1	chr11	5719290	5720212
ENSG00000181109.3	chr11	5726502	5727464
ENSG00000181001.2	chr11	5786471	5791265
ENSG00000236965.4	chr11	5800364	5801297
ENSG00000180988.2	chr11	5820314	5821348
ENSG00000205409.3	chr11	5840928	5841952
ENSG00000183389.5	chr11	5999445	6006946
ENSG00000202147.1	chr11	6016996	6017114
ENSG00000180934.6	chr11	6019336	6034338
ENSG00000110148.10	chr11	6259806	6272127
ENSG00000170955.10	chr11	6318946	6320532
ENSG00000282556.3	chr11	6319140	6360454
ENSG00000254443.1	chr11	6362799	6365267
ENSG00000166311.10	chr11	6390440	6394998
ENSG00000166313.19	chr11	6395124	6419414
ENSG00000283977.1	chr11	6481485	6508978
ENSG00000254595.1	chr11	6488186	6489377
ENSG00000179532.13	chr11	6497260	6593758
ENSG00000132275.11	chr11	6595072	6603616
ENSG00000254400.1	chr11	6603642	6604420
ENSG00000166333.13	chr11	6603708	6610874
ENSG00000166337.10	chr11	6606294	6612539
ENSG00000254641.1	chr11	6608667	6610135
ENSG00000285338.1	chr11	6610883	6616594
ENSG00000166340.17	chr11	6612768	6619448
ENSG00000158042.9	chr11	6680385	6683340
ENSG00000241678.1	chr11	6685891	6686369
ENSG00000254838.5	chr11	6713536	6746439
ENSG00000170748.7	chr11	7088998	7091148
ENSG00000170743.17	chr11	7238778	7469043
ENSG00000251364.7	chr11	7418826	7513644
ENSG00000183801.8	chr11	7485388	7511377
ENSG00000166387.13	chr11	7513298	7657127
ENSG00000254864.1	chr11	7568866	7572046
ENSG00000166394.15	chr11	7665100	7677222
ENSG00000183378.12	chr11	7689437	7706421
ENSG00000275612.1	chr11	7698951	7699393
ENSG00000276668.1	chr11	7699562	7699988
ENSG00000271758.2	chr11	7704628	7882947
ENSG00000254707.1	chr11	7705288	7709517
ENSG00000182261.4	chr11	7957537	7965426
ENSG00000175390.14	chr11	7970251	8001862
ENSG00000254642.1	chr11	7977481	7977708
ENSG00000255420.2	chr11	8011278	8016520
ENSG00000166402.8	chr11	8019244	8106112
ENSG00000166407.14	chr11	8224309	8268716
ENSG00000130413.15	chr11	8391868	8594289
ENSG00000252778.1	chr11	8555016	8555146
ENSG00000166436.16	chr11	8612037	8682694
ENSG00000254900.1	chr11	8679089	8680913
ENSG00000166441.13	chr11	8682788	8714759
ENSG00000200983.1	chr11	8684227	8684356
ENSG00000212607.1	chr11	8685439	8685569
ENSG00000166444.19	chr11	8693351	8910951
ENSG00000254665.1	chr11	8693357	8696607
ENSG00000255159.1	chr11	8768778	8810231
ENSG00000176009.3	chr11	8937579	8938211
ENSG00000223080.1	chr11	8943380	8943467
ENSG00000175348.11	chr11	8947202	8965011
ENSG00000254860.6	chr11	8964510	8977527
ENSG00000175352.11	chr11	8980576	9004049
ENSG00000253973.3	chr11	9004093	9067776
ENSG00000175356.13	chr11	9019498	9138114
ENSG00000184014.8	chr11	9138825	9265350
ENSG00000205339.10	chr11	9384652	9448127
ENSG00000201998.1	chr11	9428773	9428954
ENSG00000254397.1	chr11	9430356	9433486
ENSG00000166478.10	chr11	9460319	9528524
ENSG00000166483.11	chr11	9573670	9593457
ENSG00000243964.1	chr11	9606142	9606609
ENSG00000255463.1	chr11	9631008	9631359
ENSG00000133789.15	chr11	9664077	9752993
ENSG00000245522.2	chr11	9754770	9759533
ENSG00000246273.8	chr11	9758268	9811335
ENSG00000133812.15	chr11	9778667	10294207
ENSG00000255476.1	chr11	9839143	9929263
ENSG00000254765.1	chr11	9958744	9959790
ENSG00000286561.1	chr11	9982753	10000290
ENSG00000254554.1	chr11	10302657	10303704
ENSG00000148926.10	chr11	10305073	10307397
ENSG00000133805.15	chr11	10308313	10507579
ENSG00000221574.1	chr11	10399192	10399317
ENSG00000255823.5	chr11	10507894	10509186
ENSG00000283813.1	chr11	10508270	10508326
ENSG00000110315.7	chr11	10511673	10541230
ENSG00000177112.8	chr11	10541258	10599936
ENSG00000133800.9	chr11	10556966	10611689
ENSG00000072952.18	chr11	10573091	10693988
ENSG00000206858.1	chr11	10725903	10726004
ENSG00000198730.9	chr11	10751246	10801625
ENSG00000110321.17	chr11	10797050	10808940
ENSG00000238622.1	chr11	10801467	10801608
ENSG00000236287.8	chr11	10812074	10858796
ENSG00000247271.7	chr11	10858179	10908972
ENSG00000254401.2	chr11	11020883	11183611
ENSG00000255123.1	chr11	11239759	11240280
ENSG00000255260.1	chr11	11243188	11243715
ENSG00000110328.6	chr11	11270877	11622005
ENSG00000255309.1	chr11	11759101	11759433
ENSG00000286959.1	chr11	11781971	11811530
ENSG00000278529.1	chr11	11783135	11783222
ENSG00000170242.18	chr11	11841423	11961887
ENSG00000255492.1	chr11	11856490	11856859
ENSG00000254486.1	chr11	12030875	12061785
ENSG00000254991.1	chr11	12066929	12073014
ENSG00000133816.15	chr11	12094008	12359144
ENSG00000254680.1	chr11	12261426	12263173
ENSG00000254983.1	chr11	12303533	12308216
ENSG00000197702.14	chr11	12377563	12535356
ENSG00000254847.1	chr11	12538083	12540967
ENSG00000286521.1	chr11	12619326	12668495
ENSG00000187079.18	chr11	12674421	12944737
ENSG00000254688.1	chr11	12822435	12823667
ENSG00000252329.1	chr11	12904817	12904988
ENSG00000251381.8	chr11	12961541	12989597
ENSG00000255558.1	chr11	13054615	13134839
ENSG00000255018.1	chr11	13152200	13152348
ENSG00000133794.18	chr11	13276652	13387266
ENSG00000222162.1	chr11	13353208	13353523
ENSG00000255075.1	chr11	13756027	13757560
ENSG00000255088.1	chr11	13758111	13758345
ENSG00000255411.3	chr11	13784017	13848002
ENSG00000262655.4	chr11	13962723	14268133
ENSG00000254418.1	chr11	14262846	14273691
ENSG00000133818.14	chr11	14277922	14364506
ENSG00000255074.1	chr11	14440787	14441677
ENSG00000129083.12	chr11	14443440	14500027
ENSG00000251991.1	chr11	14478892	14478953
ENSG00000256206.2	chr11	14493783	14520344
ENSG00000129084.17	chr11	14504874	14643635
ENSG00000152270.9	chr11	14643804	14872044
ENSG00000186104.10	chr11	14877440	14892252
ENSG00000175868.14	chr11	14904997	15082342
ENSG00000253179.1	chr11	14907518	14907986
ENSG00000188487.11	chr11	15112424	15247208
ENSG00000254946.2	chr11	15552855	15604169
ENSG00000254789.3	chr11	15571817	15622447
ENSG00000254695.2	chr11	15605484	15705376
ENSG00000254645.2	chr11	15701265	15758898
ENSG00000254661.3	chr11	15910528	15930951
ENSG00000110693.18	chr11	15966449	16739591
ENSG00000284094.1	chr11	15969533	15969621
ENSG00000110696.10	chr11	16613132	16758340
ENSG00000166689.16	chr11	16777297	17014414
ENSG00000184669.9	chr11	17013998	17053024
ENSG00000110700.7	chr11	17074388	17077715
ENSG00000272034.1	chr11	17074654	17074744
ENSG00000070081.17	chr11	17208153	17349980
ENSG00000197149.5	chr11	17228279	17229151
ENSG00000188211.9	chr11	17351800	17377341
ENSG00000260196.1	chr11	17380649	17383531
ENSG00000187486.5	chr11	17385859	17389331
ENSG00000006071.14	chr11	17392498	17476879
ENSG00000287898.1	chr11	17476595	17492367
ENSG00000006611.16	chr11	17493895	17544416
ENSG00000188162.11	chr11	17547373	17647150
ENSG00000129152.4	chr11	17719571	17722136
ENSG00000129159.7	chr11	17734774	17856804
ENSG00000129158.11	chr11	17788048	18013047
ENSG00000255448.1	chr11	18000542	18022931
ENSG00000166788.10	chr11	18069935	18106087
ENSG00000255254.1	chr11	18106583	18106841
ENSG00000166787.3	chr11	18112472	18116132
ENSG00000179826.6	chr11	18120955	18138480
ENSG00000255470.1	chr11	18140186	18189495
ENSG00000285562.1	chr11	18142341	18145142
ENSG00000254857.1	chr11	18153277	18154255
ENSG00000264603.1	chr11	18387787	18387860
ENSG00000134333.14	chr11	18394560	18408425
ENSG00000256006.1	chr11	18405609	18406731
ENSG00000166796.12	chr11	18412318	18452063
ENSG00000074319.13	chr11	18468336	18526951
ENSG00000256588.1	chr11	18507608	18508820
ENSG00000256361.1	chr11	18511043	18511475
ENSG00000151116.17	chr11	18529609	18588747
ENSG00000274589.1	chr11	18538885	18539189
ENSG00000179057.13	chr11	18704305	18726230
ENSG00000254966.1	chr11	18706537	18740568
ENSG00000110786.18	chr11	18727928	18792721
ENSG00000286998.1	chr11	18761664	18764965
ENSG00000183695.3	chr11	19054455	19060717
ENSG00000177054.14	chr11	19117099	19176422
ENSG00000129170.10	chr11	19182030	19210571
ENSG00000255308.1	chr11	19196775	19281426
ENSG00000129173.13	chr11	19224063	19241620
ENSG00000254544.1	chr11	19274540	19275269
ENSG00000255160.5	chr11	19299883	19308358
ENSG00000166833.21	chr11	19350724	20121601
ENSG00000265210.1	chr11	19575310	19575372
ENSG00000264309.1	chr11	19760004	19760083
ENSG00000254894.1	chr11	20119684	20120632
ENSG00000279266.1	chr11	20131730	20135465
ENSG00000109854.13	chr11	20363685	20383783
ENSG00000185238.13	chr11	20387558	20509338
ENSG00000286382.1	chr11	20596522	20596979
ENSG00000165970.11	chr11	20599400	20659285
ENSG00000165973.19	chr11	20669551	21575686
ENSG00000254906.1	chr11	20670425	20671297
ENSG00000171714.11	chr11	21799934	22283357
ENSG00000287962.1	chr11	22010402	22170001
ENSG00000254768.6	chr11	22283730	22338245
ENSG00000091664.9	chr11	22338381	22379503
ENSG00000148935.11	chr11	22625509	22813055
ENSG00000246225.7	chr11	22829380	22945393
ENSG00000134343.14	chr11	26188842	26663289
ENSG00000287227.1	chr11	26244640	26269415
ENSG00000254819.2	chr11	26285578	26331289
ENSG00000169550.14	chr11	26559032	26572263
ENSG00000148942.15	chr11	26667020	26723427
ENSG00000176971.4	chr11	26994112	26997087
ENSG00000129151.9	chr11	27040725	27127809
ENSG00000254560.6	chr11	27047186	27220113
ENSG00000109881.17	chr11	27330827	27363234
ENSG00000205213.14	chr11	27365961	27472790
ENSG00000254862.5	chr11	27471729	27482433
ENSG00000242527.1	chr11	27483850	27484128
ENSG00000148943.12	chr11	27494418	27506769
ENSG00000245573.9	chr11	27506830	27698231
ENSG00000176697.19	chr11	27654893	27722058
ENSG00000255496.1	chr11	27696312	27877648
ENSG00000169519.21	chr11	28108248	28527041
ENSG00000254606.1	chr11	28516832	28519341
ENSG00000249867.6	chr11	28702607	29064322
ENSG00000254526.1	chr11	29159956	29266734
ENSG00000254530.2	chr11	29335878	29989328
ENSG00000254532.2	chr11	30044053	30322988
ENSG00000152219.5	chr11	30323104	30338223
ENSG00000066382.16	chr11	30384493	30586872
ENSG00000254489.2	chr11	30584130	30632583
ENSG00000287373.1	chr11	30773913	30850559
ENSG00000170959.14	chr11	30830369	31369810
ENSG00000255370.1	chr11	31280672	31280987
ENSG00000170946.15	chr11	31369840	31432835
ENSG00000109911.19	chr11	31509755	31790324
ENSG00000228061.7	chr11	31618124	31767953
ENSG00000281880.2	chr11	31812307	32002405
ENSG00000285283.1	chr11	31812391	32104665
ENSG00000254584.2	chr11	32035979	32041318
ENSG00000254836.1	chr11	32052843	32053260
ENSG00000254627.1	chr11	32064912	32072173
ENSG00000227160.3	chr11	32112049	32343409
ENSG00000255375.3	chr11	32132657	32143723
ENSG00000186714.12	chr11	32602246	32794658
ENSG00000060749.15	chr11	32892820	32993316
ENSG00000176148.16	chr11	33039417	33105943
ENSG00000213713.3	chr11	33075566	33076460
ENSG00000280798.1	chr11	33076149	33079454
ENSG00000176102.13	chr11	33077188	33162371
ENSG00000247151.7	chr11	33161657	33191598
ENSG00000206808.1	chr11	33171381	33171490
ENSG00000110422.12	chr11	33256672	33357023
ENSG00000110427.16	chr11	33376083	33674102
ENSG00000255202.1	chr11	33665220	33696701
ENSG00000205177.6	chr11	33698261	33700801
ENSG00000284969.1	chr11	33698261	33722467
ENSG00000085063.16	chr11	33703010	33736491
ENSG00000110429.14	chr11	33740939	33774543
ENSG00000255169.1	chr11	33804768	33805641
ENSG00000254619.1	chr11	33810145	33811178
ENSG00000255133.2	chr11	33813873	33822378
ENSG00000135363.12	chr11	33858576	33892076
ENSG00000135372.9	chr11	34105617	34147670
ENSG00000166016.6	chr11	34150987	34358010
ENSG00000201867.1	chr11	34189174	34189275
ENSG00000121691.7	chr11	34438934	34472060
ENSG00000135374.10	chr11	34478793	34525193
ENSG00000255271.1	chr11	34533014	34557924
ENSG00000255427.1	chr11	34570876	34573982
ENSG00000270491.1	chr11	34742906	34743199
ENSG00000149089.13	chr11	34853094	34916379
ENSG00000110435.12	chr11	34915829	35020591
ENSG00000251862.2	chr11	34941837	34941920
ENSG00000110436.13	chr11	35251205	35420063
ENSG00000255542.1	chr11	35419057	35421002
ENSG00000149090.11	chr11	35431823	35530300
ENSG00000254669.1	chr11	35579430	35585310
ENSG00000179431.7	chr11	35618460	35620865
ENSG00000166326.7	chr11	35662775	35818007
ENSG00000285705.1	chr11	35824192	35838523
ENSG00000179241.13	chr11	35943981	36232136
ENSG00000110442.12	chr11	36269284	36289449
ENSG00000135362.14	chr11	36296288	36465204
ENSG00000175104.15	chr11	36483769	36510272
ENSG00000254516.1	chr11	37938601	37954663
ENSG00000255175.6	chr11	38618264	38646384
ENSG00000254562.7	chr11	38646451	38686323
ENSG00000279675.1	chr11	40107244	40112599
ENSG00000148948.8	chr11	40114203	41459773
ENSG00000255132.1	chr11	41394595	41426504
ENSG00000255388.6	chr11	41518895	41714492
ENSG00000255563.1	chr11	41660030	41660221
ENSG00000255171.7	chr11	41714534	41857733
ENSG00000255109.6	chr11	42183292	42253721
ENSG00000251557.2	chr11	43120762	43269393
ENSG00000283217.1	chr11	43556436	43673393
ENSG00000211568.1	chr11	43559656	43559753
ENSG00000283341.2	chr11	43578889	43840030
ENSG00000149084.13	chr11	43680680	43856617
ENSG00000246250.3	chr11	43827517	43880726
ENSG00000283375.1	chr11	43855913	43856404
ENSG00000166199.13	chr11	43880811	43920274
ENSG00000213693.4	chr11	43897456	43899636
ENSG00000244926.7	chr11	43909289	43920944
ENSG00000205126.2	chr11	44047981	44059977
ENSG00000151348.14	chr11	44095673	44251981
ENSG00000052850.8	chr11	44260440	44310139
ENSG00000255106.1	chr11	44539778	44540693
ENSG00000085117.12	chr11	44564427	44620358
ENSG00000254693.1	chr11	44604508	44605337
ENSG00000255092.1	chr11	44606170	44608101
ENSG00000244267.1	chr11	44629357	44629674
ENSG00000275725.1	chr11	44656771	44656920
ENSG00000255079.1	chr11	44694863	44696301
ENSG00000255032.1	chr11	44719392	44736692
ENSG00000157570.12	chr11	44726465	44932423
ENSG00000175274.18	chr11	44885903	44951306
ENSG00000287984.1	chr11	45008266	45044053
ENSG00000019485.13	chr11	45095806	45235110
ENSG00000254664.1	chr11	45215815	45235292
ENSG00000019505.8	chr11	45240302	45286341
ENSG00000254497.1	chr11	45253884	45254649
ENSG00000254427.2	chr11	45355371	45367490
ENSG00000255267.4	chr11	45371397	45388511
ENSG00000255041.1	chr11	45387215	45513802
ENSG00000286418.1	chr11	45397590	45412745
ENSG00000254651.1	chr11	45399448	45400528
ENSG00000175264.8	chr11	45647689	45665622
ENSG00000255091.1	chr11	45651529	45652691
ENSG00000254519.5	chr11	45722279	45748029
ENSG00000255426.1	chr11	45733994	45735766
ENSG00000205106.4	chr11	45771432	45772358
ENSG00000121671.12	chr11	45847118	45883248
ENSG00000165905.18	chr11	45921621	45929096
ENSG00000135365.15	chr11	45929323	46121178
ENSG00000254653.1	chr11	46116578	46117318
ENSG00000255314.4	chr11	46123031	46177106
ENSG00000254871.1	chr11	46142716	46143594
ENSG00000255269.3	chr11	46213150	46220438
ENSG00000254639.1	chr11	46238382	46239267
ENSG00000157613.11	chr11	46277662	46321409
ENSG00000149091.15	chr11	46332905	46380554
ENSG00000264102.1	chr11	46376402	46376484
ENSG00000110492.15	chr11	46380756	46383837
ENSG00000180720.7	chr11	46385098	46386608
ENSG00000110497.14	chr11	46396414	46594125
ENSG00000180423.4	chr11	46602861	46617909
ENSG00000175224.16	chr11	46617527	46674818
ENSG00000175213.3	chr11	46701030	46705912
ENSG00000180210.15	chr11	46719196	46739506
ENSG00000175216.15	chr11	46743048	46846308
ENSG00000263540.1	chr11	46753125	46753192
ENSG00000247675.7	chr11	46846412	46874421
ENSG00000134569.10	chr11	46856717	46918642
ENSG00000149179.13	chr11	46936689	47164385
ENSG00000149182.15	chr11	47164299	47177125
ENSG00000270060.1	chr11	47168281	47169563
ENSG00000165912.16	chr11	47177522	47186443
ENSG00000275208.1	chr11	47179611	47179737
ENSG00000243802.2	chr11	47191181	47191542
ENSG00000134574.11	chr11	47214465	47239240
ENSG00000134575.13	chr11	47239302	47248906
ENSG00000025434.19	chr11	47248300	47269033
ENSG00000110514.19	chr11	47269161	47330031
ENSG00000256746.5	chr11	47270657	47272110
ENSG00000283338.1	chr11	47323983	47324181
ENSG00000134571.11	chr11	47331406	47352702
ENSG00000066336.11	chr11	47354860	47378576
ENSG00000149187.18	chr11	47465933	47565569
ENSG00000196666.5	chr11	47586693	47589194
ENSG00000172247.4	chr11	47589667	47594411
ENSG00000030066.13	chr11	47778087	47848555
ENSG00000271543.1	chr11	47796169	47796379
ENSG00000252941.1	chr11	47804296	47804402
ENSG00000252874.2	chr11	47820200	47820289
ENSG00000149177.13	chr11	47980558	48170841
ENSG00000263693.1	chr11	48096782	48096858
ENSG00000197161.7	chr11	48345351	48352447
ENSG00000254674.1	chr11	48610063	48611000
ENSG00000167825.3	chr11	55935456	55936400
ENSG00000255416.1	chr11	55948120	55948924
ENSG00000181698.4	chr11	56274154	56276819
ENSG00000254411.1	chr11	56495760	56496412
ENSG00000254490.1	chr11	56500300	56501271
ENSG00000254660.1	chr11	56509573	56510195
ENSG00000254603.1	chr11	56512235	56513171
ENSG00000254834.4	chr11	56576736	56577787
ENSG00000255012.2	chr11	56609236	56614874
ENSG00000255172.2	chr11	56619779	56620810
ENSG00000197866.3	chr11	56628932	56629860
ENSG00000254795.1	chr11	56633164	56634103
ENSG00000172464.3	chr11	56641466	56642471
ENSG00000181296.3	chr11	56775261	56776206
ENSG00000255485.1	chr11	56790206	56790965
ENSG00000205025.8	chr11	56801856	56820422
ENSG00000255433.5	chr11	56848478	56878078
ENSG00000134817.10	chr11	57233577	57237314
ENSG00000149115.14	chr11	57299638	57324952
ENSG00000254662.1	chr11	57325603	57327958
ENSG00000149136.9	chr11	57325986	57335892
ENSG00000109991.9	chr11	57338352	57372396
ENSG00000252070.1	chr11	57450183	57450299
ENSG00000222998.1	chr11	57451690	57452022
ENSG00000186907.8	chr11	57460528	57477534
ENSG00000255301.1	chr11	57476493	57477534
ENSG00000149150.9	chr11	57484534	57515780
ENSG00000265566.2	chr11	57528085	57528365
ENSG00000134809.9	chr11	57528464	57530803
ENSG00000214872.8	chr11	57542641	57550274
ENSG00000156587.16	chr11	57551656	57568284
ENSG00000254602.2	chr11	57638024	57652790
ENSG00000208009.1	chr11	57641198	57641286
ENSG00000166793.12	chr11	57645087	57649944
ENSG00000172409.6	chr11	57648992	57661865
ENSG00000156599.11	chr11	57667747	57701182
ENSG00000156603.18	chr11	57703714	57712323
ENSG00000288534.1	chr11	57712582	57818431
ENSG00000213593.10	chr11	57712593	57740973
ENSG00000213592.4	chr11	57718044	57718530
ENSG00000211450.10	chr11	57741250	57743554
ENSG00000254732.2	chr11	57741779	57804771
ENSG00000233436.7	chr11	57743514	57751781
ENSG00000198561.14	chr11	57753243	57819546
ENSG00000255303.2	chr11	57861948	57873588
ENSG00000255266.1	chr11	57870322	57870571
ENSG00000254749.1	chr11	57945598	57946414
ENSG00000180475.4	chr11	58227882	58228918
ENSG00000254589.1	chr11	58242043	58243097
ENSG00000172772.3	chr11	58266792	58268260
ENSG00000255299.5	chr11	58497888	58505758
ENSG00000198283.2	chr11	58507175	58508105
ENSG00000110031.12	chr11	58526871	58578220
ENSG00000149124.11	chr11	58640426	58731974
ENSG00000156689.7	chr11	58834065	58904215
ENSG00000254717.2	chr11	58878302	58893460
ENSG00000166840.13	chr11	58905398	59043527
ENSG00000255240.6	chr11	58933643	59058659
ENSG00000254399.2	chr11	59042737	59050971
ENSG00000189057.11	chr11	59107185	59127412
ENSG00000245571.7	chr11	59130133	59143015
ENSG00000255381.1	chr11	59142121	59142610
ENSG00000166801.15	chr11	59142748	59155039
ENSG00000110042.8	chr11	59171430	59208588
ENSG00000214797.3	chr11	59268876	59284033
ENSG00000254704.3	chr11	59287339	59289486
ENSG00000263944.2	chr11	59291052	59291333
ENSG00000172324.5	chr11	59416969	59426412
ENSG00000172320.3	chr11	59436469	59451380
ENSG00000172742.5	chr11	59511368	59520703
ENSG00000254770.1	chr11	59531754	59532695
ENSG00000287264.1	chr11	59545602	59558882
ENSG00000166889.14	chr11	59636716	59669037
ENSG00000255355.1	chr11	59669312	59676041
ENSG00000134812.8	chr11	59829273	59845499
ENSG00000110079.18	chr11	60185702	60317944
ENSG00000214787.10	chr11	60200270	60243137
ENSG00000166926.8	chr11	60334831	60396596
ENSG00000071203.9	chr11	60492778	60507430
ENSG00000283601.1	chr11	60577856	60608418
ENSG00000181995.12	chr11	60615729	60687267
ENSG00000110107.9	chr11	60890547	60906585
ENSG00000257052.1	chr11	60906789	60909742
ENSG00000256944.1	chr11	60913166	60914052
ENSG00000110108.10	chr11	60914158	60923443
ENSG00000256196.2	chr11	60916339	60925397
ENSG00000006118.14	chr11	60924463	60937159
ENSG00000110446.11	chr11	60937084	60952530
ENSG00000013725.14	chr11	60971680	61020377
ENSG00000110448.11	chr11	61102489	61127852
ENSG00000167987.11	chr11	61130257	61161615
ENSG00000279549.1	chr11	61143380	61145464
ENSG00000256591.5	chr11	61429220	61485822
ENSG00000167985.6	chr11	61430042	61447529
ENSG00000162148.11	chr11	61481120	61490931
ENSG00000255931.2	chr11	61496440	61506649
ENSG00000266006.1	chr11	61508596	61508657
ENSG00000204950.4	chr11	61508749	61511018
ENSG00000011347.10	chr11	61513714	61581148
ENSG00000243742.5	chr11	61615036	61639449
ENSG00000255947.1	chr11	61654665	61655702
ENSG00000134780.10	chr11	61680391	61747001
ENSG00000124920.13	chr11	61752642	61788518
ENSG00000134825.16	chr11	61768501	61792802
ENSG00000284108.1	chr11	61792495	61792561
ENSG00000168496.4	chr11	61792911	61797238
ENSG00000134824.14	chr11	61792980	61867354
ENSG00000149485.19	chr11	61799627	61829318
ENSG00000221968.9	chr11	61873519	61892051
