name	chr	start	end	strand	Ensembl_ID	22Rv1	DU145	LNCaP	MDA PCa 2b	NCI-H660	PC3	VCaP	start_tad	end_tad	Fraction
MRPS28	chr8	79918716	80030289	-	ENSG00000147586.10	-0.215262309492	-0.319942074875	-0.331134162403	0.0584597530238	0.0270063160585	0.0275952955946	0.158217774592	79480000	80040000	0.0173410714285714
MRPS30	chr5	44808946	44820428	+	ENSG00000112996.11								44760000	45440000	0.0719794117647059
MRPS31	chr13	40729127	40771190	-	ENSG00000102738.8		-0.419002532781	-0.170784833723	-0.187245108777		-0.331446279437		40680000	41080000	0.772025
MRPS33	chr7	141002609	141015228	-	ENSG00000090263.16		-0.0984211686156	-0.282161817559	-0.216204795017		-0.0971137193807		140680000	141040000	0.0688111111111111
MRPS34	chr16	1771889	1773155	-	ENSG00000074071.14		-0.0901829663561	-0.134346957841	-0.25310699565		-0.0281558073294		1440000	1800000	0.0745694444444444
MRPS36	chr5	69217759	69230158	+	ENSG00000134056.12		0.245031377206	-0.18094481194	0.102217626483		0.129549688761		69040000	69520000	0.37033125
MRPS5	chr2	95085368	95149434	-	ENSG00000144029.12		-0.229608739162	-0.264774892372	-0.164778651126		-0.293777552411		94880000	95160000	0.0377357142857143
MRPS6	chr21	34073223	34143034	+	ENSG00000243927.6		-0.0867014699269	-0.0271231129654	-0.339937646497		-0.0328238983645		33920000	34360000	0.348234090909091
MRPS7	chr17	75261673	75266376	+	ENSG00000125445.11		-0.11613535042	-0.196756327835	-0.356051381593		0.0921651529005		74920000	75280000	0.949091666666667
MRPS9	chr2	105038068	105099960	+	ENSG00000135972.9		-0.0934932234411	-0.51782311028	-0.291911895149		-0.241472229073		104880000	105320000	0.359245454545455
MRRF	chr9	122264602	122331337	+	ENSG00000148187.18	-0.0332837626838	0.0705692757151	0.0289558647626	-0.107286254363	0.056883561387	-0.0366743459699	-0.0864986353087	122080000	122360000	0.659292857142857
MRS2	chr6	24402907	24426194	+	ENSG00000124532.14		0.0501681958821	-0.397313558549	-0.130377693355		-0.295741872366		24400000	24800000	0.0072675
MRTFA	chr22	40410280	40636719	-	ENSG00000196588.18								40360000	40640000	0.0117178571428571
MRTFB	chr16	14071320	14266773	+	ENSG00000186260.16								13920000	14280000	0.420333333333333
MRTO4	chr1	19251804	19260128	+	ENSG00000053372.5	-0.367631154082	-1.04474808262	-0.959463718238	-0.729961871885	-0.612948938621	-1.07752599319	-0.283057257778	19080000	19280000	0.85902
MRVI1	chr11	10573090	10693988	-	ENSG00000072952.18		0.302758608374	0.0837700871799	0.126040971487		0.355248398784		10360000	10760000	0.16503
MS4A1	chr11	60455751	60470760	+	ENSG00000156738.17	0.145092126379	-0.0144701423537	-0.114720162894	0.14995958932	0.0279254637794	0.165903939688	0.128215851895	59840000	60680000	0.733036904761905
MS4A10	chr11	60785332	60801305	+	ENSG00000172689.2	-0.218382910675	0.113111904012	-0.230840269807	-0.0766154450181	0.0342539724336	0.0827998301172	0.165336014263	60760000	60920000	0.158325
MS4A12	chr11	60492777	60507430	+	ENSG00000071203.9	0.248972714669	-0.0645946284423	0.0818681782801	0.0215632239267	0.168143741551	-0.0238462696216	0.123240100681	59840000	60680000	0.777115476190476
MS4A13	chr11	60515391	60542721	+	ENSG00000204979.8		-0.301298650054	-0.273362739959	-0.0809020277381		-0.295182800926		59840000	60680000	0.804036904761905
MS4A14	chr11	60378529	60417756	+	ENSG00000166928.11	0.373739995883	0.232628684559	0.0219252034019	0.251570122693	0.238651449903	0.0762096297843	0.0952590958905	59840000	60680000	0.641105952380952
MS4A15	chr11	60756866	60776733	+	ENSG00000166961.15								60680000	61200000	0.147819230769231
MS4A18	chr11	60729303	60744212	+	ENSG00000214782.7								60680000	60760000	0.6162875
MS4A2	chr11	60088260	60098467	+	ENSG00000149534.9	-0.000481770752206	0.1575842705	-0.212532748068	-0.0776739203984	0.0805662399976	0.122797013085	0.191848431541	59840000	60680000	0.295547619047619
MS4A3	chr11	60056586	60071115	+	ENSG00000149516.14	0.124941436815	0.0801904439957	0.164225354962	0.071157336255	0.210977025324	0.206430011983	0.0793669692759	59840000	60680000	0.257840476190476
MS4A4A	chr11	60185701	60317944	+	ENSG00000110079.18	-0.109176897599	0.00173632438625	-0.042234819563	-0.109581337232	-0.561631943231	-0.0429874930147	-0.282405261695	59840000	60680000	0.41154880952381
MS4A4E	chr11	60200269	60243137	-	ENSG00000214787.10								59840000	60680000	0.520075
MS4A5	chr11	60429571	60455214	+	ENSG00000166930.7	0.0430696252734	0.143264540363	0.176365107013	0.236793813886	0.132483175017	0.0473893510649	0.110499044304	59840000	60680000	0.701870238095238
MS4A6A	chr11	60172013	60184666	-	ENSG00000110077.14	-0.150589454647	0.115666876189	0.045487849101	-0.0651114880627	-0.0657228276276	-0.15669591181	-0.201864688195	59840000	60680000	0.589683333333333
MS4A6E	chr11	60334830	60396596	+	ENSG00000166926.8	-0.27166127193	-0.358743882492	-0.324493758538	0.196179616157	0.0803406610382	0.0478077753367	-0.00883806334324	59840000	60680000	0.589083333333333
MS4A7	chr11	60378484	60395951	+	ENSG00000166927.13	-0.250183536511	-0.133184036538	-0.0543056773756	0.011210273631	-0.353959135264	-0.112084237687	-0.363939564252	59840000	60680000	0.641052380952381
MS4A8	chr11	60699584	60715807	+	ENSG00000166959.8	-0.121826033209	-0.0728766136534	-0.21394929463	0.198716270578	0.123399934247	0.0791134381499	0.210307811121	60680000	60760000	0.2448
MSANTD1	chr4	3244368	3271738	+	ENSG00000188981.11								3080000	3560000	0.342433333333333
MSANTD2	chr11	124766497	124800673	-	ENSG00000120458.11	0.0890266618206	0.25839187078	0.075102894494	0.167943681852	0.100478008387	0.22837026032	0.23557075925	124600000	124960000	0.442575
MSANTD3	chr9	100427155	100451711	+	ENSG00000066697.14		-0.455197380505	-0.357915805139	-0.35022001969		-0.715030941989		99800000	100600000	0.78394375
MSANTD3-TMEFF1	chr9	100442270	100577636	+	ENSG00000251349.3	-0.259256884851	-0.0215372967006	-0.00114094967956	-0.146654273572	-0.0428694953098	-0.036089906203	0.0627135892922	99800000	100600000	0.8028375
MSANTD4	chr11	105995622	106022403	-	ENSG00000170903.11		0.181281586028	0.0230292805391	-0.0640327478274		-0.0775659747222		105960000	106680000	0.913329166666667
MSC	chr8	71841548	71844468	-	ENSG00000178860.8	0.0560320192602	0.0645260665452	-0.131709433836	0.0014385324638	0.0338982226856	-0.0379548331322	-0.0668696847213	71800000	72000000	0.77766
MSGN1	chr2	17816459	17817798	+	ENSG00000151379.4	-0.22434699539	-0.232679632278	0.0606579226388	-0.195495520524	-0.127369712746	-0.1193668801	-0.0584756975244	17680000	17840000	0.85286875
MSH2	chr2	47403066	47663146	+	ENSG00000095002.15	-0.0323814002561	0.0023609527499	-0.026749338369	-0.0552543771824	0.028593403777	-0.0502188707536	0.166517514194	47320000	47760000	0.188786363636364
MSH3	chr5	80654651	80876815	+	ENSG00000113318.11	-0.198453258677	0.00238866135323	0.248799398242	-0.0848679566737	-0.0178578695751	-0.0524612673822	-0.201373621548	80640000	81320000	0.0215455882352941
MSH4	chr1	75796881	75913242	+	ENSG00000057468.7		-0.159132917542	0.0544937233767	0.0450399795439		0.205024857596		75680000	75960000	0.417432142857143
MSH5	chr6	31739676	31762676	+	ENSG00000204410.16	-0.368517742294	-0.360178117158	0.250786501022	0.20879622723	0.329565935673	0.162330123258	0.251488321212	31280000	32000000	0.638438888888889
MSH5-SAPCD1	chr6	31740019	31764851	+	ENSG00000255152.8	-0.00453572257928	-0.0166277330344	-0.0222282214303	0.0291260238651	-0.331835545052	0.156876114637	0.244208809793	31280000	32000000	0.638915277777778
MSH6	chr2	47695529	47810101	+	ENSG00000116062.16	-0.0208469634171	0.0664491763617	0.20083758365	0.0379419638344	0.0488000732282	0.126003463946	0.22842836528	47400000	48600000	0.246274166666667
MSI1	chr12	120341329	120369164	-	ENSG00000135097.7	-0.712610873809	-0.0854144620711	-0.0176607579948	-0.17681938466	-0.00138608960593	0.0947472836144	0.13450888029	120320000	121240000	0.946560869565217
MSI2	chr17	57255850	57684689	+	ENSG00000153944.11	-0.18624260586	0.0758433999211	-0.0234578304009	-0.175069668844	0.209405741216	0.160367036173	0.458596365565	57120000	57840000	0.188680555555556
MSL1	chr17	40121970	40136917	+	ENSG00000188895.12								40000000	40200000	0.60985
MSL2	chr3	136148916	136197241	-	ENSG00000174579.4	-0.262837330502	-0.309957817283	0.287377198906	0.11875207103	-0.32568797156	0.178866171686	0.0783641500923	136080000	136760000	0.827586764705882
MSL3	chrX	11758158	11775772	+	ENSG00000005302.19	-0.00898810055024	0.126366557799	-0.0110920749842	-0.0776595193226	0.180606844657	0.227131648363	0.0580981795584	11520000	11800000	0.850564285714286
MSLN	chr16	760733	768865	+	ENSG00000102854.16		-0.133076694918	-0.258928308798					680000	800000	0.672775
MSLNL	chr16	769427	783370	-	ENSG00000162006.9								680000	800000	0.138583333333333
MSMB	chr10	46033306	46048180	-	ENSG00000263639.7		0.153504585119	0.207631377084	0.0504694538384		0.012406930488		45680000	47000000	0.721075757575758
MSMO1	chr4	165327666	165343164	+	ENSG00000052802.13	-0.0896190504898	-0.0623043161078	-0.180550782679	-0.089850454034	0.0455296801169	0.00427984091076	-0.28847685232	165280000	165520000	0.198608333333333
MSMP	chr9	35752989	35756613	-	ENSG00000215183.5								35600000	36200000	0.738978333333333
MSN	chrX	65588376	65741931	+	ENSG00000147065.17	-0.0167998274886	-0.0729778226848	0.0983615936812	-0.0121625809325	0.123660575024	0.10468847427	0.261887356901	65560000	65760000	0.14188
MSR1	chr8	16107877	16567490	-	ENSG00000038945.15	-0.344787620724	-0.145029225247	-0.0720787254589	-0.480720068	0.307681361061	0.0844066863158	0.121712224858	15360000	16760000	0.137507142857143
MSRA	chr8	10054291	10428891	+	ENSG00000175806.15	-0.170678439103	-0.053725906968	-0.229598584095	-0.174465031025	-0.475011867397	-0.254088486205	-0.149417845103	9840000	10440000	0.357151666666667
MSRB1	chr16	1938209	1943326	-	ENSG00000198736.11	0.0653260775495	0.0757244895233	0.176449678497	0.117207538249	-0.18110754831	0.0223553659378	-0.131922867133	1800000	2080000	0.488121428571429
MSRB2	chr10	23095578	23122013	+	ENSG00000148450.13	-0.366405918788	-0.0565657793166	-0.314060111818	-0.151965363748	-0.253782365404	-0.0300232110111	0.0895183827976	23080000	24560000	0.0105256756756757
MSRB3	chr12	65278642	65491430	+	ENSG00000174099.11								65240000	66120000	0.0439113636363636
MSS51	chr10	73423578	73433561	-	ENSG00000166343.10								72840000	73680000	0.293379761904762
MST1	chr3	49683946	49689501	-	ENSG00000173531.15	-0.0271614187121	-0.0287316796047	0.0598388767121	0.0410157740173	-0.0663127795028	-0.14616507246	-0.0271271698358	49680000	49920000	0.9604125
MST1R	chr3	49887001	49903873	-	ENSG00000164078.13	0.119711412475	-0.0652670160768	0.014834648868	-0.0860270426129	-0.219245348085	-0.0368689690993	0.131732623908	49680000	49920000	0.0671958333333333
MSTN	chr2	190055699	190062729	-	ENSG00000138379.5	0.127217355776	0.168434850039	0.333080356092	0.255493634835	0.236264224022	0.21413990892	0.347880185729	189800000	190320000	0.494751923076923
MSTO1	chr1	155610187	155614971	+	ENSG00000125459.16		-0.123391034793	0.508229319438	0.264233780262		0.258426635175		155200000	156080000	0.466121590909091
MSX1	chr4	4859664	4863936	+	ENSG00000163132.8	-0.0613616693741	-0.000889455340009	-0.0576628589642	-0.0434407656268	0.249711168795	0.216933694571	0.0710724289309	4440000	4960000	0.807046153846154
MSX2	chr5	174724581	174730896	+	ENSG00000120149.9	0.0989004847931	0.16083735713	-0.130832427473	0.0361044821646	0.159116089614	-0.155212227564	0.0508543530916	174320000	174800000	0.842877083333333
MT1A	chr16	56638665	56640087	+	ENSG00000205362.11		0.00421500142255	0.21623111522	0.197993379433		0.0675775396822		56360000	56720000	0.774069444444445
MT1B	chr16	56651885	56653204	+	ENSG00000169688.11		-0.038347434698	0.222490379573	0.303251441245		0.384647982855		56360000	56720000	0.810791666666667
MT1E	chr16	56625474	56627112	+	ENSG00000169715.15		-0.0672427166459	-0.123015055672	-0.170591852962		0.111862438178		56360000	56720000	0.737427777777778
MT1F	chr16	56657730	56660698	+	ENSG00000198417.7	0.0898069966162	0.140281749577	-0.193167126629	-0.140816700608	0.173975188083	-0.0610772678817	-0.235317693232	56360000	56720000	0.827027777777778
MT1G	chr16	56666730	56668065	-	ENSG00000125144.13		-0.398127712732	-0.15960329986	-0.0669573246394		-0.192431499575		56360000	56720000	0.144263888888889
MT1H	chr16	56669813	56671129	+	ENSG00000205358.3								56360000	56720000	0.860591666666667
MT1HL1	chr1	237004102	237004441	-	ENSG00000244020.3								236920000	237360000	0.808088636363636
MT1M	chr16	56632658	56633981	+	ENSG00000205364.4								56360000	56720000	0.757383333333333
MT1X	chr16	56682469	56684196	+	ENSG00000187193.9		-0.125060201879	0.0679653715216	0.0259637543872		-0.00927680763864		56360000	56720000	0.895747222222222
MT2A	chr16	56608583	56609497	+	ENSG00000125148.7		0.17683159551	-0.042052391033	0.0417410819256		0.16369011874		56360000	56720000	0.690508333333333
MT3	chr16	56589073	56591088	+	ENSG00000087250.8	0.042823892853	0.199232338459	-0.092915613898	-0.0147125183072	-0.504229105342	0.0199247398388	0.00554050543455	56360000	56720000	0.636313888888889
MT4	chr16	56565072	56568957	+	ENSG00000102891.4								56360000	56720000	0.569644444444444
MTA1	chr14	105419819	105470729	+	ENSG00000182979.18	-0.0123932967521	-0.00953426111354	-0.0546049282569	0.121750484455	-0.482462668594	-0.113714305648	-0.351003637694	105360000	105560000	0.299095
MTA2	chr11	62593213	62601865	-	ENSG00000149480.7	0.00269923401779	0.00227435941371	0.169619169978	0.0214087125911	-0.389597595506	-0.0382906315318	0.0386935934756	62560000	62880000	0.869171875
MTA3	chr2	42494568	42756947	+	ENSG00000057935.13	-0.156841152356	0.134333894316	0.281084462264	0.161524093926	0.117659316787	0.141311238701	0.133502087315	42480000	42800000	0.045525
MTAP	chr9	21802635	21937651	+	ENSG00000099810.21	0.272973954018	-0.21417074354	-0.104181618791	0.13720111054	-0.425291018602	-0.36645657072	0.0916920016122	21800000	22000000	0.013175
MTBP	chr8	120445399	120542133	+	ENSG00000172167.8		-0.138298466768	-0.0705363395438	-0.0464971368505		0.148270127135		120120000	120960000	0.387379761904762
MTCH1	chr6	36968140	36986298	-	ENSG00000137409.19	0.0659065042471	-0.0268794595583	-0.057296194984	-0.0479752103957	-0.22438948419	0.121298413079	0.0308257539431	36880000	37040000	0.3356375
MTCH2	chr11	47617314	47642607	-	ENSG00000109919.10	-0.29924006415	-0.245802385908	-0.57657870758	-0.46635281566	-0.168521427278	0.0272003327789	-0.13057902211	47400000	47880000	0.49456875
MTCL1	chr18	8705660	8832778	+	ENSG00000168502.17								8640000	9040000	0.16415
MTCP1	chrX	155064033	155147937	-	ENSG00000214827.11		-0.152456285436	-0.0762186129018					154880000	155320000	0.391052272727273
MTDH	chr8	97644183	97730260	+	ENSG00000147649.10		-0.504844064983	-0.0740415791429	-0.0779691479681		-0.41247743881		97560000	98120000	0.150326785714286
MTERF1	chr7	91692007	91880702	-	ENSG00000127989.14	-0.305757790615	0.348928443006	-0.00358260753569	-0.0321386442226	0.177074526925	0.0103850067451	0.327575022536	91040000	91920000	0.0446568181818182
MTERF2	chr12	106977276	106987160	-	ENSG00000120832.10								106960000	107120000	0.83025
MTERF4	chr2	241072168	241102332	-	ENSG00000122085.17								241000000	241240000	0.573616666666667
MTF1	chr1	37809573	37859592	-	ENSG00000188786.10	0.245572184181	-0.118933036296	0.133315663729	-0.120645467424	-0.0511436101469	0.0704127481423	-0.156350693207	37680000	38040000	0.501133333333333
MTF2	chr1	93079234	93139079	+	ENSG00000143033.18	-0.430336923765	-0.223705314341	-0.0185181334296	-0.13382543562	0.0314570225823	-0.144247828069	-0.00892719170741	93000000	93440000	0.180077272727273
MTFMT	chr15	65001511	65029639	-	ENSG00000103707.10	-0.0223780536437	0.0364700903868	-0.0493661375536	0.0921282348671	-0.28557908174	0.0875018445771	0.015441254193	64680000	65280000	0.417268333333333
MTFP1	chr22	30425622	30429054	+	ENSG00000242114.6		0.140640403941	0.088537607373	0.192393637934		-0.0569354308358		30280000	30440000	0.9101375
MTFR1	chr8	65644733	65771261	+	ENSG00000066855.16		0.0655075357894	0.248549207905	-0.0861004400445		-0.066907097526		65600000	66040000	0.101665909090909
MTFR1L	chr1	25818639	25832942	+	ENSG00000117640.18		0.0518838153369	0.0766287750107	0.059456878758		-0.139231192763		25800000	26040000	0.0776625
MTFR2	chr6	136231023	136250335	-	ENSG00000146410.12		0.0364104359375	-0.0738497974736	-0.17502933938		-0.109685107473		135440000	136280000	0.0353154761904762
MTG1	chr10	133394093	133422520	+	ENSG00000148824.19		-0.0110753846768	0.108291607116					133280000	133600000	0.356540625
MTG2	chr20	62183028	62203568	+	ENSG00000101181.17	-0.0218501558646	0.215311563387	-0.135337206681	0.131210505322	-0.2556646862	-0.0704588794452	-0.106304581878	62160000	62400000	0.09595
MTHFD1	chr14	64388030	64463457	+	ENSG00000100714.17	-0.0795129295042	-0.156876146522	-0.0265157879327	0.0352230472606	-0.081802167459	-0.026205770567	-0.000248224228905	64320000	64800000	0.141729166666667
MTHFD1L	chr6	150865548	151101887	+	ENSG00000120254.15	-0.042716962582	-0.0196025548863	-0.124627398939	-0.0418187847425	-0.0279666374815	-0.146636359655	-0.105433549303	150840000	151360000	0.0491307692307692
MTHFD2	chr2	74198609	74217565	+	ENSG00000065911.12	0.0427441043189	0.0389958345551	-0.0718031230384	-0.0760276134454	-0.579849671456	-0.144252668059	-0.240265900067	73800000	74480000	0.586189705882353
MTHFR	chr1	11785722	11806455	-	ENSG00000177000.13	-0.092834194987	0.0422009132959	0.0757619323178	0.153470009371	0.0279572363132	-0.0187087531659	0.0574428619503	11640000	12040000	0.5838625
MTHFS	chr15	79833584	79897379	-	ENSG00000136371.10								79600000	80200000	0.504368333333333
MTHFSD	chr16	86530177	86555235	-	ENSG00000103248.19		0.0082567103694	-0.078326568166	-0.20223310111		0.0698186122115		86040000	86560000	0.00916346153846154
MTIF2	chr2	55236594	55269347	-	ENSG00000085760.15		-0.0367571306818	-0.332383378455	-0.02390187511		0.0418173189125		55200000	55520000	0.783290625
MTIF3	chr13	27435642	27450591	-	ENSG00000122033.14		0.12156762305	-0.0550086002538	-0.0757598612562		0.0865159751281		27360000	27840000	0.81126875
MTLN	chr2	110211528	110245420	-	ENSG00000175701.10								109720000	110640000	0.428891304347826
MTM1	chrX	150568618	150673322	+	ENSG00000171100.14	0.110425958401	-0.164641866669	0.0462614541162	-0.0343147046931	-0.543084350805	-0.136166724795	-0.206622506148	150360000	150760000	0.521545
MTMR1	chrX	150692970	150765108	+	ENSG00000063601.17	0.118786431817	0.000745167175997	-0.0118737691876	0.00759347493014	-0.0943520038888	-0.241146302221	0.369561166382	149960000	151120000	0.631870689655172
MTMR10	chr15	30938940	30991628	-	ENSG00000166912.17	-0.0174249027956	-0.0469861013454	0.160597803451	-0.29900276417	0.0352668964088	-0.0549212998198	-0.133036122533	30840000	31160000	0.5261625
MTMR11	chr1	149928650	149936879	-	ENSG00000014914.21								149880000	150240000	0.842002777777778
MTMR12	chr5	32226993	32312987	-	ENSG00000150712.11	-0.0371033072536	0.131765530618	0.0314337853055	0.108758816282	0.156242109232	0.0354074687851	0.0880931308463	32080000	32640000	0.583951785714286
MTMR14	chr3	9649432	9702393	+	ENSG00000163719.19	0.0767676393903	-0.284646669347	0.067009777294	0.0361248386869	0.0105391004036	-0.0816327655626	-0.288194775053	9480000	9720000	0.705966666666667
MTMR2	chr11	95832881	95925315	-	ENSG00000087053.18	-0.0315809338652	0.103690099534	-0.0315733237695	-0.0892055470529	-0.0352188303771	0.0433974654173	-0.0188033841434	95800000	96040000	0.477854166666667
MTMR3	chr22	29883154	30030866	+	ENSG00000100330.15	-0.0799072990394	0.0296842986267	0.00712120023239	0.0613653887689	-0.102972637935	-0.046135704035	-0.048537110485	29600000	30080000	0.589904166666667
MTMR4	chr17	58489528	58517905	-	ENSG00000108389.9	-0.337659604842	-0.0717660336816	-0.196090519325	-0.0349404360989	-0.0099650793001	0.10157210029	0.000590019684086	58120000	58520000	0.0052375
MTMR6	chr13	25246200	25288009	-	ENSG00000139505.11		-0.202748914551	0.231083302621	-0.0499007002113		-0.00549764983001		25240000	25360000	0.599925
MTMR7	chr8	17296793	17413528	-	ENSG00000003987.14		-0.187427292633	-0.0965563639651	-0.0569638671383		-0.0184431517436		17160000	17560000	0.36618
MTMR8	chrX	64268080	64395452	-	ENSG00000102043.16	-0.160394924567	-0.118715927515	0.237426323028	-0.260569352069	0.0403361599308	0.0334740940409	-0.280393668101	64040000	64880000	0.576842857142857
MTMR9	chr8	11284815	11328146	+	ENSG00000104643.10	-0.241791151133	-0.166293447335	-0.356884160891	-0.077218412139	0.100626733481	-0.258289935572	0.235629992813	11280000	11560000	0.0171964285714286
MTNR1A	chr4	186533654	186555567	-	ENSG00000168412.6	0.0960004181709	0.0440214681183	0.260634518224	-0.118688339034	-0.711053674002	0.220505520932	-0.232937969237	186240000	186640000	0.2110825
MTNR1B	chr11	92969719	92985066	+	ENSG00000134640.2	-0.196034816602	-0.0409712101194	-0.012143291619	-0.126127517679	0.142329640038	-0.107709740491	0.300753689865	92880000	93240000	0.249219444444444
MTO1	chr6	73461577	73509236	+	ENSG00000135297.15	0.202665696792	0.175090056732	0.0849595797069	-0.0853757930258	0.085829873575	-0.0117903792104	0.288959808168	73440000	73640000	0.107885
MTOR	chr1	11106534	11262551	-	ENSG00000198793.13	-0.594251896692	-0.511194024788	-0.0788021270863	-0.255268349601	-0.0496426360754	-0.90499859292	-0.630612258718	11000000	11280000	0.0623178571428571
MTPAP	chr10	30309800	30374448	-	ENSG00000107951.14		0.142404899849	-0.243711852083	-0.0140244152486		0.0575472821749		29920000	30400000	0.0532333333333333
MTPN	chr7	135926759	135977359	-	ENSG00000105887.11								135640000	136040000	0.1566025
MTR	chr1	236795291	236921278	+	ENSG00000116984.13	-0.240412792614	-0.0624828097302	0.07678007133	0.132768852393	-0.256604754867	0.00174127293742	-0.0877338964593	236600000	237680000	0.180825
MTRES1	chr6	107028198	107051586	+	ENSG00000130349.10								107000000	107160000	0.1762375
MTREX	chr5	55307988	55425579	+	ENSG00000039123.16								55160000	55720000	0.264264285714286
MTRF1	chr13	41216368	41263577	-	ENSG00000120662.16								41080000	41320000	0.235095833333333
MTRF1L	chr6	152987361	153002709	-	ENSG00000112031.16		-0.205258240843	-0.234286383603	-0.101130607328		-0.143313338574		152960000	153640000	0.937192647058824
MTRNR2L1	chr17	22523110	22524663	+	ENSG00000256618.2								21320000	27200000	0.204610544217687
MTRNR2L10	chrX	55181391	55182442	-	ENSG00000256045.3								55080000	55440000	0.715438888888889
MTRNR2L11	chr1	237943723	237945275	-	ENSG00000270188.1								237760000	238640000	0.789460227272727
MTRNR2L12	chr3	96617187	96618236	-	ENSG00000269028.3								96280000	96840000	0.396007142857143
MTRNR2L13	chr4	116298875	116300320	+	ENSG00000270394.4								116240000	116400000	0.36796875
MTRNR2L3	chr20	57358446	57359498	-	ENSG00000256222.3								57080000	57360000	0.00179285714285714
MTRNR2L4	chr16	3370978	3372668	-	ENSG00000232196.4								3160000	3520000	0.409255555555556
MTRNR2L5	chr10	55599041	55600728	+	ENSG00000249860.4								55520000	55680000	0.49400625
MTRNR2L6	chr7	142666271	142667718	+	ENSG00000270672.1								142520000	142840000	0.457096875
MTRNR2L7	chr10	37601439	37602974	-	ENSG00000256892.2								37480000	37800000	0.61570625
MTRNR2L8	chr11	10507893	10509186	-	ENSG00000255823.5								10360000	10760000	0.627035
MTRR	chr5	7851185	7906025	+	ENSG00000124275.15	0.107208265878	0.0487617486367	0.0688598717357	0.227641070121	0.0725758928134	0.223497643891	-0.0253857291627	7320000	9240000	0.276658854166667
MTSS1	chr8	124550789	124728429	-	ENSG00000170873.18	0.119579829486	-0.00607531245131	0.0871074261758	-0.0564445412723	-0.372358893495	-0.0190868374777	-0.159883554254	124440000	125000000	0.484948214285714
MTSS2	chr16	70661203	70686053	-	ENSG00000132613.15								70520000	70800000	0.406953571428571
MTTP	chr4	99563760	99623999	+	ENSG00000138823.13	0.108548906166	0.154225192913	0.227603539864	-0.0682146031613	0.0410561452116	0.138087299792	0.0398467616989	99480000	99800000	0.26175
MTURN	chr7	30134985	30162762	+	ENSG00000180354.16		-0.0832923483077	-0.234336216554	0.253684355235		0.15641482434		30120000	30600000	0.03121875
MTUS1	chr8	17643794	17800917	-	ENSG00000129422.14	-0.0942910148292	0.0471573853098	-0.275616419088	-0.113684828439	0.0494175389569	-0.257877645493	-0.0526787479378	17560000	17920000	0.330786111111111
MTX1	chr1	155208698	155213824	+	ENSG00000173171.14								155200000	156080000	0.00988409090909091
MTX2	chr2	176269394	176338025	+	ENSG00000128654.14	0.0563299640226	-0.0503902526221	-0.155561111235	-0.167561258954	-0.131329102242	0.109127837106	0.166582005255	176080000	176440000	0.526094444444444
MTX3	chr5	79976730	79991265	-	ENSG00000177034.16		0.192272630732	0.00504995560536	0.209947013196		0.136613177965		79480000	80080000	0.147891666666667
MUC1	chr1	155185823	155192916	-	ENSG00000185499.16		0.0575606207796	-0.156314068362	-0.120167736172		-0.0405772343116		155080000	155200000	0.0590333333333333
MUC12	chr7	100969622	101018949	+	ENSG00000205277.9		-0.173659534054	-0.325374125988					100880000	101080000	0.44811
MUC13	chr3	124905441	124953819	-	ENSG00000173702.7		-0.16953457372	-0.147811944419	0.0801986775896		0.104570995014		124720000	124960000	0.0257541666666667
MUC15	chr11	26559031	26572263	-	ENSG00000169550.14		0.091865074243	0.155719593432	0.0454958838227		0.0539186013538		26280000	26760000	0.39111875
MUC16	chr19	8848843	8981342	-	ENSG00000181143.15								8800000	9120000	0.43330625
MUC17	chr7	101020071	101058859	+	ENSG00000169876.14		0.296672002439	0.129415516939	0.0121217977782		0.11066678786		100880000	101080000	0.700355
MUC19	chr12	40393394	40570832	+	ENSG00000205592.14								40360000	40920000	0.0596321428571429
MUC2	chr11	1074874	1110511	+	ENSG00000198788.8	0.254535740506	-0.0325204131867	-0.0941929919889	0.0523798295781	0.0588386472391	-0.0548235462971	0.259965929952	840000	1160000	0.73398125
MUC20	chr3	195720883	195741123	+	ENSG00000176945.17		-0.00725929449626	0.0562346760482	0.139437157079		0.18206640212		195480000	195800000	0.752759375
MUC21	chr6	30983717	30989903	+	ENSG00000204544.5								30880000	31240000	0.288102777777778
MUC22	chr6	31010473	31035402	+	ENSG00000261272.1								30880000	31240000	0.362425
MUC3A	chr7	100949533	100968347	+	ENSG00000169894.18								100880000	101080000	0.347665
MUC5B	chr11	1223065	1262172	+	ENSG00000117983.17		0.142896768959	0.148504997196					1200000	1440000	0.0961041666666667
MUC6	chr11	1012822	1036718	-	ENSG00000184956.16								840000	1160000	0.38525625
MUC7	chr4	70430491	70482997	+	ENSG00000171195.11	0.110909530512	0.14997055941	0.194388710102	0.155044983589	-0.159376631257	0.219141535287	0.252714304424	69920000	70600000	0.750722058823529
MUCL1	chr12	54830517	54896008	+	ENSG00000172551.11		-0.51845238529	-0.216337455561	-0.341510460795		-0.259366892596		54440000	54960000	0.750994230769231
MUCL3	chr6	30934522	30954221	+	ENSG00000168631.13								30880000	31240000	0.15145
MUL1	chr1	20499447	20508151	-	ENSG00000090432.7	-0.186147155139	0.158264619181	0.0651592358514	-0.0745176258745	-0.121564160227	-0.0901601367565	0.069808463932	20200000	20520000	0.037028125
MUS81	chr11	65857125	65867653	+	ENSG00000172732.12	-0.125582478735	-0.163225514386	-0.103988039833	-0.0833566581598	0.0455731796076	-0.140087741281	-0.0946157866261	65520000	66040000	0.648317307692308
